256 512
113 229 6
55 68 8
34 49 10
228 253 3
83 147 1
104 122 3
11 15 5
63 80 10
80 106 8
104 250 9
47 131 4
151 243 7
152 234 7
8 193 9
62 166 1
26 222 5
4 36 8
139 199 2
24 44 4
99 214 4
16 83 4
26 104 3
143 209 10
107 150 0
144 252 7
91 195 4
41 234 1
24 180 1
37 253 9
34 206 10
68 78 9
46 195 6
157 202 8
118 255 8
151 196 2
119 202 8
53 57 9
123 157 9
62 200 0
25 106 9
117 243 8
94 232 10
41 175 3
0 201 10
135 242 8
70 111 1
78 135 8
25 79 9
38 211 10
135 137 10
112 138 6
0 91 9
134 192 7
21 81 3
39 75 8
115 126 5
140 209 7
229 241 9
209 215 6
84 90 4
37 106 9
79 83 8
47 60 9
92 158 9
38 156 6
28 29 2
80 87 0
23 174 6
83 187 1
22 63 10
47 197 8
181 233 2
58 205 9
40 215 0
48 250 1
121 152 8
212 233 3
30 118 2
154 236 2
87 182 7
40 241 1
142 246 8
26 221 8
191 196 2
203 207 2
112 220 0
194 199 2
117 152 4
123 161 10
210 237 4
136 142 1
66 156 7
100 123 2
63 92 7
73 120 0
104 242 6
71 94 9
105 184 9
60 160 6
41 97 7
173 217 1
24 158 5
124 156 6
17 155 8
83 180 8
47 53 1
69 157 2
27 206 8
45 81 4
197 250 9
34 119 2
28 155 10
94 165 5
180 228 3
78 250 7
48 225 10
81 185 2
19 120 6
36 220 8
174 183 3
99 226 2
127 201 0
68 99 2
35 118 1
73 210 3
24 163 0
122 127 0
197 254 8
20 184 5
10 18 1
178 231 5
222 233 1
147 149 8
113 188 5
85 125 3
129 185 0
165 209 2
120 204 4
113 158 3
49 64 8
29 243 8
99 238 3
128 158 7
48 84 2
40 60 1
27 66 3
20 76 4
165 183 9
4 178 9
233 255 0
152 187 6
210 242 1
105 202 6
65 141 8
13 183 1
98 203 8
227 233 0
122 123 7
179 207 10
71 117 3
83 84 7
67 130 0
38 106 2
32 174 6
29 109 8
65 198 0
60 75 0
6 121 0
6 116 7
120 192 0
178 225 6
83 121 2
16 203 3
44 197 7
11 250 7
237 248 6
94 117 2
40 103 10
27 98 5
85 139 3
31 241 1
151 165 4
10 25 2
99 171 1
109 142 3
80 188 10
37 178 10
177 205 4
208 219 8
46 228 8
62 168 9
10 75 8
4 223 5
149 165 6
19 102 3
172 191 10
60 92 0
41 211 4
13 221 1
107 252 1
143 197 10
230 233 5
127 182 2
105 173 7
35 208 5
227 251 10
8 199 9
103 250 10
169 213 6
90 137 7
107 239 8
134 164 9
30 140 3
79 108 7
79 126 7
1 225 1
2 251 6
133 179 8
0 188 10
84 196 7
70 241 0
89 242 8
143 182 0
65 95 6
68 139 5
47 206 1
197 198 8
141 191 9
96 169 4
107 201 3
105 233 4
224 249 2
41 76 9
80 133 2
29 208 10
75 117 1
68 79 5
14 130 9
227 245 8
204 246 3
86 162 7
67 184 3
19 231 2
45 224 7
210 252 6
2 255 9
183 187 7
181 216 8
208 244 8
103 235 10
157 235 8
122 160 0
69 159 2
137 244 3
33 161 2
48 86 5
24 242 6
169 203 8
2 4 6
126 227 4
80 165 4
30 161 0
68 180 2
114 220 7
27 102 9
83 183 8
126 187 6
6 253 3
43 162 0
26 172 9
100 137 9
50 151 2
