512 512
51 506 3
98 179 7
204 277 5
246 484 2
209 511 0
232 268 5
301 353 2
190 460 5
438 439 8
137 212 0
53 442 2
189 506 6
190 217 2
120 378 6
46 414 1
187 252 6
124 183 3
182 251 8
333 375 1
171 301 0
159 335 1
55 372 1
68 139 3
56 204 6
358 416 1
42 344 1
83 107 5
195 312 2
163 431 4
53 441 9
63 271 2
131 486 4
151 160 3
119 207 5
474 483 3
410 498 3
233 363 4
228 405 9
133 264 8
66 449 3
203 493 10
0 98 1
26 223 2
278 414 7
175 421 9
251 488 7
224 271 4
364 406 6
15 281 4
27 148 3
380 496 10
26 74 4
457 478 2
244 477 10
46 498 2
192 350 8
47 289 3
77 191 10
222 484 10
25 244 0
440 483 7
433 464 2
163 278 0
160 441 5
294 427 4
292 313 7
180 333 3
22 202 0
95 467 4
39 507 10
194 348 1
40 256 3
147 206 0
383 443 8
13 347 0
123 262 4
88 187 0
140 234 7
11 303 5
41 113 10
142 148 9
199 207 8
140 445 9
227 377 0
463 482 7
6 410 7
220 262 7
194 249 4
229 271 3
126 296 7
99 246 5
23 324 6
99 259 4
41 369 7
2 420 3
67 223 4
396 418 2
