1024 1024
418 1015 5
775 877 7
79 533 4
821 975 8
330 994 7
127 995 0
174 934 0
3 821 0
913 945 4
176 360 5
97 500 6
131 685 7
743 821 0
178 427 5
443 565 0
103 632 8
208 254 4
40 624 3
355 642 6
178 490 3
342 832 4
50 267 1
189 1021 8
172 358 8
152 388 5
570 723 2
20 61 0
190 942 3
540 868 4
153 172 9
581 751 3
296 601 8
915 972 5
21 651 7
524 939 1
85 533 4
5 90 4
736 773 8
144 743 1
274 381 8
468 744 9
530 576 1
362 834 9
352 746 4
113 177 6
684 802 5
41 962 7
498 961 10
87 949 5
470 619 1
101 358 4
1 351 0
359 712 0
906 996 8
75 574 9
684 817 6
271 983 3
50 206 8
295 311 2
434 633 3
289 783 10
187 265 10
146 837 5
507 716 3
68 135 8
118 557 3
613 984 7
505 850 1
183 858 3
254 416 6
77 209 10
370 974 9
46 993 5
965 972 4
442 491 1
380 742 6
341 643 0
692 897 3
221 653 3
730 762 7
134 676 0
430 855 3
791 963 6
167 310 7
178 690 6
263 621 10
136 652 8
465 1015 8
421 891 8
330 404 6
564 576 7
450 472 1
43 603 9
72 544 9
307 656 4
447 671 5
863 1001 5
304 849 7
475 811 0
443 462 10
299 901 10
963 994 6
380 740 3
263 462 6
709 955 0
86 119 7
576 746 9
134 769 5
489 575 6
496 571 6
92 391 7
184 544 6
370 687 8
180 453 7
451 1016 2
85 793 5
21 111 8
630 790 2
625 681 5
79 332 0
555 677 5
511 963 0
744 966 3
73 578 9
365 591 8
175 382 6
391 452 3
362 416 2
503 842 8
84 513 8
161 398 1
655 842 9
206 396 10
19 504 3
161 577 7
58 104 3
4 774 3
625 846 10
360 875 4
209 426 9
33 932 10
81 747 4
215 389 2
221 811 2
517 569 1
376 452 5
45 745 2
352 688 1
651 963 4
77 796 8
215 576 2
719 756 2
129 840 10
459 776 3
441 1003 9
488 723 9
94 270 3
471 871 2
803 929 0
101 747 1
286 423 1
160 953 8
394 960 6
67 475 7
6 60 6
751 781 9
0 181 10
840 982 1
4 569 9
67 786 5
534 974 1
15 363 8
742 796 5
417 763 1
39 524 4
313 794 7
285 748 1
251 526 3
178 362 4
628 825 5
43 814 0
479 710 0
115 895 0
390 626 10
33 983 6
69 857 3
205 785 10
165 226 4
25 626 0
98 511 4
126 920 6
713 1007 4
900 920 2
818 833 4
614 651 9
32 95 9
75 1015 4
199 483 7
783 900 8
771 806 3
149 958 4
25 141 4
89 949 5
263 1007 6
346 615 7
818 971 0
475 988 4
4 171 0
638 1021 2
388 920 0
218 372 3
184 899 4
213 396 0
261 347 10
677 993 1
662 1022 1
28 416 9
10 851 0
108 656 2
268 710 7
381 950 10
309 463 2
211 792 5
328 735 9
806 978 8
75 176 1
122 456 5
252 813 8
78 988 7
40 256 6
222 343 0
431 541 4
755 946 4
39 573 0
357 1016 1
350 927 3
585 870 2
262 881 7
487 862 1
567 825 6
382 744 1
71 355 9
309 528 4
229 488 3
177 267 5
318 898 10
330 884 3
823 894 0
472 479 6
529 804 2
131 874 7
449 528 0
11 154 3
218 785 7
180 654 7
178 180 8
519 859 8
79 973 2
645 681 5
6 821 6
179 609 9
202 499 6
268 741 8
93 103 7
471 843 8
0 619 5
64 1003 2
705 976 5
236 847 4
468 839 1
589 784 10
612 748 1
605 991 1
948 964 4
38 348 9
247 558 7
58 594 7
177 198 9
136 754 2
517 823 6
82 292 2
416 771 0
839 993 9
291 552 0
400 637 8
377 994 4
294 729 8
349 843 8
694 850 1
875 976 10
344 385 6
548 840 5
385 424 1
292 955 7
249 962 0
203 671 6
603 1008 8
375 709 7
519 571 5
558 764 10
531 845 1
393 526 5
590 987 0
97 165 5
85 895 1
343 545 3
331 872 10
374 737 1
140 908 1
23 907 8
233 590 9
12 112 6
996 1010 1
201 254 9
614 770 2
161 897 10
4 675 10
558 899 9
885 903 1
694 985 3
366 996 7
25 385 1
61 141 3
733 798 4
175 265 0
153 876 6
159 928 3
211 457 9
479 853 10
750 995 8
226 975 5
204 711 5
502 691 4
284 425 6
414 464 0
327 746 6
296 705 0
760 829 0
294 598 5
647 861 3
12 594 5
314 450 0
205 569 10
389 935 5
544 748 1
226 670 5
557 959 10
218 713 8
153 428 4
354 670 0
51 225 5
462 480 7
384 599 10
545 640 3
407 918 4
156 912 8
169 866 5
278 906 5
340 753 1
25 605 9
615 935 8
847 974 7
894 936 0
693 744 4
961 1016 7
559 753 9
184 343 8
473 630 1
629 1003 3
208 394 9
263 990 9
815 912 4
212 235 7
70 671 5
710 921 9
475 728 5
660 663 7
495 508 1
320 845 7
424 579 2
288 472 4
769 906 1
264 603 10
234 334 3
235 876 6
622 698 4
313 432 7
714 770 2
296 829 6
147 247 9
366 732 3
31 472 2
186 669 5
118 389 6
219 869 0
448 897 4
599 979 0
25 248 9
801 925 5
226 506 6
182 517 2
78 811 3
146 423 1
213 661 0
320 368 3
311 839 9
237 259 6
17 866 1
798 950 0
533 770 2
491 504 5
491 981 3
15 619 8
549 713 6
86 484 2
278 633 0
634 747 0
585 837 4
414 625 4
57 282 5
278 548 5
348 710 3
158 626 5
464 950 8
319 420 5
770 864 5
458 590 4
300 869 1
50 73 8
649 876 6
314 984 10
64 193 8
292 373 4
56 823 4
559 648 3
774 1011 9
103 618 4
138 373 3
195 651 5
525 996 9
779 967 7
412 708 9
78 999 5
367 368 10
94 1017 10
402 879 1
342 526 5
79 1022 5
616 695 7
369 567 8
162 860 8
306 528 3
446 569 5
230 542 2
11 210 5
193 967 6
316 720 7
617 899 10
53 342 6
145 729 5
85 920 3
764 960 10
130 883 3
144 825 10
24 266 2
388 899 5
66 802 7
875 990 4
37 581 10
342 594 9
86 179 9
484 702 0
149 549 3
449 751 4
266 623 3
364 992 4
82 511 9
325 744 6
250 948 10
383 875 2
652 798 4
205 443 1
696 737 3
875 935 6
464 778 6
218 568 8
134 437 1
127 132 10
681 787 9
38 82 2
569 604 10
411 570 6
6 584 7
67 824 4
138 493 0
245 771 9
18 732 7
437 1005 3
391 710 0
105 165 9
297 790 3
438 855 0
390 755 10
702 729 5
186 780 0
241 641 4
349 485 6
542 592 6
625 729 6
208 374 9
131 336 2
124 326 4
252 819 10
76 778 9
281 304 7
133 918 3
669 807 6
164 965 1
47 594 5
712 825 7
521 657 8
8 429 0
378 518 9
706 729 3
686 908 7
131 652 2
224 228 2
420 1011 3
325 963 10
751 1002 3
777 806 7
104 456 10
131 753 5
77 107 10
16 69 9
433 868 7
695 937 5
4 7 8
337 621 0
363 701 3
256 299 1
56 878 6
313 495 10
321 379 2
60 485 6
64 432 1
396 656 7
359 774 8
312 961 0
465 484 3
60 395 5
115 1008 0
820 977 1
343 856 1
616 685 4
406 434 10
73 599 7
476 511 0
243 510 4
623 952 0
326 373 6
409 860 0
802 891 8
782 968 5
208 750 10
280 890 6
699 1011 7
449 979 8
521 705 9
774 991 3
16 173 6
221 360 6
71 922 2
352 605 3
210 550 9
511 769 4
15 151 5
505 674 0
135 477 2
0 883 9
691 878 6
200 391 1
168 460 7
135 191 2
206 666 3
382 818 4
201 630 0
362 504 4
549 672 5
117 576 8
225 251 3
118 366 10
181 341 2
49 955 10
133 279 6
811 1001 3
793 839 2
271 806 5
398 959 7
451 925 10
133 586 2
666 697 0
140 543 7
754 959 7
11 820 3
578 798 6
224 385 8
115 808 6
658 819 8
76 209 6
15 607 9
157 722 1
12 717 8
308 1019 10
97 651 2
419 476 9
859 968 8
211 977 5
160 557 0
174 516 1
335 571 5
533 747 4
74 211 7
875 895 2
299 783 1
325 772 9
527 753 0
82 248 1
148 251 2
55 136 4
222 406 0
586 756 7
75 814 5
65 979 6
210 652 2
23 967 8
452 937 2
376 564 6
223 664 0
880 1014 3
612 735 7
140 314 7
285 374 6
772 816 8
169 427 9
536 812 7
56 758 3
31 434 7
687 735 1
934 970 0
29 827 3
365 396 8
384 973 4
757 919 5
61 575 3
548 572 7
245 889 4
339 747 1
539 899 2
440 733 7
201 273 5
407 950 8
628 899 2
179 362 5
819 849 0
523 642 6
49 585 7
324 623 7
197 731 7
30 388 2
51 110 5
339 513 7
400 419 6
382 810 9
693 953 6
562 903 6
19 153 7
386 936 10
455 605 10
419 439 6
104 876 5
503 593 9
650 831 1
435 892 2
130 427 3
897 998 8
235 937 9
154 515 6
395 413 1
142 673 5
164 451 0
364 788 7
171 885 8
360 828 0
286 344 9
669 884 0
537 938 1
529 684 3
752 935 6
691 758 9
446 727 9
87 352 6
218 395 7
545 730 10
278 811 3
357 837 0
9 216 0
273 688 1
285 724 8
186 771 9
190 433 0
540 887 4
749 1007 5
95 663 0
61 95 5
573 745 3
288 441 5
185 842 7
155 174 4
723 886 8
217 946 10
37 202 2
114 804 8
885 1006 9
254 523 4
269 278 10
575 795 9
262 994 5
4 1004 3
515 954 9
922 1009 0
698 915 1
372 715 3
753 876 0
275 278 2
591 867 7
94 254 1
117 502 0
419 515 10
245 894 4
46 226 3
170 676 2
289 993 6
72 391 0
392 711 8
