512 261632
355 50 44
155 432 172
168 428 147
255 335 154
475 359 171
412 228 261
92 85 278
488 307 129
406 271 154
271 316 121
343 127 261
69 58 77
152 77 73
190 356 158
217 181 267
251 436 231
301 101 238
360 179 136
462 262 262
393 220 27
410 358 174
104 433 113
387 314 214
11 296 21
449 449 91
256 408 145
296 0 280
65 117 106
238 0 65
117 382 96
454 398 159
344 16 163
443 153 222
285 146 61
377 88 55
191 201 200
209 151 197
99 510 243
118 355 254
244 290 81
268 16 247
316 223 290
304 483 257
34 374 40
117 93 185
462 438 255
19 483 218
122 107 298
444 158 61
377 117 253
255 306 132
468 207 115
507 76 116
431 16 145
97 459 136
118 76 214
181 304 39
402 411 170
176 217 124
367 195 74
220 290 66
441 385 2
266 42 43
89 194 152
18 268 86
65 61 28
190 196 211
356 469 133
357 213 38
164 452 172
90 369 122
457 60 87
78 207 296
200 92 216
489 45 67
446 88 108
310 390 246
394 44 41
183 334 158
111 392 188
270 396 9
423 201 146
182 201 104
166 332 269
129 71 203
477 344 285
103 98 256
172 247 1
368 255 125
388 457 44
64 402 78
377 44 275
157 51 296
5 177 285
147 503 229
358 283 180
426 237 262
44 249 86
149 183 265
377 347 102
192 9 278
44 307 67
507 9 176
474 210 26
426 420 164
492 72 265
278 374 71
412 241 286
463 106 209
204 390 213
365 141 58
166 189 252
502 60 56
81 424 222
334 464 259
220 123 268
196 432 37
186 40 50
307 75 191
19 9 134
191 173 280
223 225 133
491 240 62
106 492 181
72 133 232
323 12 257
453 398 261
333 416 115
143 309 198
115 159 29
101 47 225
440 428 262
71 290 138
152 442 82
478 38 39
40 263 65
3 413 49
3 391 84
462 55 47
149 380 69
440 225 281
175 389 225
39 444 291
324 40 51
497 233 194
192 426 261
363 468 127
244 95 22
77 396 201
186 146 37
306 280 30
99 218 278
245 300 291
448 506 95
215 249 178
305 462 203
122 17 223
455 93 27
283 34 109
505 495 256
448 179 297
291 259 255
101 128 200
331 217 29
220 361 112
183 456 129
401 347 5
318 483 285
250 361 128
23 290 290
125 378 290
288 171 165
206 283 90
413 118 76
120 30 21
447 294 161
465 280 180
60 19 290
111 65 204
432 325 41
99 100 93
375 119 195
436 316 82
507 304 212
432 317 133
482 127 13
58 323 67
386 239 41
152 483 257
134 502 27
247 395 288
181 98 47
418 351 18
254 418 29
337 18 138
118 268 19
226 460 129
457 396 97
403 414 50
395 156 261
322 289 144
273 507 135
89 145 263
470 406 60
451 441 256
216 415 288
426 315 293
490 79 16
258 2 63
501 260 136
309 508 266
30 416 249
41 469 48
234 495 237
492 37 162
183 140 33
172 358 210
345 242 115
399 35 140
188 161 108
469 122 278
498 511 61
364 147 143
491 320 124
265 128 274
446 68 247
82 158 239
268 67 116
254 92 43
444 455 59
452 16 74
262 126 190
82 226 246
247 434 186
58 399 295
280 206 61
440 319 283
97 385 236
238 397 42
124 300 30
279 439 98
175 500 143
178 121 37
4 253 122
376 94 180
449 494 233
459 339 252
82 37 173
496 337 111
484 331 194
231 197 124
391 365 134
343 19 86
158 450 25
123 222 282
426 253 79
5 70 240
72 405 92
226 498 15
461 332 241
342 481 54
395 348 213
488 484 212
392 345 64
312 332 284
55 511 152
505 485 252
216 58 101
266 155 238
59 275 271
277 153 233
243 198 236
46 295 170
340 55 105
196 361 229
194 443 149
426 133 279
193 169 5
488 472 46
386 394 264
283 29 59
246 274 161
276 271 81
142 405 29
365 52 244
492 420 279
263 509 172
430 209 47
403 254 80
94 343 292
64 329 10
425 502 269
416 358 28
103 78 57
158 317 25
370 10 47
37 87 153
295 346 184
295 82 36
264 503 282
172 113 259
331 52 127
133 453 186
125 8 206
432 328 278
116 142 263
21 123 187
430 378 209
173 406 18
127 233 35
337 334 32
220 211 242
223 125 114
357 76 93
174 96 22
355 6 37
204 374 226
463 198 131
388 187 31
488 176 50
317 240 235
180 278 160
391 41 253
471 384 248
252 213 224
188 285 158
476 250 212
393 28 139
412 398 198
178 485 11
29 298 169
429 290 262
268 38 245
191 62 279
93 213 9
231 259 128
138 103 210
445 194 196
33 36 253
186 323 111
352 208 101
99 323 297
95 321 27
116 370 18
425 463 205
477 45 38
240 23 296
125 201 260
216 149 198
164 83 58
349 410 200
140 404 178
413 473 216
125 101 72
346 484 295
479 61 15
151 391 254
509 413 179
470 124 206
286 392 155
73 173 265
315 428 100
107 486 77
397 432 37
379 438 107
270 460 26
480 294 217
132 10 53
454 142 75
96 69 178
72 132 157
143 115 98
58 34 112
10 56 278
385 4 227
325 156 222
107 258 175
244 156 159
373 246 221
349 496 40
500 448 194
22 369 154
23 383 2
158 296 155
210 269 135
368 421 39
44 155 275
121 379 161
20 483 273
78 38 10
363 81 143
372 390 64
135 415 234
179 293 272
414 268 31
136 43 69
297 315 286
394 158 98
273 145 11
30 420 118
145 28 132
358 229 117
267 347 122
251 336 58
318 357 107
495 70 177
257 0 84
345 79 16
151 104 157
504 373 217
454 73 71
466 504 280
224 299 284
25 230 68
301 401 31
0 455 151
471 306 269
306 95 69
33 223 171
88 149 54
199 244 267
244 61 125
261 223 250
361 384 142
141 224 228
218 253 122
349 360 79
141 127 260
165 332 159
382 180 158
397 262 82
490 92 95
172 366 26
256 124 114
86 10 228
207 103 255
53 276 258
103 221 216
198 112 77
432 490 136
67 365 46
368 161 215
457 500 261
356 168 241
31 483 197
243 349 56
424 334 120
7 476 32
464 168 210
321 25 116
394 220 275
459 83 54
179 266 198
160 411 62
248 503 244
93 287 116
70 321 263
188 49 195
483 408 130
49 171 105
229 263 52
489 391 2
158 469 87
118 364 280
73 186 68
448 189 56
486 172 111
20 415 17
50 396 145
505 324 42
266 144 227
234 360 296
371 292 31
75 494 270
11 57 258
475 365 190
100 485 206
348 349 75
107 461 108
397 403 7
47 396 16
67 196 61
248 28 197
78 368 234
83 85 223
135 167 88
87 92 109
354 105 152
466 10 268
90 368 283
493 127 264
221 241 162
187 119 1
394 429 246
160 316 292
74 257 18
199 501 88
210 321 264
421 511 89
355 461 144
505 93 214
273 64 41
440 50 170
404 192 43
197 442 197
218 106 53
489 39 243
273 119 29
427 487 151
65 309 124
390 492 60
213 92 85
466 422 146
496 214 266
242 359 45
51 135 166
335 340 215
326 67 140
423 262 12
435 133 194
386 197 157
118 122 201
246 325 106
160 395 181
181 346 177
278 73 254
398 192 229
498 294 125
490 489 194
289 486 73
306 316 250
43 185 62
129 97 242
214 277 109
11 136 51
22 238 26
504 349 225
327 343 227
252 378 80
439 448 15
281 186 34
160 353 220
276 66 133
435 477 139
302 469 91
172 120 283
330 121 139
203 365 270
450 441 50
302 405 53
419 482 214
226 139 233
282 470 210
193 111 206
261 174 25
208 59 81
330 210 80
420 179 261
254 42 260
189 433 233
131 293 100
150 497 289
132 476 277
182 382 233
174 226 36
2 135 75
318 267 93
295 106 213
245 159 69
297 404 262
420 166 272
16 330 66
37 192 271
63 116 259
151 0 91
385 347 287
399 493 11
391 479 221
293 204 58
397 326 155
491 6 155
181 30 171
272 137 238
69 176 180
289 429 213
29 58 236
221 167 114
57 320 205
108 498 68
384 417 293
294 387 248
413 420 21
292 339 204
416 416 192
174 171 11
98 93 299
499 172 153
415 458 210
21 325 167
438 434 270
459 454 200
64 106 195
126 492 131
152 342 152
464 93 174
463 318 254
321 119 15
461 382 171
138 3 82
433 339 9
216 147 19
326 479 61
185 251 30
500 159 201
75 446 21
260 318 238
291 6 90
251 330 101
175 28 260
480 441 197
54 154 277
505 472 228
9 160 268
423 77 71
399 510 69
308 356 65
37 340 270
478 407 236
405 275 294
63 161 291
139 148 76
212 271 255
127 39 162
257 121 14
228 401 210
453 51 145
500 30 121
45 371 270
233 477 158
426 32 171
327 167 32
374 176 158
443 251 130
250 359 132
65 308 268
269 181 37
345 186 153
431 300 142
139 178 269
466 65 111
509 420 154
150 349 257
65 116 124
26 40 24
133 132 81
154 360 79
188 120 251
203 90 168
484 2 260
335 277 100
440 307 280
204 487 195
188 413 97
470 257 185
242 177 29
364 244 116
21 374 116
327 441 264
480 52 167
355 364 276
6 135 259
341 66 61
271 231 1
243 244 223
5 309 272
92 81 21
70 342 161
367 20 22
476 125 17
136 278 26
418 85 161
282 52 214
196 175 33
178 275 21
38 132 219
115 135 21
443 488 108
294 99 154
354 210 23
239 426 282
50 83 106
318 235 126
443 107 123
104 371 238
76 268 31
372 121 20
432 62 280
3 475 96
331 188 13
449 283 79
68 94 87
377 311 256
496 208 110
352 289 20
190 480 53
244 27 109
221 21 120
261 434 66
30 152 32
308 168 266
340 70 258
414 471 240
127 315 30
170 395 5
30 201 55
152 382 142
472 318 295
150 12 199
8 352 3
190 299 144
43 345 80
67 147 32
83 415 209
453 254 168
391 317 157
187 488 18
471 286 15
400 301 254
104 375 155
190 496 19
113 148 291
3 135 272
8 503 213
108 340 274
233 54 165
142 286 5
145 65 126
303 53 243
48 390 82
265 37 111
290 123 168
171 71 122
215 111 256
379 441 193
181 403 272
55 223 69
419 53 71
42 404 297
116 125 16
201 122 235
429 193 208
23 368 86
120 263 238
167 505 181
243 105 253
101 13 141
282 441 44
277 120 262
352 2 211
125 373 89
217 511 182
481 156 71
493 97 124
503 436 220
464 66 177
307 314 171
38 31 44
381 463 95
249 361 16
113 276 62
383 241 126
237 66 66
477 499 30
237 279 56
427 153 192
341 273 229
450 33 90
372 144 298
64 387 297
476 352 231
193 381 99
425 356 269
479 93 79
296 177 121
35 226 228
121 142 13
98 191 173
278 481 32
277 422 91
473 134 150
147 330 206
23 510 64
341 436 211
324 361 30
334 198 177
164 218 133
144 490 136
113 159 128
186 115 106
302 295 15
78 303 269
284 348 246
334 491 134
226 258 33
383 48 64
249 314 201
365 436 98
67 399 12
287 328 25
119 130 162
107 93 8
506 415 69
347 43 53
236 186 244
363 355 171
156 269 118
143 41 194
411 51 232
168 133 99
86 118 30
122 13 41
241 83 182
472 447 74
348 92 20
452 348 267
280 266 235
355 206 174
242 503 179
489 331 13
6 414 109
151 348 255
253 45 283
296 161 43
82 194 263
393 60 172
182 1 161
212 435 217
502 198 272
371 511 134
135 499 104
321 16 285
506 469 182
213 394 261
298 18 300
471 143 176
314 97 9
450 81 288
222 388 276
318 125 156
225 118 239
258 149 236
362 483 287
163 367 154
306 486 187
506 117 234
89 281 256
140 467 86
212 326 233
326 394 222
475 191 156
337 17 169
441 411 237
480 479 163
198 60 154
420 189 227
235 387 277
26 196 8
25 219 38
191 274 174
303 160 2
212 441 128
93 379 155
417 25 246
365 320 82
373 330 292
119 54 257
503 347 259
437 378 107
436 242 163
80 118 243
270 185 277
141 345 84
76 185 87
479 108 267
168 208 63
417 304 257
381 333 129
109 64 93
388 381 128
326 395 218
287 475 106
276 485 66
296 372 275
88 173 177
203 6 126
488 139 4
110 41 5
56 52 148
238 328 143
93 274 281
333 418 82
212 43 93
116 325 280
85 333 240
432 415 218
452 342 136
351 221 59
88 154 215
367 431 43
67 369 98
475 480 116
210 81 275
23 506 48
102 24 282
1 426 155
342 496 251
468 321 198
431 357 29
495 249 41
164 309 173
409 374 217
319 185 130
173 28 267
73 137 232
295 411 1
41 228 294
151 237 193
408 266 132
119 58 25
266 378 186
466 297 46
438 258 265
158 507 11
257 185 179
51 80 75
336 423 271
309 413 34
232 411 13
380 388 199
472 393 220
148 384 31
232 91 141
41 37 228
81 50 167
409 273 221
14 20 243
323 446 131
290 104 118
365 389 250
118 29 266
129 18 5
442 110 118
289 19 169
154 40 44
489 159 94
144 10 66
114 119 35
387 153 199
314 304 227
477 386 173
427 366 290
345 43 213
196 355 219
300 272 114
352 479 200
124 480 109
117 184 118
349 452 19
236 175 133
173 270 50
73 110 288
279 214 259
499 140 12
446 452 92
422 488 37
212 15 237
233 395 6
168 325 51
14 453 74
477 472 253
409 127 222
1 508 72
112 507 35
297 202 125
466 466 192
311 13 172
125 426 299
320 47 228
406 357 291
455 183 171
483 506 171
397 379 60
119 195 85
267 507 133
375 164 179
147 307 186
447 146 143
244 183 197
249 4 131
462 293 203
424 214 135
246 257 83
236 480 189
348 16 152
250 11 11
307 178 133
318 248 219
454 68 110
110 183 251
443 254 110
292 14 40
104 454 200
329 394 39
326 260 17
143 448 201
435 129 21
284 466 270
432 489 281
86 197 243
103 432 94
303 141 259
303 106 71
194 240 172
229 179 115
437 446 103
55 132 158
415 81 299
235 55 33
422 295 64
273 134 287
499 82 257
125 232 288
236 233 197
208 364 52
291 465 238
27 472 118
203 209 223
210 406 86
2 455 272
234 121 11
159 324 188
162 232 259
426 492 230
102 269 53
430 141 119
219 406 211
369 7 125
157 342 56
48 503 260
350 482 224
346 190 209
100 25 23
381 129 38
202 163 77
429 24 88
190 437 187
401 275 67
468 430 35
464 90 21
389 482 154
363 168 52
432 35 95
67 479 219
431 126 64
94 461 174
291 326 140
253 507 8
70 370 65
358 130 112
86 156 61
35 184 217
267 146 122
413 259 171
270 178 96
146 279 264
158 442 149
426 102 180
265 210 197
406 262 21
295 43 73
23 228 182
275 304 53
235 175 262
181 366 236
226 203 97
459 501 19
232 162 217
311 297 97
369 298 78
467 447 182
164 162 181
347 211 17
341 10 273
295 55 258
317 67 210
301 44 93
101 421 196
246 89 298
106 338 214
26 16 11
396 327 201
63 392 94
179 465 264
367 255 254
213 329 19
304 486 84
22 173 115
288 293 9
251 128 291
164 457 131
7 59 184
139 299 260
342 215 176
101 175 28
50 348 41
1 284 86
189 427 97
181 425 201
315 148 127
83 136 196
364 392 9
126 207 234
166 426 27
114 367 165
289 127 55
269 110 7
249 194 241
250 440 172
452 44 73
134 196 52
458 174 193
273 75 194
405 196 191
247 56 122
309 237 54
66 262 173
396 441 9
506 365 280
224 8 93
285 281 47
20 354 58
170 426 100
11 257 97
142 163 181
289 446 216
382 286 126
446 237 40
118 1 143
406 284 245
178 511 266
465 386 162
165 311 137
185 433 69
259 375 256
417 129 212
466 449 82
41 255 106
156 107 12
138 366 166
443 9 2
299 424 236
20 181 299
357 284 273
240 391 15
140 504 169
469 115 71
267 13 102
415 421 214
222 156 165
110 125 28
403 364 183
476 435 172
100 272 297
106 282 300
187 456 252
434 256 10
35 292 187
397 407 73
105 464 92
293 51 175
427 50 21
0 503 49
68 22 131
151 23 116
142 14 9
308 434 287
386 417 147
278 407 294
460 56 36
510 483 22
412 199 30
51 415 213
123 23 148
348 34 171
499 315 127
412 331 221
143 72 121
113 123 272
132 435 206
406 407 63
160 299 281
297 135 203
126 245 162
417 307 69
317 65 292
432 160 175
24 481 113
286 144 58
380 105 139
199 131 199
0 38 291
298 370 173
142 49 112
308 50 158
28 5 84
491 295 6
401 39 87
314 14 44
154 146 229
343 111 232
101 336 196
116 100 293
410 506 219
348 129 42
421 220 156
309 133 103
464 358 298
265 288 168
289 27 167
237 151 44
452 393 112
237 416 164
436 223 223
285 349 9
388 11 165
369 48 187
240 151 204
179 292 253
101 141 212
338 49 218
6 308 121
86 74 232
279 469 57
88 504 160
192 438 67
270 110 225
483 257 139
55 444 278
408 447 29
211 481 215
186 102 49
390 313 26
232 102 149
143 288 243
350 97 280
50 72 111
454 257 91
471 363 226
312 358 124
0 24 265
176 4 41
281 29 121
320 483 43
161 185 56
256 221 78
436 248 145
162 488 21
168 224 283
379 117 286
268 389 45
414 373 54
282 245 48
104 303 223
381 109 147
94 375 157
342 242 72
257 343 186
454 390 258
169 427 61
72 140 84
369 4 103
179 89 180
140 339 119
5 464 214
3 19 65
177 453 100
131 253 172
367 357 190
35 167 51
58 88 21
56 318 81
72 25 93
112 101 129
156 138 246
32 420 293
244 282 8
469 371 248
395 70 238
71 112 7
355 213 84
92 274 30
395 309 33
89 509 90
213 189 206
289 194 76
41 142 21
381 181 101
365 282 117
130 87 201
253 274 187
62 103 295
497 510 243
254 488 184
31 435 81
59 117 80
196 216 43
380 146 145
107 302 46
401 411 289
89 485 180
63 327 280
341 137 232
263 222 274
137 183 273
44 259 118
43 123 193
97 313 95
430 138 140
235 235 31
371 421 113
280 332 72
108 57 272
376 414 270
204 257 33
230 114 189
374 2 196
400 485 30
478 168 121
147 21 70
28 112 202
274 206 32
381 268 191
439 26 256
77 22 255
72 506 45
165 381 30
119 431 202
161 170 126
344 293 193
120 429 249
229 310 299
221 12 66
499 54 230
83 250 167
148 200 18
177 333 272
285 510 57
165 306 284
393 465 232
453 63 52
346 509 223
247 494 172
273 307 150
149 222 253
476 10 179
214 95 146
246 275 138
376 163 18
125 55 159
262 357 253
345 270 36
490 411 139
158 100 98
497 130 29
52 262 115
336 106 59
72 29 163
437 277 137
56 31 257
225 272 234
110 133 186
505 444 110
104 0 96
214 496 189
458 304 148
224 347 52
343 46 210
446 35 190
474 220 38
303 433 200
358 112 179
73 36 198
455 348 77
400 230 6
507 106 286
107 485 94
215 24 45
379 416 286
308 393 186
176 382 273
211 327 272
102 483 297
434 134 30
311 472 108
466 128 55
75 356 20
130 441 228
505 264 150
105 380 123
385 55 201
174 261 207
88 62 25
460 293 184
321 263 222
112 503 161
414 240 90
48 104 97
494 448 186
120 134 86
375 99 216
389 51 95
380 273 66
202 115 61
120 107 172
371 218 55
426 167 190
336 493 14
116 190 88
21 447 245
454 220 85
342 382 10
331 430 154
229 267 78
148 192 119
395 177 271
96 82 176
335 318 190
100 171 239
216 294 3
68 369 119
413 354 174
146 243 143
186 301 156
158 433 298
255 233 78
232 187 172
474 384 103
133 359 113
301 339 4
332 148 38
214 493 34
55 387 62
363 228 293
409 471 76
204 137 136
441 264 299
174 104 84
67 333 200
274 205 147
485 115 174
391 159 112
4 34 91
467 423 49
89 123 250
231 431 4
142 113 284
26 409 109
75 22 291
77 270 138
406 303 168
180 461 213
50 116 13
491 427 29
82 417 285
343 409 144
264 486 68
308 286 72
318 110 230
440 129 113
356 20 11
256 379 285
50 110 29
391 58 177
466 280 102
439 305 34
37 40 300
252 44 22
444 92 262
270 393 217
245 359 42
40 28 199
66 34 200
314 314 226
408 271 40
115 23 238
270 425 180
363 415 298
220 209 32
93 136 197
8 206 154
8 123 137
458 331 66
285 500 4
94 125 285
328 33 132
418 24 157
473 201 139
100 42 73
470 463 199
68 359 127
433 84 7
179 233 172
65 0 201
45 452 127
493 119 228
388 347 257
170 144 54
332 123 196
178 233 237
351 377 156
75 125 125
340 229 152
372 442 24
164 323 217
148 221 278
176 205 64
202 244 216
383 175 158
341 31 55
192 236 117
454 102 104
92 285 68
58 170 289
160 148 72
199 90 224
3 354 288
455 441 178
384 32 257
212 390 194
327 352 51
113 482 58
263 408 133
400 284 170
74 492 177
225 71 131
508 366 12
148 28 127
6 508 283
339 90 49
264 488 44
227 117 122
396 406 236
174 203 51
205 293 33
264 393 97
500 312 17
299 8 292
41 286 278
333 80 267
507 418 252
270 265 40
108 265 124
455 354 222
446 207 73
480 148 150
219 488 54
65 483 245
505 346 169
125 19 75
173 297 272
143 13 95
33 466 227
122 333 138
102 57 181
157 134 262
256 74 280
363 203 211
311 89 81
395 499 248
39 404 278
373 199 190
249 242 180
