1024 1047
787 118 248
483 164 218
802 5 4
527 444 285
779 671 148
371 17 171
461 707 168
175 119 201
1011 117 217
737 306 143
575 818 39
926 155 160
903 158 156
379 207 92
648 364 170
695 477 276
1012 520 100
731 94 46
206 161 113
549 769 143
217 604 45
956 836 124
757 225 97
749 972 152
598 956 26
1006 733 122
28 434 230
618 904 260
755 500 258
337 225 78
985 659 13
349 986 47
542 1008 244
886 362 62
676 355 113
60 252 232
54 468 209
484 215 180
316 649 212
74 964 232
53 941 39
187 426 178
276 46 145
838 419 299
738 83 280
447 63 127
45 21 81
55 508 167
262 601 168
296 561 35
407 361 79
950 782 199
687 291 249
939 238 230
321 226 157
637 696 111
330 618 81
306 4 111
154 713 33
92 452 96
880 877 45
312 590 195
791 31 93
76 824 234
605 437 172
695 956 142
237 371 67
95 858 219
420 174 163
962 357 291
712 920 292
302 838 85
809 217 89
162 423 248
250 536 100
453 865 253
6 452 80
973 837 34
483 441 148
485 945 230
804 112 104
7 962 210
851 759 117
841 181 168
274 423 59
726 687 196
530 549 105
629 141 117
317 86 197
159 365 281
584 897 147
962 54 86
302 917 249
420 879 151
501 627 126
144 642 20
202 325 258
434 986 210
154 394 131
874 225 54
496 255 244
654 867 119
248 565 114
628 60 255
702 865 199
263 803 297
130 897 128
989 649 22
128 691 95
954 645 57
270 1003 211
364 857 9
333 277 78
830 702 74
619 531 294
626 253 135
98 18 63
382 138 62
341 231 187
670 933 22
23 155 256
91 176 248
421 507 15
468 144 205
384 762 274
135 959 173
880 890 182
227 915 76
668 48 120
953 370 107
815 105 161
845 825 173
819 794 254
536 473 205
819 441 73
623 526 58
631 150 117
212 747 241
369 385 125
579 617 113
841 25 98
779 57 17
244 860 279
517 916 105
565 1022 115
397 804 277
850 215 251
170 440 108
744 687 118
951 491 195
568 754 173
49 901 122
278 976 16
871 907 208
390 953 267
496 301 28
989 588 1
976 582 254
754 389 76
679 546 278
826 752 251
850 953 19
573 32 88
776 944 47
971 616 33
445 910 72
718 73 121
389 108 235
211 855 59
793 633 120
441 481 38
424 659 87
768 184 276
107 330 34
520 406 62
122 113 228
511 424 231
113 452 106
292 386 116
677 683 99
844 994 19
477 598 31
139 423 78
82 760 262
960 880 138
991 492 81
313 377 93
928 407 64
884 283 97
783 702 225
955 19 232
69 679 206
321 323 159
342 476 195
759 849 181
705 769 145
521 575 72
919 376 113
71 185 106
465 229 169
837 190 297
351 427 230
600 557 183
58 444 144
623 371 221
182 500 211
227 592 178
358 400 241
528 945 150
19 541 12
433 942 36
168 876 115
233 866 59
1010 288 51
353 308 7
599 155 269
101 328 226
732 714 71
937 761 1
291 829 281
553 334 3
370 318 143
755 826 135
212 826 217
156 8 64
808 444 227
567 992 216
476 199 239
160 253 143
389 840 207
701 138 108
398 496 12
713 977 90
665 581 8
560 421 102
689 976 296
361 363 298
881 7 40
761 618 6
957 314 5
239 444 36
337 386 69
265 495 104
485 1004 70
1004 179 169
471 579 119
219 737 98
976 995 112
56 234 216
1020 470 10
361 153 116
118 95 298
725 350 154
566 649 183
634 948 167
768 91 290
950 678 282
534 777 211
772 248 224
281 167 77
507 871 267
542 3 147
925 19 228
573 357 85
767 563 36
193 849 128
721 20 49
735 311 166
1022 989 174
166 181 50
766 654 214
407 613 6
64 210 189
1012 416 296
620 465 263
731 451 66
841 236 293
628 580 226
811 141 20
82 143 237
767 290 144
651 2 210
959 228 226
233 820 37
231 863 78
360 741 234
616 401 286
312 959 181
441 492 153
482 167 8
382 647 22
694 813 42
84 588 283
900 181 277
117 715 4
658 109 78
489 989 237
789 583 7
314 907 296
447 338 3
510 456 126
544 1020 85
768 878 142
319 948 211
720 845 205
774 74 181
190 61 195
187 31 176
648 440 76
958 815 209
715 841 238
775 664 174
82 877 246
601 216 263
663 1023 87
819 825 188
847 702 144
799 394 212
829 908 99
289 767 115
994 641 21
100 621 88
73 10 185
663 95 83
178 108 27
544 817 12
269 436 290
299 748 117
562 985 239
759 20 225
139 765 137
783 549 259
213 342 105
522 919 192
565 436 203
135 363 48
179 836 112
331 680 163
96 63 94
970 120 111
358 926 249
415 159 131
490 794 111
4 135 170
623 890 154
548 679 238
887 762 78
521 701 120
198 722 211
776 677 268
715 260 278
70 70 119
1008 209 109
91 312 80
612 206 279
105 516 88
681 677 108
315 751 228
938 501 109
513 81 2
526 4 268
371 1009 114
172 969 274
105 832 18
437 262 195
252 914 152
123 899 183
92 78 229
888 380 213
992 430 68
138 563 72
725 489 237
832 403 245
457 231 269
263 473 119
862 590 50
166 171 16
441 898 213
858 256 264
312 668 76
866 38 96
611 496 274
467 152 3
25 753 201
415 126 283
347 847 205
888 907 277
473 921 57
763 94 274
898 498 46
387 392 209
166 1002 191
175 461 293
873 521 183
748 26 211
482 465 204
539 155 257
348 617 48
400 433 76
680 896 247
117 731 250
253 491 151
527 340 154
409 326 168
96 969 23
612 323 26
198 833 290
10 653 300
850 919 7
421 277 293
394 119 300
332 561 146
387 654 290
606 988 87
83 366 266
806 548 185
315 344 213
738 795 197
153 870 174
699 517 142
777 574 152
361 969 262
370 24 114
319 671 218
71 513 10
600 1020 234
648 52 114
557 1008 156
161 469 82
565 699 145
506 658 201
104 844 105
797 610 185
220 176 36
411 434 52
59 999 121
791 960 3
426 804 195
247 23 212
122 73 26
877 411 85
672 335 82
358 501 3
432 379 28
529 504 281
208 850 63
648 272 260
415 843 116
325 985 1
145 569 30
897 86 8
330 245 222
788 289 10
885 167 195
723 514 264
588 38 298
681 404 215
981 302 68
825 163 125
62 287 95
44 740 267
865 148 98
934 115 58
534 745 84
371 426 195
707 131 267
871 137 218
445 797 239
