128 16256
113 53 122
93 29 164
24 57 125
95 42 208
45 45 171
123 11 81
80 41 83
63 50 186
26 124 185
3 61 283
117 79 202
119 83 87
66 1 238
116 84 176
17 118 133
68 27 53
61 1 202
85 105 166
99 58 23
95 123 208
12 74 143
84 78 286
61 101 223
10 115 148
47 100 81
117 36 86
84 113 86
12 56 101
23 56 24
1 112 254
46 113 86
44 60 281
83 56 157
27 104 192
23 80 197
36 13 235
26 93 135
43 14 262
116 56 120
105 24 208
124 60 150
68 2 142
16 95 109
89 26 4
87 72 119
78 77 57
110 53 127
41 90 127
20 72 270
61 17 175
127 76 191
48 123 125
52 45 21
97 69 254
98 63 281
65 110 75
11 45 70
8 68 286
33 75 103
62 127 271
76 124 251
6 31 134
30 62 299
75 45 124
43 118 274
54 64 61
88 82 268
81 12 52
109 24 148
60 2 288
43 92 242
55 112 291
125 48 257
87 70 113
54 120 98
83 121 278
45 60 254
46 86 205
1 13 57
120 36 57
76 58 259
85 2 99
6 25 242
120 2 209
74 49 125
118 38 255
65 35 197
106 41 213
99 45 27
121 13 21
61 18 248
103 3 222
17 127 166
116 82 87
33 122 228
75 80 134
104 33 84
35 15 156
52 14 35
14 15 41
111 73 291
17 125 98
58 120 36
67 62 89
42 83 271
104 54 119
118 84 132
119 115 204
36 106 13
72 93 277
65 58 67
52 70 200
20 63 122
82 6 294
6 117 21
91 33 77
69 102 22
37 0 36
42 119 263
91 25 64
90 29 106
26 111 35
28 126 139
84 10 118
97 15 253
120 105 157
27 101 195
111 126 75
86 18 107
68 42 16
21 94 19
39 62 89
104 60 2
48 66 159
8 7 241
67 84 222
58 89 150
10 26 239
121 4 244
72 67 202
116 64 288
31 3 180
104 52 121
69 71 101
94 77 32
10 22 156
40 11 209
127 31 119
118 27 138
41 74 257
116 73 227
72 8 262
32 70 111
1 113 151
126 82 55
115 101 176
11 81 5
23 123 108
35 58 83
117 126 151
110 1 72
37 73 265
91 60 273
64 55 185
76 4 206
106 40 96
30 113 64
106 28 41
122 54 250
34 117 235
75 3 285
69 22 47
16 48 13
34 81 79
34 52 195
103 51 141
53 42 97
81 5 8
56 100 52
39 44 155
57 87 229
40 79 271
56 92 60
76 122 90
83 4 252
80 29 258
80 64 117
35 1 37
60 66 176
90 76 71
4 107 217
91 121 127
50 43 80
61 34 89
12 62 129
91 51 225
29 82 163
16 105 248
13 39 292
46 75 7
115 72 232
114 102 40
50 112 44
35 61 121
82 33 85
87 46 77
90 55 201
101 49 47
92 59 282
77 116 213
125 23 70
28 47 285
26 85 275
111 22 166
31 110 13
63 127 220
118 55 207
100 121 282
102 113 88
55 10 146
44 58 189
107 60 36
45 113 266
108 33 173
80 37 225
14 64 173
43 70 209
77 47 25
11 31 220
72 1 265
15 126 138
4 20 107
54 25 35
100 21 68
42 48 115
2 63 224
78 78 200
120 119 262
17 0 230
60 120 251
2 50 276
35 113 212
73 64 169
23 38 274
126 52 121
1 63 39
38 108 71
80 119 167
12 112 222
85 41 147
61 10 129
108 4 160
61 16 136
84 20 77
13 75 60
68 86 169
2 37 13
88 38 187
87 123 251
108 125 164
125 107 92
105 79 186
24 70 136
58 69 73
118 70 7
45 30 1
51 117 277
49 105 254
50 55 64
81 81 212
73 92 176
94 9 183
104 118 285
105 43 204
4 90 22
54 2 161
24 79 68
56 2 203
80 36 228
101 102 241
30 80 192
119 120 138
114 58 287
11 104 156
3 120 163
69 57 2
115 41 94
15 62 102
108 20 78
53 10 54
17 86 207
67 35 5
50 9 33
43 113 276
14 84 43
21 67 186
96 107 80
55 127 126
123 62 139
50 49 182
25 28 175
118 2 183
39 39 254
18 124 62
50 51 127
40 40 285
12 87 202
56 47 207
59 21 296
31 75 131
9 118 194
101 95 116
18 37 117
68 111 284
0 13 300
114 20 252
68 112 126
43 125 135
60 58 93
75 63 127
21 64 259
74 30 164
82 8 65
80 23 156
127 91 191
72 26 100
71 3 202
79 22 205
21 45 251
3 13 269
51 93 33
14 61 244
106 61 213
17 106 193
34 30 216
19 35 133
33 44 288
23 2 161
91 12 282
96 113 31
76 6 221
31 79 82
20 2 151
8 26 233
8 61 268
69 75 220
23 50 1
117 34 153
63 94 69
50 99 300
118 112 77
78 39 274
92 118 18
117 78 4
30 102 287
109 5 211
122 91 125
55 42 117
93 57 174
100 111 23
96 27 234
80 5 29
119 119 76
0 105 130
100 50 293
109 87 216
78 7 226
125 31 252
34 40 103
85 6 78
69 100 292
20 56 16
81 71 148
90 0 298
93 2 11
104 69 243
104 58 286
3 106 259
31 126 155
18 95 74
20 25 179
114 46 93
63 16 92
126 30 2
4 62 137
109 72 151
5 85 158
2 94 33
87 21 32
68 55 26
117 3 121
119 118 141
20 28 274
49 3 221
87 1 173
10 14 142
117 101 50
98 123 238
29 48 232
88 8 119
91 62 24
27 30 111
57 1 196
74 4 60
11 99 167
77 34 17
111 117 289
17 122 26
127 16 2
72 58 171
69 36 185
99 116 73
107 5 177
120 3 174
23 25 265
112 29 52
60 112 22
93 8 176
13 62 114
25 45 297
27 40 37
108 119 108
100 93 158
2 22 115
65 0 55
6 85 202
32 66 262
50 32 4
50 58 231
50 44 8
51 18 47
16 126 28
126 116 264
59 109 93
118 33 203
71 19 53
22 127 138
9 41 256
124 94 153
108 56 39
24 10 148
53 11 31
7 115 183
74 44 271
18 118 107
4 124 38
84 42 165
101 36 143
55 61 120
59 91 210
52 34 216
83 32 76
48 90 159
109 61 220
0 54 245
58 35 175
124 104 251
125 97 37
10 83 275
2 52 22
37 9 200
11 36 189
83 57 109
92 33 246
80 16 212
18 93 176
126 106 137
4 93 17
125 91 30
86 17 120
63 49 13
112 51 11
39 77 70
82 106 265
82 66 244
116 53 234
61 44 149
123 71 190
104 75 129
110 22 212
37 56 118
102 74 130
18 41 265
8 71 19
22 105 50
101 90 138
95 114 122
72 124 84
69 123 1
45 114 85
95 71 110
51 23 62
86 15 216
59 45 118
63 79 99
1 120 169
15 19 150
65 87 133
88 22 97
71 111 139
86 41 108
53 107 57
17 14 198
61 21 67
103 73 90
58 80 9
124 57 121
125 30 128
116 58 282
93 105 251
106 48 180
75 21 115
11 101 7
58 123 20
120 66 154
114 30 154
47 105 108
37 106 69
19 56 293
95 65 53
21 82 261
16 62 101
55 114 144
119 35 72
120 85 264
20 110 233
100 81 53
100 8 32
112 126 68
36 47 222
76 100 295
67 41 290
11 106 243
84 13 41
73 27 116
23 76 80
50 18 125
71 54 102
110 102 193
0 43 84
58 111 196
61 77 54
103 111 260
15 26 134
93 81 16
92 101 59
68 107 252
52 46 215
34 68 166
3 42 158
123 123 233
37 60 178
103 85 194
115 52 202
93 70 258
112 32 268
46 104 214
28 81 26
85 11 98
7 103 40
80 98 93
70 25 48
33 11 68
16 59 261
42 8 94
94 34 205
50 75 45
115 12 249
108 39 1
100 106 100
65 47 271
39 29 161
25 26 284
117 74 184
88 34 106
69 88 291
70 36 162
114 54 122
29 14 196
34 41 219
45 93 253
43 4 26
90 57 129
116 45 198
20 3 33
118 86 126
4 118 108
105 83 199
85 44 61
10 24 85
66 5 43
23 106 224
42 89 298
95 57 215
38 70 222
90 39 68
107 76 247
78 102 196
91 1 241
115 67 55
125 72 127
10 122 156
68 62 103
116 100 57
120 95 44
59 103 235
120 30 278
51 1 224
76 63 104
55 98 250
32 19 168
42 13 66
65 119 101
66 109 222
19 4 56
25 101 218
96 126 239
12 55 195
126 65 188
83 42 103
55 56 11
118 87 114
35 2 75
84 37 268
105 104 210
113 40 61
97 116 212
101 28 262
34 22 103
62 101 55
53 6 121
90 45 72
35 112 70
88 75 117
127 123 7
116 122 69
61 88 259
120 115 252
95 52 130
92 83 106
96 99 176
4 103 222
110 112 237
7 27 257
65 40 247
43 11 136
58 60 88
62 56 183
48 55 261
35 68 248
126 3 32
64 56 231
51 123 14
60 86 154
104 68 74
98 44 109
20 27 262
91 84 258
24 20 102
103 63 116
1 32 13
88 99 18
116 77 146
94 3 127
104 2 161
117 65 81
108 80 94
90 110 220
6 12 167
33 72 173
41 16 79
86 2 291
36 90 192
34 3 4
99 51 281
111 61 237
50 74 86
54 60 200
26 36 103
40 84 289
86 108 209
62 11 45
125 90 173
74 21 197
126 76 299
65 98 43
102 30 263
58 5 257
26 109 197
8 91 19
15 101 205
123 66 116
59 22 161
39 88 198
115 95 238
14 72 260
73 107 168
68 73 36
99 119 19
64 84 135
53 71 216
117 13 255
103 94 195
44 9 100
112 17 64
20 93 25
62 28 225
115 51 161
36 122 67
49 96 50
127 109 254
74 74 2
38 119 123
114 6 164
6 89 179
90 118 239
86 122 116
76 74 29
92 82 47
94 45 34
58 15 260
98 126 185
76 21 154
84 86 294
16 96 279
17 119 4
15 30 110
94 125 71
95 16 56
56 51 247
73 41 50
71 8 48
37 80 25
71 95 260
47 53 57
77 30 252
95 96 135
5 61 129
65 55 188
69 31 255
105 118 123
0 59 85
53 3 243
26 78 179
32 121 81
116 66 220
22 71 238
64 122 107
42 3 18
37 68 206
40 112 298
93 23 275
114 4 23
109 58 7
2 122 194
107 124 18
25 71 143
44 121 256
10 46 229
68 70 231
37 123 251
104 80 135
101 5 30
127 26 123
7 93 16
124 119 253
101 32 115
60 127 197
74 102 238
112 22 113
6 53 299
6 124 68
74 81 285
29 101 189
116 14 107
102 8 234
49 63 102
49 32 291
47 70 42
17 83 83
96 40 73
48 0 15
24 80 63
32 78 128
20 61 92
91 42 106
13 42 244
40 115 50
121 67 141
23 40 9
54 34 77
103 43 271
49 114 213
118 107 3
16 102 217
114 105 146
6 97 34
80 123 219
57 70 28
67 106 247
5 52 276
45 116 28
66 40 118
10 81 40
0 122 141
115 105 87
42 94 158
62 113 11
95 87 221
107 82 245
65 66 157
106 42 95
93 66 75
95 73 31
63 18 177
53 88 32
42 28 135
87 18 252
36 55 81
57 99 91
35 124 103
4 55 286
55 37 245
54 114 239
83 44 15
40 63 150
109 94 266
78 62 157
45 80 59
33 121 255
66 37 12
52 42 208
4 46 97
74 94 52
29 66 78
64 80 31
127 37 57
125 32 241
94 53 215
40 82 85
125 83 240
66 22 103
72 48 289
33 16 155
96 43 197
19 57 109
71 56 256
36 45 82
28 23 19
95 78 168
112 116 150
78 68 29
15 81 27
10 53 161
34 125 32
104 77 119
21 27 267
70 114 225
53 13 134
82 125 232
90 95 26
110 69 117
94 75 245
28 51 67
124 113 140
69 64 30
51 100 198
42 90 141
24 17 173
71 119 107
50 27 111
58 8 235
56 42 54
84 3 29
52 94 50
63 117 97
19 125 237
18 99 1
112 99 295
65 79 26
86 87 142
103 47 99
80 27 145
49 77 14
20 74 30
74 25 13
39 74 123
35 24 233
24 104 181
114 87 286
7 92 160
36 76 46
89 115 105
127 118 174
104 98 156
37 102 137
70 62 75
45 66 59
54 10 7
99 120 145
5 106 50
37 54 113
100 30 241
4 82 224
11 15 111
14 125 73
5 9 213
94 126 109
15 8 161
97 107 178
14 98 186
28 58 45
95 54 261
0 72 256
15 63 147
37 91 31
94 65 140
122 108 196
34 96 254
40 27 16
75 15 147
32 17 4
31 82 277
66 42 197
26 18 208
19 53 67
33 7 86
61 52 56
28 38 5
36 108 222
108 77 288
77 14 188
0 1 196
7 44 266
29 40 2
34 89 248
71 66 52
119 102 208
93 30 269
111 1 144
43 62 289
64 69 83
69 35 193
1 15 278
58 125 15
22 114 125
53 21 183
125 127 86
127 107 72
57 77 270
7 78 272
70 87 84
95 67 97
63 61 203
71 40 209
65 125 123
117 59 94
101 19 48
93 74 111
6 118 116
126 1 41
17 7 179
113 50 121
48 76 43
32 29 292
124 46 217
86 85 251
57 68 141
73 47 135
98 76 299
79 85 194
116 62 143
33 74 32
80 79 236
9 45 216
67 19 171
126 126 46
98 91 66
55 8 172
114 40 278
43 30 167
68 40 86
16 76 61
96 94 61
108 63 275
40 117 123
19 93 18
104 72 88
107 2 293
60 20 26
96 37 55
71 104 184
31 115 85
31 22 33
23 37 118
125 102 212
39 71 54
66 80 145
7 117 7
55 3 235
5 62 113
6 105 15
67 85 72
33 126 72
84 41 227
115 43 19
70 75 30
95 69 261
46 14 173
24 54 43
96 56 9
38 111 79
60 57 197
13 63 39
102 54 132
94 89 245
119 40 73
47 69 294
0 127 54
43 111 283
109 117 32
25 97 7
65 90 198
43 65 291
92 67 55
62 70 22
34 105 131
48 47 264
117 89 202
48 64 21
21 117 161
124 5 94
113 1 151
127 97 239
115 103 153
45 13 236
17 10 260
120 39 228
72 102 201
50 126 95
66 65 89
88 67 126
67 126 120
124 21 56
120 47 132
60 74 232
119 9 240
62 7 271
101 47 201
112 86 52
44 90 188
68 7 235
127 12 202
73 22 22
44 50 240
18 26 270
92 55 272
110 52 92
18 8 49
37 45 268
23 14 5
46 20 198
23 58 142
65 6 198
114 48 204
83 28 68
95 6 129
24 32 188
103 7 141
8 111 95
102 122 271
88 7 85
54 45 19
62 77 139
72 19 171
51 69 209
25 112 240
61 116 259
73 111 265
92 3 103
112 4 234
54 37 293
87 87 218
70 47 73
31 62 124
98 5 252
15 35 211
15 3 226
92 95 212
83 84 213
60 52 62
78 124 163
55 110 96
110 114 74
77 51 33
37 87 222
51 43 169
34 0 286
74 11 111
19 95 223
122 29 65
68 87 140
43 5 51
38 42 18
42 44 133
119 6 257
121 39 23
12 52 198
58 21 106
80 48 98
40 44 246
119 22 138
61 19 54
107 97 67
51 28 52
74 75 141
114 33 144
73 80 212
106 30 32
94 99 2
71 42 228
31 99 258
118 4 211
68 50 54
69 24 185
39 41 256
37 67 227
98 86 165
17 38 208
125 27 200
58 14 140
125 110 298
43 116 289
127 56 62
97 111 210
113 36 294
30 10 159
14 111 226
81 73 35
114 59 13
28 124 71
1 97 85
49 80 260
26 70 183
60 67 273
111 24 243
120 52 253
78 123 182
11 55 88
49 110 13
107 58 284
49 59 155
14 79 278
74 122 33
108 27 84
44 105 85
99 127 110
56 93 282
86 42 103
74 116 271
77 36 10
92 63 146
54 38 156
20 12 132
45 103 1
112 54 277
49 112 4
90 12 238
18 100 50
71 103 234
74 61 300
69 97 239
17 112 247
25 19 114
84 48 242
111 17 110
22 87 126
22 39 73
105 63 73
12 11 50
72 96 299
88 71 27
8 103 228
83 51 88
50 111 157
32 100 217
33 66 108
24 15 284
25 53 171
24 99 79
5 44 97
102 3 244
82 83 35
82 38 2
46 78 269
16 69 200
48 20 100
109 108 59
78 57 2
94 104 160
21 57 122
105 113 292
92 89 46
47 113 281
73 38 163
7 118 178
43 56 70
80 62 130
84 26 191
107 30 33
93 40 272
18 84 278
55 26 135
124 2 177
102 44 39
24 18 203
68 88 46
97 6 197
101 44 119
112 90 226
49 91 169
52 4 77
39 98 225
109 42 207
114 29 160
68 8 22
23 12 48
29 125 152
0 114 248
100 99 65
118 21 91
98 69 182
92 91 238
52 40 24
46 72 69
28 13 132
120 103 291
99 63 138
43 67 234
48 118 297
115 116 187
90 85 68
3 119 147
77 24 173
88 25 109
54 12 294
23 108 278
91 50 6
36 94 40
108 52 189
84 49 155
48 99 136
29 53 221
64 52 12
14 115 179
98 125 89
105 115 43
48 109 49
107 33 116
60 90 70
112 16 230
34 18 211
125 17 267
28 118 9
68 18 125
8 63 65
104 62 19
80 126 5
20 87 146
98 32 211
32 35 125
72 60 65
114 26 240
120 51 100
68 57 266
113 25 205
40 83 11
65 10 48
122 84 241
58 110 75
66 83 237
99 112 105
109 112 173
81 59 8
16 34 206
5 26 179
5 0 52
7 122 199
38 64 109
104 51 168
4 40 24
114 52 276
82 28 120
39 118 171
62 93 127
82 78 86
44 66 22
111 63 164
48 72 232
24 4 191
57 109 190
111 13 123
72 64 286
62 54 63
10 1 285
55 57 115
106 55 208
52 59 158
26 35 49
112 15 77
16 7 277
61 64 257
125 41 262
5 37 213
71 89 248
38 26 167
1 86 36
27 66 59
49 78 289
3 62 132
115 96 38
27 42 129
111 108 12
82 61 50
112 40 239
50 48 200
114 12 282
52 60 287
52 100 280
117 4 11
97 120 215
53 103 142
114 74 66
81 3 76
100 112 178
70 20 58
34 93 99
34 15 283
56 24 177
43 50 159
91 107 21
55 103 111
62 112 297
9 92 220
125 109 119
96 11 220
53 98 54
82 49 153
122 88 76
79 28 27
111 52 111
0 50 178
51 4 68
73 117 239
114 126 272
30 22 242
64 65 37
103 61 183
97 44 83
49 17 206
69 127 226
116 55 119
75 75 273
87 107 180
116 63 81
78 15 111
51 45 67
16 97 224
82 43 219
29 86 84
92 123 102
113 58 274
118 81 221
32 92 136
60 105 221
20 4 97
24 111 96
100 12 216
96 108 259
100 118 232
50 17 44
103 22 141
31 8 55
97 96 241
77 123 55
125 25 149
52 83 100
109 110 49
7 58 87
60 119 214
0 107 108
81 23 18
22 90 292
83 0 8
84 108 53
111 69 36
27 71 129
4 61 41
68 15 160
38 60 247
21 23 198
105 100 164
41 84 164
52 88 37
71 92 290
37 104 129
109 107 238
103 23 182
113 18 49
109 59 20
127 70 234
35 49 213
91 89 46
17 115 233
54 52 261
11 65 36
57 115 234
19 92 28
42 81 8
51 63 191
79 73 270
69 112 261
12 67 115
44 14 156
102 104 151
105 46 222
117 66 288
65 88 87
102 125 292
94 58 266
68 37 208
50 96 49
21 34 94
54 22 90
122 98 194
25 15 183
31 48 254
84 31 280
18 81 121
61 38 41
105 27 85
120 72 62
126 68 219
8 62 164
12 10 86
10 6 297
116 110 192
17 96 271
52 118 239
110 21 97
27 6 73
34 7 288
41 104 269
61 4 176
115 78 41
6 99 180
0 76 286
5 27 240
41 119 170
8 93 37
52 125 211
65 73 253
102 102 84
24 16 281
53 116 217
5 34 295
61 26 124
67 66 155
44 21 194
109 36 116
88 72 70
95 110 87
29 6 176
5 125 113
100 126 199
97 72 98
108 30 289
54 75 78
50 35 244
111 74 175
45 53 46
52 67 295
99 73 273
14 92 107
55 84 111
98 67 236
88 98 106
120 91 106
96 103 132
18 91 200
40 62 169
13 5 276
44 49 141
9 47 282
2 19 208
127 66 99
86 110 278
66 28 177
101 55 165
22 67 35
118 48 138
103 92 196
114 84 47
1 125 211
115 99 285
1 22 181
103 2 133
46 52 191
127 62 203
19 8 28
91 119 243
67 2 48
71 85 273
10 2 101
15 102 175
21 37 52
78 22 108
65 72 182
110 26 229
32 103 284
111 98 177
108 81 41
84 119 44
4 126 140
106 70 270
74 77 27
110 89 5
75 104 35
104 92 155
97 29 295
95 122 150
127 101 181
45 2 24
125 5 86
72 4 256
76 81 182
34 77 171
111 96 211
42 78 183
101 46 173
4 85 263
19 71 240
13 120 17
110 107 164
82 51 131
39 79 149
114 103 143
80 66 86
1 99 215
70 92 40
65 116 149
54 121 276
89 22 300
61 73 135
57 46 68
74 13 144
104 124 144
29 9 145
103 6 14
70 69 25
100 96 132
66 60 217
51 46 234
123 2 80
41 124 137
123 125 69
65 94 249
10 54 203
53 100 198
74 56 50
123 72 145
93 46 15
26 80 174
13 107 233
87 27 120
84 63 18
60 83 155
80 97 90
16 99 222
87 104 173
72 52 217
87 116 196
42 7 18
69 110 149
107 20 62
40 75 175
45 40 82
36 74 290
70 23 235
89 49 209
45 17 41
75 4 3
22 78 263
16 84 283
91 83 24
44 93 214
70 95 57
124 33 20
54 40 25
32 58 35
109 104 175
77 46 164
95 15 183
45 5 37
44 88 249
0 83 69
23 60 202
68 119 29
49 116 153
95 56 67
107 125 40
102 11 144
123 6 119
61 97 277
29 97 104
18 101 199
107 92 208
31 44 71
1 85 33
85 123 26
17 74 42
50 66 60
21 111 298
61 105 50
60 24 85
106 79 18
16 125 175
29 59 199
14 30 286
85 118 205
60 68 23
4 19 296
64 50 30
120 94 164
14 4 300
80 75 123
7 32 173
50 127 107
71 74 218
77 90 267
38 56 63
65 46 136
57 34 206
117 47 6
95 94 289
60 117 149
9 12 234
19 9 188
25 121 251
65 95 202
26 98 98
74 32 198
26 112 137
105 111 215
47 88 159
12 12 275
35 119 103
117 2 152
91 14 204
75 83 32
74 55 182
51 109 274
30 70 5
94 44 82
99 111 213
122 77 88
28 4 261
42 20 248
79 81 90
21 61 141
5 38 104
109 82 64
6 84 157
25 113 269
75 82 225
117 93 51
16 89 14
62 116 215
3 1 63
99 6 73
99 61 112
41 77 209
87 25 268
4 123 191
80 69 123
8 100 232
6 17 123
2 127 132
91 100 60
32 12 137
64 109 34
78 11 170
47 40 197
121 115 181
51 5 54
13 118 169
99 96 284
38 48 153
8 11 208
118 106 112
35 51 180
72 72 139
90 65 231
85 7 233
80 50 103
67 101 189
11 26 178
51 119 30
12 57 283
52 51 68
69 113 264
96 9 199
72 109 275
3 7 46
66 73 31
7 0 86
33 43 97
54 118 238
69 17 85
77 115 174
120 96 261
114 23 41
12 116 64
71 96 32
51 112 242
3 18 195
89 99 64
29 51 223
114 121 229
89 81 91
126 44 100
18 70 183
28 0 234
124 99 42
63 60 104
4 30 148
112 78 20
120 80 65
57 31 14
24 73 235
1 110 265
116 54 37
25 66 66
80 82 243
44 67 70
85 85 129
48 111 259
102 14 280
7 104 252
89 56 140
120 92 27
26 69 57
36 109 1
80 122 183
50 12 228
86 58 1
61 75 240
75 112 92
115 119 262
47 41 147
109 122 68
90 22 272
94 86 111
55 46 127
70 127 191
95 3 226
0 113 34
63 41 240
123 16 94
18 82 37
77 121 40
2 62 239
125 85 54
26 39 44
118 22 189
82 107 263
35 18 194
69 47 147
7 49 19
64 63 223
92 35 86
33 116 200
73 71 106
85 97 17
19 61 28
85 81 27
1 115 252
69 69 145
100 100 122
89 96 196
115 109 292
102 114 160
45 36 190
1 2 214
52 53 130
109 41 68
56 52 27
98 2 24
65 71 224
23 127 58
96 1 247
97 32 2
81 44 166
17 67 243
13 122 37
124 114 69
11 85 292
42 31 4
25 90 73
25 78 71
72 77 160
37 97 101
36 125 105
6 95 140
103 60 6
84 22 146
20 55 6
3 54 121
95 99 45
31 56 39
82 104 196
100 42 247
33 40 73
115 31 186
90 98 220
57 97 261
80 13 181
33 9 110
10 0 164
77 53 116
71 48 196
102 33 5
95 21 243
63 17 148
27 20 220
24 107 294
71 59 273
28 65 280
44 117 162
29 69 171
38 115 134
24 85 48
126 57 294
58 3 34
84 2 149
74 62 11
43 38 236
123 121 171
118 31 27
4 10 63
53 119 2
73 7 262
123 1 46
116 26 122
44 86 60
112 98 58
71 10 29
49 121 241
65 85 278
121 116 41
19 37 94
116 78 271
50 47 67
112 96 82
72 83 213
65 101 95
7 69 248
71 15 123
101 43 267
75 76 219
5 99 50
106 126 6
7 83 159
5 35 258
18 86 271
64 58 161
61 119 261
0 36 149
117 110 55
15 43 85
120 93 87
59 19 51
95 58 187
47 16 120
99 64 202
5 72 74
77 66 197
21 108 8
117 96 44
23 113 225
38 59 195
51 86 90
32 95 136
79 78 247
80 72 39
24 121 252
117 20 36
57 88 240
29 88 157
97 112 273
72 37 143
10 120 207
48 97 238
97 39 162
79 8 189
64 8 30
101 82 163
118 25 274
35 103 273
84 124 276
61 23 192
54 47 11
34 39 298
100 18 237
51 84 285
28 36 252
101 12 182
99 27 174
5 109 150
29 76 236
117 122 214
38 40 216
21 21 237
51 41 216
79 7 222
112 11 198
59 47 17
43 82 233
95 109 192
122 21 197
50 122 82
112 20 8
112 59 60
87 88 246
12 80 161
59 23 280
64 108 198
11 114 200
103 18 185
89 11 101
86 120 214
36 68 21
0 79 176
37 31 261
63 48 184
77 27 64
64 60 44
58 34 60
81 55 93
97 18 255
0 6 244
86 127 32
21 0 98
44 64 204
121 16 61
21 11 268
36 77 198
49 43 179
109 60 199
108 17 218
39 70 117
7 63 144
94 29 62
17 92 65
18 62 260
76 47 34
97 99 60
84 95 8
62 71 25
31 29 29
89 47 154
85 12 39
53 9 94
65 122 43
79 121 187
87 119 290
60 91 184
35 0 215
72 127 140
104 28 60
73 54 151
23 13 26
67 53 284
113 7 205
109 52 259
38 76 137
101 42 116
73 52 292
2 79 164
106 75 28
47 55 102
99 12 266
67 42 284
17 104 256
119 41 130
114 13 298
6 54 58
32 81 275
75 110 230
34 48 53
42 21 191
13 98 190
29 43 259
50 59 19
89 71 45
1 87 87
46 115 88
94 18 143
55 15 206
96 38 159
76 12 238
116 35 33
76 120 138
62 107 13
84 33 153
52 109 281
29 4 58
100 29 13
124 9 142
33 115 100
54 36 172
13 88 117
33 84 79
103 82 194
9 16 265
101 13 283
47 51 173
13 9 195
57 108 94
8 30 29
31 103 244
61 24 285
52 15 299
102 109 251
0 44 146
111 6 222
32 50 249
88 55 67
106 46 107
81 116 158
119 21 12
110 81 227
7 119 267
18 21 128
19 118 160
30 59 244
19 28 74
112 114 190
123 51 93
107 98 202
109 96 27
15 36 2
86 76 133
124 6 207
74 43 107
