256 65280
21 13 42
13 211 22
169 120 46
122 98 250
29 238 139
180 24 43
145 157 83
180 27 191
158 130 39
54 114 107
115 49 90
156 250 128
145 42 243
144 245 216
151 176 130
234 223 248
170 148 278
212 10 171
39 87 242
116 81 254
237 27 122
117 111 191
7 169 251
194 51 270
131 194 121
43 50 144
232 208 208
2 125 114
219 186 149
204 10 42
177 97 67
164 102 210
10 202 199
85 27 1
8 89 113
29 125 228
35 116 4
221 182 257
190 214 279
192 156 151
244 125 124
52 113 280
197 201 73
34 233 96
82 3 189
23 128 261
209 105 65
119 97 103
123 241 128
218 121 141
173 153 18
242 93 60
105 187 180
253 66 284
79 77 279
153 164 149
4 212 132
71 198 265
78 201 283
122 184 104
164 0 22
237 202 135
9 57 237
97 232 278
179 63 130
76 118 204
118 183 65
214 37 107
161 208 136
107 11 138
221 8 42
196 1 121
102 58 136
80 193 29
211 94 43
188 57 127
183 190 148
70 112 166
155 114 7
179 192 3
17 222 92
128 52 97
174 197 289
193 184 261
103 44 170
227 110 182
47 72 36
226 11 216
188 237 192
97 131 276
109 244 283
20 97 91
69 66 83
118 244 96
55 209 297
220 73 169
3 212 241
93 154 1
1 176 117
35 226 289
217 165 196
147 49 12
102 196 165
67 157 160
10 253 2
234 7 33
171 147 84
253 44 146
67 235 50
158 198 297
146 102 151
138 64 84
106 175 182
64 96 260
128 183 121
73 200 272
143 114 241
1 37 260
10 179 267
190 83 147
189 238 184
105 219 232
191 6 104
27 37 44
205 103 120
214 87 276
177 79 4
154 190 230
214 45 92
53 171 57
117 197 57
84 191 88
45 172 142
198 63 52
135 20 163
188 61 71
113 65 256
21 98 145
182 226 135
109 155 181
84 158 121
171 118 249
158 17 105
240 65 160
253 213 262
123 182 275
119 238 221
241 193 73
141 250 14
104 223 68
69 232 81
117 84 108
240 26 90
101 43 154
204 131 186
240 23 8
49 181 54
195 39 217
228 76 242
107 38 298
240 75 298
173 240 69
168 122 251
32 160 115
6 90 291
226 242 53
69 54 16
241 187 166
9 4 108
175 121 8
230 127 92
44 239 22
138 87 10
19 101 31
65 175 295
78 114 240
41 175 226
207 201 128
237 30 69
82 138 250
199 238 24
116 239 138
64 45 40
66 134 61
253 142 82
180 223 278
15 87 153
86 25 53
38 89 164
41 97 2
33 68 66
118 60 123
162 147 168
208 160 181
240 101 66
212 206 255
72 151 55
182 96 271
51 79 149
244 98 108
231 117 46
208 246 151
167 240 185
229 168 101
233 125 147
91 123 295
137 81 134
156 223 62
17 142 72
7 182 143
132 243 107
197 233 64
111 10 270
159 201 222
100 208 130
63 173 6
81 57 123
84 216 279
238 181 209
10 120 294
167 40 281
165 159 172
17 128 207
67 236 32
194 115 234
253 25 117
73 139 110
148 190 118
95 54 93
216 144 56
74 107 95
35 129 44
226 144 29
189 221 137
132 193 204
65 57 138
44 226 38
90 251 237
13 219 130
91 68 257
187 242 53
188 49 88
154 195 227
1 241 243
128 24 232
222 217 84
150 151 83
197 166 100
171 131 5
103 114 28
50 168 171
146 224 282
141 168 213
9 87 270
98 246 48
115 128 64
222 238 141
225 201 266
100 145 261
219 135 287
236 171 206
20 177 45
253 21 4
147 204 2
203 45 286
162 220 182
192 164 127
102 224 213
17 111 290
71 134 199
188 236 75
208 19 29
223 65 113
242 166 7
177 43 298
0 97 271
187 231 246
2 62 43
161 21 57
32 127 114
132 120 253
58 44 27
177 75 102
44 203 106
75 117 72
76 197 149
44 18 104
201 207 276
54 201 249
186 248 103
223 211 158
110 59 260
219 9 188
99 199 130
44 114 10
181 185 91
235 77 248
226 217 154
19 255 173
20 51 294
50 37 79
154 251 247
89 109 176
41 190 199
120 241 59
162 61 40
231 157 75
101 48 215
113 168 224
181 189 208
252 201 234
255 8 64
196 4 7
14 165 152
215 194 62
172 222 191
76 181 233
17 32 233
207 99 158
143 110 107
168 18 129
76 108 39
47 61 178
232 252 296
231 50 173
130 39 2
252 100 213
108 163 190
76 40 157
47 203 149
82 41 202
40 185 76
70 214 241
39 88 221
26 49 246
253 45 46
116 87 127
242 119 40
180 104 14
30 127 161
37 228 254
135 24 247
6 52 80
13 240 239
236 184 2
97 170 93
214 139 284
135 18 175
124 248 178
48 121 266
175 16 159
18 206 9
121 18 201
60 114 116
159 100 59
92 44 246
169 103 80
102 7 194
227 103 143
21 70 164
42 140 209
239 84 211
143 183 31
6 1 121
82 23 168
236 6 34
223 37 149
163 235 207
241 153 75
156 1 185
131 190 275
219 112 195
102 130 12
166 60 255
76 77 189
75 253 227
63 146 195
78 199 296
12 179 86
117 26 159
115 15 274
186 223 59
77 154 191
173 208 59
114 36 162
95 205 278
219 89 296
171 172 68
11 166 234
125 142 202
9 11 136
48 240 209
109 172 13
35 112 191
101 185 220
55 223 4
47 41 258
153 133 197
213 122 241
157 72 252
254 37 209
145 54 67
185 84 247
124 96 186
168 199 273
69 243 265
153 202 42
96 78 289
118 230 291
22 96 234
73 143 283
216 96 185
250 54 29
77 111 77
236 73 60
223 243 171
109 18 191
140 187 261
139 182 252
13 123 51
32 148 101
153 56 87
16 158 138
219 216 133
95 81 38
42 88 130
2 68 52
55 98 193
69 102 241
62 170 37
50 101 244
173 31 116
90 112 103
169 77 188
187 194 227
96 10 272
252 106 101
27 187 222
244 155 114
234 180 33
243 115 156
24 63 28
99 81 63
88 35 91
248 76 263
210 200 295
72 242 164
220 147 9
174 238 184
138 134 179
112 167 63
41 82 203
20 136 12
23 232 206
76 96 243
162 250 104
40 3 26
250 89 221
183 88 282
212 156 107
165 157 294
245 217 103
17 124 225
237 99 179
192 244 139
41 98 269
138 14 140
117 251 142
107 155 110
238 189 154
235 197 107
130 117 86
224 139 146
182 73 182
72 183 106
219 27 152
239 158 238
187 80 259
242 84 208
133 15 64
5 209 146
26 29 152
250 128 253
198 150 82
250 88 231
242 211 67
22 31 206
85 172 102
125 132 57
249 8 175
118 18 271
167 21 10
178 37 262
206 166 21
40 188 79
99 109 117
42 188 37
219 175 87
242 159 18
144 253 216
69 47 297
24 187 10
202 33 212
226 6 125
228 179 181
59 109 146
225 251 166
84 66 5
75 96 130
76 34 294
52 21 8
120 202 27
243 129 48
189 18 94
77 89 34
206 138 69
29 149 46
83 171 120
49 11 208
196 168 171
117 14 44
172 24 45
149 86 174
190 248 21
169 98 135
135 115 43
19 214 200
63 231 173
29 195 104
171 163 41
198 22 71
159 59 278
243 67 14
243 19 277
90 1 9
83 156 169
113 141 4
227 94 186
187 239 112
154 58 194
172 134 207
237 72 155
49 88 218
5 32 250
22 46 237
10 106 270
174 249 154
152 242 279
152 148 46
188 173 28
51 122 134
203 37 8
227 161 184
135 50 297
242 151 135
211 97 90
181 23 83
109 14 272
92 199 219
71 233 200
220 242 75
227 175 41
132 143 293
51 226 300
165 59 194
246 162 35
78 141 143
88 101 87
176 96 270
210 159 201
188 230 10
2 57 59
201 11 204
151 31 45
196 43 187
42 13 100
90 47 252
18 40 293
230 227 10
231 252 212
70 146 248
157 94 66
28 209 7
72 182 285
21 169 8
161 232 107
12 31 265
178 153 2
27 142 239
109 25 102
101 244 116
204 123 5
223 72 16
17 178 170
95 103 176
97 86 169
217 34 5
41 74 150
169 247 221
149 173 226
49 32 185
127 231 47
178 131 49
29 93 163
109 149 58
107 174 3
123 55 278
212 205 231
73 126 171
157 226 289
47 0 30
11 238 12
132 133 247
185 230 132
166 0 48
217 245 250
141 158 19
156 220 276
147 229 264
60 230 5
105 241 10
45 179 35
102 174 79
228 119 196
136 209 64
188 42 233
183 247 225
16 237 8
79 65 227
78 218 49
240 100 75
88 92 188
33 50 95
203 62 99
214 121 33
34 138 31
109 70 216
239 89 152
251 111 182
218 167 256
95 156 10
126 50 231
159 10 241
108 75 126
215 198 240
160 194 167
147 21 221
213 184 80
169 170 133
30 173 177
27 56 26
232 165 135
175 192 285
52 168 172
13 63 54
82 166 122
95 179 64
214 245 189
91 7 56
182 172 71
128 93 286
243 27 14
99 20 113
101 18 91
89 116 114
75 45 2
216 158 206
168 206 80
225 177 90
122 154 207
148 44 5
136 42 39
141 216 241
21 177 275
173 99 277
218 92 268
124 72 183
43 205 145
64 78 218
200 57 300
71 215 202
35 1 105
99 191 101
51 140 138
159 32 277
134 142 164
30 218 274
209 88 178
181 10 282
126 30 297
241 47 2
111 182 54
60 225 146
67 186 88
46 63 9
223 184 278
194 186 285
119 141 214
40 154 214
148 154 300
201 81 44
28 27 122
112 123 109
126 122 134
75 182 298
84 43 291
177 220 46
107 221 136
210 80 275
38 72 22
109 46 187
198 96 150
202 88 124
148 40 252
143 31 21
216 9 154
66 177 268
44 19 113
12 222 236
162 30 134
42 142 205
61 17 116
90 5 257
134 249 250
152 110 191
213 35 191
177 10 98
118 171 245
72 204 290
58 167 130
53 213 96
146 0 287
4 218 231
90 234 113
43 43 1
39 177 259
251 52 101
145 150 203
14 168 33
95 178 194
95 188 103
162 53 175
88 209 185
220 49 103
50 155 33
181 36 37
246 254 163
223 209 222
251 49 28
95 31 185
69 151 95
47 32 263
95 161 244
1 166 195
191 253 162
22 1 114
37 41 80
27 200 288
102 168 160
78 132 230
8 154 163
127 185 233
110 200 234
154 224 114
167 223 48
140 15 14
137 241 3
193 142 98
60 138 211
244 111 206
144 145 59
127 32 216
99 100 106
185 38 50
196 180 234
0 148 224
127 253 161
110 158 34
228 117 54
68 188 158
251 141 226
223 14 68
16 145 210
54 85 294
32 190 138
170 56 41
90 110 206
234 131 171
23 18 113
203 231 79
7 246 223
235 149 270
191 229 253
37 216 209
57 62 228
229 213 2
55 233 63
234 240 10
167 225 50
140 239 69
238 172 294
120 23 72
103 109 139
75 143 246
150 79 177
166 108 205
117 90 134
250 56 37
105 141 171
98 194 52
167 248 106
238 0 77
191 1 186
28 23 237
223 163 209
11 35 300
112 2 278
64 226 111
212 189 195
66 88 185
138 39 124
229 179 248
255 227 122
221 77 124
250 29 275
204 104 196
245 116 189
11 221 207
192 51 142
44 52 119
100 213 273
43 253 102
206 187 145
121 189 96
62 173 160
154 210 67
28 192 182
53 35 211
206 229 31
160 95 128
52 144 256
242 156 38
196 24 124
61 157 230
111 208 112
62 117 229
13 51 257
2 37 115
221 144 139
37 163 277
207 81 37
3 108 49
122 80 64
148 128 38
145 247 32
158 197 285
114 105 186
113 140 157
101 115 214
88 23 108
171 202 258
206 196 156
117 8 182
237 175 29
207 173 91
189 92 71
192 181 132
112 164 268
54 54 196
231 106 198
155 23 255
34 54 52
138 10 238
230 166 187
79 74 69
252 4 192
168 13 107
48 86 6
104 241 253
14 217 146
134 169 178
190 202 75
124 84 290
39 52 173
124 165 269
159 107 83
39 12 74
203 49 54
148 225 270
104 218 146
44 17 281
130 182 278
201 133 169
69 6 242
89 107 61
214 160 226
175 62 107
175 203 256
144 201 195
153 35 188
165 30 151
137 41 104
82 114 179
12 201 258
208 31 235
231 91 116
3 117 6
242 190 123
34 23 148
187 5 156
105 173 286
45 127 232
189 212 137
154 232 69
211 108 203
228 222 258
199 96 229
215 197 189
107 133 34
68 233 85
110 116 210
79 181 103
207 185 145
222 41 52
1 39 284
249 16 197
188 161 115
67 100 232
180 7 56
18 205 72
243 149 231
249 213 132
191 248 290
7 71 77
101 85 280
221 6 39
50 200 45
247 212 32
219 246 278
169 177 201
191 152 166
51 198 271
69 44 60
82 189 253
30 6 127
13 231 105
133 49 78
11 134 300
36 91 236
5 183 136
197 193 235
149 174 283
129 60 33
61 253 89
233 139 177
154 229 86
110 67 198
95 194 294
20 46 269
84 98 235
145 74 75
225 94 24
1 31 109
36 30 255
36 95 31
48 228 200
87 85 271
26 12 25
200 248 124
60 20 120
82 50 289
250 152 122
13 28 85
78 13 232
241 152 26
47 93 278
235 31 219
93 35 3
46 47 15
62 121 134
191 214 93
169 229 121
234 68 127
94 80 51
121 127 60
122 170 29
223 54 108
9 105 231
25 48 77
248 167 58
81 137 197
80 145 77
223 33 39
81 185 158
255 78 221
75 84 269
245 70 3
30 28 178
102 108 63
81 24 157
120 180 33
148 166 278
207 62 69
167 222 295
30 22 252
112 196 225
31 222 122
182 191 90
72 152 118
245 135 152
193 21 155
151 242 148
40 67 166
10 45 59
172 142 79
45 89 77
213 211 268
3 181 50
39 134 203
252 207 242
227 138 42
147 116 18
93 136 160
236 77 277
241 36 221
125 78 103
114 102 291
221 156 146
236 83 276
126 66 239
221 65 291
225 208 155
196 0 214
196 83 200
155 66 114
153 251 176
55 48 295
241 247 168
225 236 295
152 16 190
75 73 199
77 161 75
91 244 25
90 77 14
11 182 74
194 86 50
218 209 229
70 224 103
35 84 136
186 92 74
50 48 61
40 215 285
231 125 82
145 10 127
157 255 64
226 203 259
253 167 79
172 199 203
178 105 48
82 107 205
254 135 45
156 138 115
167 247 51
251 232 175
118 153 217
187 140 281
211 230 278
119 246 83
203 166 213
27 212 277
3 2 235
66 94 222
58 206 169
200 133 75
204 180 268
187 227 232
17 237 28
219 46 9
251 154 110
139 26 147
121 45 81
185 207 23
134 19 129
54 57 138
22 98 255
113 183 195
36 227 3
71 240 192
132 163 25
222 186 174
137 74 236
234 21 149
130 167 184
213 18 177
171 40 104
17 86 132
39 189 146
122 118 173
15 12 84
226 83 94
95 96 96
14 191 296
111 139 279
63 150 110
254 165 121
174 2 284
237 118 108
111 24 90
28 130 138
199 202 221
246 106 26
222 154 151
85 187 298
149 170 119
5 100 16
169 76 46
19 192 102
176 141 215
23 134 171
195 78 72
114 154 258
141 223 84
8 245 243
138 59 271
66 167 176
69 0 30
231 251 261
201 3 126
79 178 214
201 171 250
170 125 112
84 4 34
70 238 239
38 212 32
139 213 30
135 80 195
164 106 94
197 6 138
155 126 114
210 222 268
84 188 15
36 2 110
72 176 104
37 131 19
15 227 88
218 178 164
14 52 156
114 244 273
27 168 168
76 228 98
153 219 237
12 3 61
170 41 15
20 211 21
43 249 206
8 249 164
233 71 80
153 36 6
229 157 260
158 186 30
248 214 88
124 135 121
66 41 270
82 170 159
35 31 198
129 201 17
13 176 10
253 39 205
80 163 209
112 23 146
99 120 209
46 243 142
84 217 2
112 161 12
22 148 181
98 157 46
49 188 70
6 20 73
184 65 136
148 171 31
131 102 119
47 247 217
246 84 241
84 239 217
202 228 267
107 161 118
243 72 16
79 153 186
86 226 138
146 24 240
207 58 271
91 208 171
14 213 165
240 163 131
2 93 123
86 204 197
181 173 149
38 161 209
219 123 241
169 42 87
50 138 34
221 80 134
97 154 129
165 96 199
9 66 93
68 206 234
170 15 82
107 230 52
29 49 148
94 120 18
147 117 116
65 47 224
52 255 84
237 19 216
142 254 91
41 182 200
165 238 107
169 142 222
104 159 141
241 64 38
93 240 233
207 83 273
173 15 243
226 241 237
196 135 281
42 245 103
64 120 194
5 96 204
108 115 20
66 194 78
102 35 260
39 210 185
234 89 216
194 103 12
212 38 138
71 192 281
179 66 187
134 48 209
198 199 256
169 8 6
146 247 132
60 139 100
134 177 169
1 82 244
183 15 188
103 232 122
5 65 290
75 22 129
253 225 222
19 0 82
155 37 296
111 197 205
76 187 77
55 253 28
205 175 125
152 233 255
40 21 101
245 153 291
41 55 204
73 203 291
7 218 253
6 135 55
193 22 28
240 164 259
34 60 7
213 200 169
200 190 86
144 163 88
25 71 176
101 70 58
137 112 276
71 105 61
50 69 10
98 102 67
72 119 41
193 110 176
43 206 24
247 14 268
240 115 57
133 14 282
106 207 137
239 196 216
167 254 298
32 45 67
215 52 149
96 49 11
102 202 263
227 53 125
117 214 46
239 212 105
130 110 46
167 35 17
221 211 26
202 6 47
106 47 53
165 116 55
211 75 69
88 91 32
179 207 220
140 132 24
79 241 219
132 135 144
235 249 48
22 120 131
112 179 163
164 209 121
110 90 129
67 226 258
48 60 255
44 86 118
155 96 223
206 202 187
165 8 172
63 143 278
201 36 172
254 123 132
63 102 284
88 159 5
30 141 55
119 54 11
8 95 168
237 20 42
116 116 277
237 128 27
175 61 88
170 124 278
3 207 55
250 150 232
47 54 206
41 114 125
131 215 55
23 85 222
243 64 224
156 12 65
192 37 209
88 41 36
243 57 61
164 253 78
135 99 235
147 207 48
91 164 210
132 33 229
248 158 44
141 26 167
182 166 69
163 8 6
237 106 148
37 2 111
142 156 28
251 117 184
203 44 128
100 71 257
91 233 216
235 238 207
73 184 238
25 92 274
56 206 127
197 58 22
146 189 296
15 0 86
97 255 53
169 112 7
250 61 224
89 34 195
101 217 238
224 11 87
97 55 62
159 221 237
131 238 94
147 155 108
81 240 106
21 73 89
44 222 23
130 84 175
181 213 148
90 13 299
86 76 2
186 36 266
162 8 163
72 23 211
197 252 128
134 175 2
98 163 203
85 30 208
88 112 107
86 214 264
225 15 64
28 230 258
157 84 17
154 189 90
111 146 192
210 168 19
249 47 50
191 135 197
23 21 173
120 144 166
55 186 220
121 12 157
10 64 84
222 128 131
252 7 84
67 18 173
217 209 19
43 152 38
99 44 8
252 225 258
169 251 89
125 227 94
17 173 27
175 164 31
177 222 139
198 191 190
148 132 183
226 157 107
1 184 143
206 2 241
53 131 146
234 174 71
244 237 18
37 155 195
158 84 300
139 247 290
149 252 112
185 229 137
149 26 216
0 84 64
63 13 275
85 196 7
155 50 154
144 133 225
22 198 263
61 185 21
191 164 273
216 11 156
31 49 219
141 237 82
15 27 296
168 117 177
6 153 122
77 188 77
30 48 2
157 60 260
106 179 74
65 13 258
7 68 110
128 195 177
125 125 27
251 46 192
53 128 13
184 139 164
215 89 252
242 9 25
249 22 213
150 227 63
27 218 123
232 171 77
93 245 166
68 240 102
114 240 289
139 159 65
180 122 85
112 255 45
39 132 285
210 205 7
90 174 148
191 69 224
168 243 241
84 53 15
159 174 64
142 74 85
174 26 79
79 211 116
136 94 280
150 134 3
69 147 63
184 185 20
97 219 212
37 179 38
213 16 129
203 9 266
31 193 199
119 42 47
157 153 123
63 136 227
56 2 187
57 125 28
220 84 134
107 129 233
214 59 200
96 254 179
234 193 152
233 184 69
14 204 214
191 151 263
84 133 132
0 20 140
105 165 136
129 119 8
25 124 20
31 231 117
48 183 18
3 254 11
200 127 34
180 94 170
183 31 267
62 42 247
202 132 219
251 214 102
24 97 138
240 229 56
1 178 251
129 116 47
178 110 68
40 205 158
59 26 216
255 33 112
31 94 156
232 178 253
244 246 15
161 235 111
206 27 122
88 222 114
111 250 300
44 65 158
51 97 226
8 10 271
98 183 232
83 235 134
189 45 204
59 220 105
82 164 122
44 61 96
125 94 159
78 116 279
12 129 96
2 48 35
90 11 279
3 147 247
13 223 87
240 237 94
177 212 85
254 122 122
58 80 211
220 139 68
228 207 41
58 173 283
110 239 66
240 50 50
215 242 122
101 168 27
11 103 130
97 202 299
180 170 283
16 93 171
254 219 297
16 95 186
100 35 31
7 95 37
114 155 227
87 224 146
114 54 34
238 208 30
190 80 239
163 158 21
164 237 128
161 254 150
167 157 267
142 148 156
52 250 261
166 169 223
206 235 259
82 229 234
5 255 8
31 43 227
156 73 235
136 226 156
125 160 34
142 86 127
124 202 33
160 98 154
24 112 119
107 194 284
61 83 214
202 26 82
206 101 94
43 140 279
5 148 267
100 216 56
129 147 11
106 146 247
8 93 232
16 0 36
2 210 81
28 92 44
106 215 181
43 247 123
106 35 282
23 99 161
85 234 227
164 20 4
236 88 156
100 21 220
226 1 183
72 56 287
48 38 4
248 12 129
177 77 250
203 192 176
234 10 220
126 119 177
18 215 233
56 56 174
6 96 77
176 251 104
147 87 96
207 26 84
80 204 101
116 55 268
172 162 196
163 10 200
116 164 283
79 93 4
60 101 210
34 10 74
236 244 233
56 130 128
229 63 103
119 46 193
109 9 72
186 202 110
236 4 72
173 164 271
52 25 41
158 2 127
78 25 233
217 21 112
8 27 201
134 152 195
248 84 46
32 243 127
72 4 208
176 129 74
231 38 3
97 110 277
99 73 230
2 38 178
35 215 56
29 69 26
10 219 300
216 155 51
205 0 71
126 194 20
69 12 42
15 124 1
37 236 184
111 89 212
160 60 18
45 99 294
71 101 20
157 106 136
22 85 166
136 135 168
68 51 47
213 213 113
74 133 289
100 93 300
50 108 168
210 203 123
111 60 85
199 41 113
27 71 132
227 122 173
143 85 4
51 237 162
249 87 292
92 196 1
77 113 79
106 135 174
71 244 59
124 198 31
110 213 23
239 243 205
192 107 16
6 113 267
92 145 153
50 78 164
189 155 201
248 103 71
220 143 151
234 80 37
69 166 155
49 177 40
4 36 264
60 142 208
91 116 158
198 82 132
9 254 5
184 177 205
66 121 118
160 117 262
192 68 130
2 187 25
225 211 223
219 41 27
116 36 159
229 202 139
38 181 220
33 18 92
85 218 96
164 48 111
156 163 1
124 35 143
131 189 242
54 205 282
216 92 198
217 167 25
93 176 69
240 74 61
103 144 41
242 185 99
139 74 238
210 18 223
108 180 124
198 137 52
155 129 12
42 203 192
19 1 284
220 106 215
155 158 129
32 143 48
73 131 19
50 124 229
121 197 137
145 172 156
220 158 295
154 116 292
252 57 197
65 152 239
105 116 61
237 80 192
45 105 300
89 167 299
130 24 74
18 60 216
33 39 231
26 152 278
146 100 288
12 226 218
151 215 123
176 192 56
5 68 113
28 29 117
189 254 17
229 218 14
109 93 17
125 200 95
83 56 145
228 0 32
235 21 118
108 176 50
193 182 269
224 106 125
138 252 277
50 39 267
123 113 232
241 188 85
199 235 171
180 233 242
164 67 123
90 142 149
252 252 98
42 234 110
14 47 125
242 141 130
114 204 195
197 208 249
215 221 237
63 246 195
22 38 65
83 2 44
244 141 251
221 26 113
170 152 88
129 62 25
1 72 224
146 58 270
235 167 228
11 127 282
231 237 127
215 176 258
233 39 176
186 11 30
242 152 160
229 197 198
117 252 132
219 45 292
136 247 256
13 110 154
11 112 19
73 21 83
232 135 239
231 169 289
226 25 142
8 20 5
41 235 62
137 187 205
221 92 106
25 254 168
32 216 229
63 98 42
42 62 197
143 95 223
197 28 105
209 82 16
231 204 273
103 227 47
36 244 52
219 203 109
21 50 232
119 99 145
200 169 241
98 34 169
183 147 52
236 71 284
169 146 196
150 23 53
5 0 95
84 32 136
48 118 46
255 211 51
143 173 40
106 57 149
56 41 198
162 169 287
58 60 298
138 42 239
240 133 32
217 240 29
216 19 211
38 157 104
178 86 17
224 39 83
242 255 115
4 248 219
190 250 211
177 170 124
38 141 95
206 224 9
253 103 261
22 77 206
92 198 68
228 146 7
208 250 42
208 58 145
174 136 175
12 253 136
143 103 28
26 121 219
189 32 218
61 53 296
133 105 241
139 169 292
79 214 107
128 140 248
8 144 251
38 191 165
202 241 206
152 182 225
219 254 257
251 137 263
96 83 101
33 131 44
11 44 206
228 59 116
105 46 43
157 22 43
156 34 219
51 249 89
232 240 274
229 255 103
255 29 52
56 204 226
94 129 202
47 241 256
75 189 19
200 233 47
129 204 123
134 24 289
236 163 260
127 20 32
177 100 257
210 231 19
65 147 221
8 241 234
60 87 245
29 241 273
9 188 76
250 13 191
124 122 45
194 7 51
246 153 232
225 81 99
222 174 143
249 176 207
46 44 245
0 119 65
60 224 274
198 228 131
47 188 26
15 193 276
34 69 8
22 204 244
199 255 61
160 19 200
55 210 106
102 121 217
117 232 31
80 33 126
124 9 281
121 167 52
221 205 150
53 97 286
38 203 66
86 147 37
134 150 9
185 154 105
165 0 259
166 31 237
144 233 67
140 102 296
7 114 135
78 92 34
11 225 54
59 15 153
244 102 158
151 98 212
233 0 236
90 38 205
167 84 223
183 66 298
37 138 75
178 26 291
14 137 51
210 49 157
160 3 189
252 18 150
139 25 44
187 204 222
152 66 241
132 69 11
146 150 159
33 96 242
247 217 263
1 6 284
183 131 36
234 13 223
149 154 258
184 21 186
174 199 71
144 231 236
77 178 160
188 160 184
87 126 69
159 160 62
58 179 149
129 214 124
43 85 192
92 69 237
124 173 145
123 29 62
112 76 179
247 232 16
43 112 172
51 133 173
196 196 240
82 223 192
57 179 4
26 215 149
184 175 216
100 127 61
37 204 36
24 81 93
2 80 154
61 200 124
78 86 203
3 103 33
201 83 116
165 123 208
188 34 264
34 224 46
79 167 108
156 47 86
164 113 207
137 189 63
43 81 189
55 44 61
48 160 142
27 46 151
182 111 107
71 69 129
224 193 84
13 192 127
199 193 254
45 185 182
250 77 213
123 129 84
64 197 194
203 77 33
120 238 1
60 167 133
134 33 217
215 199 97
22 136 260
118 223 242
185 107 61
251 130 163
155 40 110
111 159 202
131 185 166
232 225 116
231 194 91
140 64 168
136 57 132
61 27 69
62 83 275
107 154 151
244 6 17
81 177 281
217 122 149
72 105 22
113 71 19
99 118 98
133 103 146
112 205 86
156 159 163
109 193 86
58 229 146
171 238 230
255 126 220
48 214 256
145 137 258
201 62 145
71 211 224
89 187 79
69 14 142
83 247 187
220 235 253
99 79 142
84 227 259
99 50 278
226 205 123
36 42 95
243 97 165
53 69 67
172 101 216
227 221 266
172 208 228
247 2 134
146 22 225
145 0 112
216 69 4
250 143 207
25 28 230
151 125 54
10 184 68
199 100 84
14 74 179
175 112 265
236 26 131
44 187 232
9 205 71
94 218 273
100 61 205
37 130 230
203 134 236
42 53 181
155 13 288
210 190 247
246 96 299
25 180 204
158 242 236
74 51 225
143 20 72
53 20 2
124 51 53
88 163 204
10 82 82
202 99 110
101 125 283
30 222 244
183 48 83
160 80 235
35 2 169
240 18 94
110 87 90
198 134 74
225 132 291
56 49 53
207 92 53
96 81 270
252 165 257
54 4 37
87 239 130
252 193 208
191 55 286
35 3 7
150 111 197
79 76 191
139 211 254
215 239 43
163 44 137
23 81 281
251 241 43
166 143 257
17 87 184
194 213 156
247 246 201
94 66 102
107 40 257
15 96 279
133 143 190
81 198 44
23 77 67
191 56 7
170 155 103
56 236 222
127 40 60
46 111 6
2 92 11
76 72 212
165 14 244
160 110 40
187 205 228
167 117 222
216 141 156
74 188 22
42 158 194
167 155 54
30 198 200
232 220 260
93 244 17
95 108 291
203 128 129
33 67 46
45 26 152
