128 1625
115 35 87
95 36 136
20 113 272
109 28 233
88 1 257
79 107 209
73 120 139
43 113 55
94 79 187
84 50 235
33 103 173
28 55 125
52 119 15
60 42 73
29 26 130
56 25 155
106 52 148
26 114 225
84 74 167
103 23 45
62 53 117
101 43 226
63 51 200
26 66 43
84 105 68
122 83 70
59 45 71
98 37 126
119 43 229
43 110 275
112 120 40
80 9 1
19 43 65
15 127 25
127 85 112
69 110 299
65 111 175
57 92 298
109 9 175
39 125 110
75 97 171
37 71 34
1 0 261
97 60 114
29 103 27
15 86 287
16 44 28
7 88 31
97 3 294
98 107 252
60 10 274
72 33 235
75 95 299
14 68 99
105 73 70
40 17 262
25 50 212
62 35 191
12 74 175
110 36 194
17 16 133
55 1 64
73 127 240
100 113 209
98 66 258
125 102 97
39 18 182
105 96 192
46 65 89
89 109 91
39 120 41
62 33 115
70 29 59
4 6 238
105 30 130
104 63 62
24 99 45
43 93 15
33 61 100
89 18 50
86 62 298
6 110 80
15 124 233
17 82 231
119 79 224
127 78 297
40 0 19
61 43 288
26 104 224
13 80 5
118 54 203
73 103 247
67 85 2
40 37 65
13 69 290
0 42 144
112 110 223
103 70 93
109 37 245
17 19 218
122 97 167
44 35 96
90 32 296
99 63 181
12 113 37
58 12 195
89 98 165
22 120 29
126 100 17
86 19 129
36 118 174
2 32 177
8 93 46
5 98 54
75 120 33
11 109 179
46 79 217
22 85 257
59 59 117
43 28 56
66 58 258
117 91 78
107 46 277
59 37 45
58 80 254
12 127 107
38 105 120
25 101 102
104 46 117
69 87 27
73 60 148
14 115 13
109 56 151
19 73 4
24 94 230
37 121 271
45 83 291
66 63 135
24 56 180
15 65 51
26 50 176
37 1 114
44 50 252
97 94 63
125 80 291
75 18 146
116 114 106
114 43 16
95 80 117
0 5 58
49 109 168
1 101 128
86 6 90
2 11 212
45 123 192
73 113 219
37 103 13
31 40 108
80 77 42
108 118 64
27 58 172
41 96 47
57 27 245
49 70 44
92 100 231
30 12 190
57 16 57
103 60 120
59 87 20
69 99 30
89 41 15
2 67 229
125 3 109
5 99 10
18 124 161
57 18 80
66 32 295
70 112 280
75 1 133
67 100 189
107 65 248
93 54 29
49 90 13
85 18 164
2 5 112
68 95 132
39 90 109
2 95 240
43 32 61
67 50 10
42 5 45
111 118 52
18 79 284
103 9 41
42 6 187
14 49 300
25 2 24
112 15 251
30 51 237
108 81 66
23 8 190
14 72 95
59 9 70
9 30 193
32 56 237
22 36 106
21 92 187
99 80 221
71 70 264
99 19 129
127 18 250
72 89 25
50 41 211
45 82 159
92 26 73
63 114 283
43 96 32
66 105 46
56 70 207
74 88 58
28 109 300
55 25 178
2 24 293
8 54 107
110 9 230
86 10 153
52 81 161
109 62 149
53 77 49
102 91 133
75 72 121
86 0 120
19 89 74
118 36 287
90 19 81
95 29 62
121 94 176
47 85 204
15 98 198
20 90 61
108 7 157
123 120 224
60 120 177
102 127 223
9 7 151
71 47 281
12 95 23
91 114 291
7 106 160
89 5 126
93 39 96
66 37 162
28 92 18
53 107 101
89 26 249
67 106 142
80 22 1
64 97 253
60 65 125
66 21 188
1 102 242
66 101 12
117 110 91
117 54 95
85 64 89
71 102 205
18 53 274
87 99 39
104 49 2
54 90 47
57 114 74
0 52 278
9 106 186
29 34 101
67 4 215
117 79 7
18 8 199
87 9 112
74 105 255
77 96 200
111 35 240
23 117 68
83 108 165
19 93 235
2 89 217
48 26 295
43 75 175
8 65 106
5 34 204
16 121 254
38 69 64
82 17 10
5 31 131
82 86 99
99 122 267
125 24 130
40 46 114
67 18 74
84 109 178
53 37 137
2 31 16
126 71 86
21 59 191
49 44 250
56 103 173
90 78 267
113 118 81
38 2 124
8 29 205
10 40 213
83 0 157
4 13 101
60 39 233
120 111 275
33 17 71
42 13 125
80 4 121
29 1 221
17 73 173
114 27 44
1 57 263
81 28 277
66 109 184
73 1 126
67 123 166
109 86 101
115 103 251
35 124 227
18 106 162
24 89 11
90 59 266
34 101 176
40 49 238
127 22 226
102 51 38
26 27 170
75 44 248
36 34 81
47 27 64
86 74 205
59 88 146
62 68 289
105 61 213
33 84 291
119 53 199
50 62 26
79 122 24
1 109 96
1 79 270
112 60 108
116 68 125
47 26 289
32 57 292
93 64 93
33 50 161
37 85 276
31 75 178
60 101 206
88 52 196
35 81 238
18 71 262
76 0 53
75 74 23
63 34 211
9 127 163
39 98 268
37 118 260
84 84 88
44 71 210
33 59 13
49 120 275
88 93 167
54 7 53
94 28 289
76 14 225
57 82 219
52 24 1
69 116 3
3 96 162
90 46 91
77 32 73
100 66 70
42 95 163
104 87 112
97 61 237
68 45 30
38 71 142
75 48 209
0 108 118
68 115 9
96 67 74
126 91 237
32 3 122
105 115 37
30 85 101
66 67 287
1 26 9
86 11 203
70 90 46
94 113 272
58 91 82
42 4 31
127 31 176
72 4 205
88 71 203
40 33 205
82 91 96
85 19 151
79 46 142
54 20 37
7 76 203
69 1 80
84 97 283
50 100 143
105 74 192
57 80 9
19 33 15
123 63 1
33 87 240
30 49 53
80 13 12
56 49 201
38 74 241
123 44 57
32 122 94
116 97 280
19 117 94
12 110 240
97 56 268
20 54 3
122 98 87
22 3 13
25 107 37
14 89 241
24 13 11
51 112 193
82 12 82
63 8 218
94 20 283
49 8 6
36 39 265
118 106 191
62 7 240
96 96 54
20 77 135
121 35 275
108 76 228
85 55 237
59 60 182
2 62 159
87 5 190
118 40 165
82 98 145
96 111 11
117 65 261
54 120 87
29 13 174
41 39 224
56 99 64
111 27 147
119 18 19
44 103 286
80 17 256
45 117 246
39 38 73
67 112 242
120 24 126
80 10 73
122 36 73
58 108 269
118 41 203
30 39 6
77 70 12
20 14 52
14 67 102
58 59 74
58 39 4
114 28 241
0 107 197
111 26 80
37 42 236
53 111 179
100 54 1
34 42 45
63 63 40
107 87 260
13 89 275
70 68 21
31 115 260
54 77 36
15 23 238
21 106 36
92 64 203
78 94 101
110 64 277
19 1 259
86 76 138
17 98 120
20 51 88
118 97 93
27 125 280
121 8 244
113 119 192
91 88 73
27 14 134
102 6 166
48 5 221
40 24 238
53 82 73
37 3 14
12 11 238
62 58 299
56 11 263
95 58 6
92 75 85
12 1 42
25 5 191
127 19 99
72 98 77
53 67 272
68 16 256
103 113 148
69 76 263
25 122 294
48 21 184
44 56 12
86 101 159
126 45 96
54 65 211
105 54 290
99 112 47
2 29 77
17 29 115
66 88 114
51 51 107
25 96 56
26 7 64
124 90 142
126 110 207
108 84 281
52 18 156
105 22 271
80 48 184
84 7 100
9 66 260
88 91 207
9 8 193
69 85 144
4 20 290
65 127 277
2 12 274
111 77 46
51 6 211
94 33 23
33 95 30
56 81 12
36 16 130
84 21 87
122 86 22
79 12 233
22 82 78
30 80 69
99 61 103
35 62 140
77 26 9
34 105 66
16 82 156
124 123 150
116 38 15
16 22 41
89 82 252
42 66 254
121 51 88
48 99 151
104 61 51
31 18 123
2 35 137
8 89 131
57 65 226
88 74 189
48 64 45
29 62 270
51 108 216
60 30 121
96 110 96
116 1 231
14 30 179
99 92 181
109 11 29
79 13 289
122 101 259
24 109 133
26 77 180
89 4 103
85 1 86
35 39 158
61 59 55
67 7 55
31 78 76
54 1 199
121 127 218
25 67 58
3 70 53
85 49 120
89 11 276
62 94 93
81 86 163
48 19 47
11 59 200
49 30 3
50 91 36
7 46 236
122 37 276
96 62 152
69 39 165
70 114 129
105 44 154
62 112 264
23 0 216
4 15 147
17 50 143
54 64 122
35 50 271
80 5 15
116 118 177
73 45 195
113 16 38
23 83 186
73 112 136
59 21 85
56 107 225
3 91 164
79 90 119
109 30 191
120 50 237
29 65 43
110 95 256
113 98 200
0 79 185
89 60 229
38 24 110
26 62 234
4 43 25
125 118 29
8 28 22
81 89 223
98 45 154
26 110 247
96 122 15
1 10 9
25 27 164
82 15 45
89 81 172
54 3 10
76 100 118
27 80 7
8 123 75
86 25 150
56 69 148
76 104 151
24 45 272
84 94 21
0 20 35
2 85 263
121 77 187
104 124 15
90 123 293
53 122 288
87 0 234
125 55 239
122 20 259
24 77 270
111 74 241
57 1 98
45 108 134
44 108 115
92 69 227
75 96 78
13 15 140
66 77 147
67 67 122
54 42 147
45 104 258
101 85 151
122 8 18
94 75 36
88 37 53
57 76 300
7 14 22
17 23 159
127 51 139
72 112 206
56 102 8
116 22 1
73 90 197
67 72 49
116 120 8
93 121 30
46 80 27
68 14 298
39 96 140
18 41 287
27 27 214
17 44 105
64 105 24
46 5 56
37 25 91
74 79 117
10 87 271
106 1 111
96 27 184
58 82 294
122 3 137
51 122 100
7 19 26
9 79 291
94 94 83
20 22 288
20 67 101
118 114 21
5 100 289
75 81 47
28 114 6
95 2 252
26 26 191
90 60 89
67 92 56
2 44 42
47 116 114
82 97 72
84 95 56
31 32 239
3 92 26
10 34 22
114 35 290
15 104 226
104 16 243
58 51 9
88 102 197
44 121 193
100 85 3
92 57 214
28 82 56
33 74 83
49 58 163
90 58 235
54 122 133
54 4 23
44 75 114
86 12 194
71 54 12
8 52 283
37 39 280
58 64 289
13 107 144
31 39 171
45 77 159
21 15 139
79 61 222
121 50 208
107 41 15
27 42 150
38 100 180
49 53 218
52 20 133
75 91 293
98 87 254
4 60 201
93 92 32
122 124 133
75 118 147
30 64 136
85 83 51
49 66 263
112 89 83
67 116 40
103 50 42
47 98 117
4 17 64
91 1 120
114 5 100
122 99 205
68 109 292
57 102 139
36 38 178
114 115 87
56 71 34
72 3 134
73 57 146
95 24 283
50 116 277
38 99 196
53 126 267
30 1 244
113 67 30
47 54 216
26 125 124
61 64 73
111 10 33
124 95 90
10 8 281
91 26 152
38 41 114
78 87 44
16 101 293
45 26 12
34 111 137
127 67 66
60 106 116
118 19 69
127 71 147
35 110 36
115 97 102
50 74 87
13 125 118
108 16 252
3 107 262
89 25 21
84 24 85
10 3 167
52 31 217
12 55 274
29 89 256
50 17 260
9 97 161
117 41 300
124 58 284
23 20 278
40 93 62
79 18 133
23 61 98
68 41 55
22 4 3
6 48 2
64 43 18
66 10 234
94 31 174
116 56 169
66 110 30
11 74 46
81 56 203
86 2 293
30 101 206
111 60 111
29 83 219
89 47 106
112 43 267
67 83 130
80 95 10
3 108 217
27 71 49
59 64 161
56 30 297
121 6 220
73 83 98
58 45 100
74 73 178
77 103 294
32 84 278
58 4 208
96 79 225
64 76 129
96 5 56
64 89 207
9 19 154
83 2 257
109 3 139
56 3 209
17 66 297
19 55 276
90 85 24
2 75 71
45 42 62
4 86 213
116 43 6
13 4 50
102 108 159
122 88 242
126 107 9
34 127 17
112 66 104
85 11 258
85 54 74
63 113 108
65 83 269
60 111 178
33 19 116
21 109 289
109 111 31
34 18 70
27 93 241
87 108 129
57 11 172
46 70 223
106 89 79
26 35 300
80 92 49
8 94 210
117 42 246
126 16 145
93 18 22
30 7 159
94 3 254
118 96 158
101 25 56
0 41 15
7 42 13
107 51 107
103 7 56
127 14 173
75 52 143
48 12 300
78 63 67
46 61 246
45 41 242
60 117 160
76 12 51
62 79 193
21 120 191
121 115 58
113 76 204
70 120 73
7 39 134
24 70 139
11 95 100
41 34 80
41 49 152
62 46 226
102 1 70
113 91 129
30 96 16
6 81 39
42 75 286
21 77 269
41 73 163
124 107 91
80 37 39
115 80 130
58 22 117
59 19 216
98 76 189
54 98 175
11 4 143
110 28 246
107 42 121
23 40 296
0 24 288
111 71 75
118 37 269
104 92 120
89 17 122
30 103 223
19 71 276
28 85 64
112 41 13
115 100 236
107 1 186
0 92 209
30 116 41
79 28 174
4 69 173
25 98 33
120 8 270
75 115 239
101 13 196
13 77 22
31 88 9
52 79 159
125 125 77
11 113 141
107 8 204
111 39 53
53 125 18
77 21 131
36 82 115
17 123 262
56 6 9
14 24 94
80 69 154
70 122 24
26 84 262
105 33 115
53 115 214
32 34 200
79 102 151
29 64 52
72 55 186
117 76 100
11 31 176
90 24 86
79 117 1
73 97 102
11 87 77
1 94 58
20 20 293
81 61 6
71 117 291
78 81 257
85 94 8
84 19 202
53 51 24
28 45 80
72 122 241
28 20 4
88 0 239
102 37 38
40 75 21
68 59 25
111 30 52
35 70 150
2 60 176
92 85 83
35 109 218
30 106 208
101 88 12
28 37 21
49 82 287
101 20 28
108 96 286
69 70 125
33 52 232
21 72 111
24 3 116
69 61 13
108 68 66
43 20 293
22 53 181
49 17 199
97 55 48
12 5 93
10 6 220
113 109 278
61 35 47
16 50 264
24 26 274
99 25 9
70 7 283
112 46 77
30 11 162
44 21 34
31 68 145
11 5 4
65 78 243
55 98 164
80 94 245
122 122 115
115 22 229
112 63 289
118 17 78
19 36 176
99 46 15
8 71 41
29 125 7
103 102 184
87 22 150
10 58 166
107 54 38
37 4 132
92 88 166
12 13 41
88 14 98
67 1 205
97 54 58
58 102 10
127 40 139
36 125 200
127 33 115
109 31 170
101 97 242
19 6 24
6 75 193
53 60 262
118 24 178
20 33 117
109 91 120
12 42 289
110 93 118
57 31 276
45 5 135
47 21 84
121 62 67
126 96 46
115 60 287
53 53 51
12 51 194
102 84 235
24 31 140
17 43 139
109 106 162
83 68 198
91 8 175
5 77 181
5 104 85
1 68 58
102 73 153
115 9 84
85 53 243
103 80 165
41 12 75
26 95 193
30 4 28
107 88 198
3 54 21
12 94 191
27 39 122
71 105 167
109 32 216
2 53 213
48 79 236
52 86 175
106 117 110
75 124 42
122 9 169
120 17 258
105 125 211
65 47 157
56 74 27
77 112 137
77 57 162
104 89 267
68 13 169
74 84 39
30 110 173
24 87 195
85 88 109
87 40 269
87 35 87
34 94 278
10 55 63
117 93 2
40 104 275
16 54 148
25 56 169
70 11 147
58 109 42
48 72 75
12 33 126
58 77 135
10 77 297
61 116 267
57 74 81
127 24 280
82 100 169
11 12 224
55 85 260
90 83 37
33 34 234
3 116 251
98 72 241
109 66 206
13 62 111
4 110 81
77 118 143
89 1 295
27 22 64
5 29 146
103 104 105
13 49 139
85 72 34
29 20 256
3 10 285
56 2 192
111 23 164
125 75 256
14 100 191
97 58 242
119 88 13
71 2 274
8 44 135
7 102 204
111 47 181
43 40 79
100 37 110
18 16 275
19 28 140
0 87 134
120 125 21
125 96 112
35 52 57
5 112 219
34 61 197
90 92 86
119 80 208
94 72 228
17 79 231
51 84 175
78 73 110
106 57 144
104 127 81
101 17 126
60 3 141
114 81 51
114 25 153
66 60 200
77 126 217
58 126 238
46 8 219
62 66 67
101 34 229
54 11 116
58 106 7
106 113 274
42 108 125
53 47 296
106 116 153
97 112 55
3 24 235
28 12 147
78 11 40
41 51 271
126 82 35
113 42 186
125 4 209
82 87 49
63 62 126
24 80 114
39 114 130
13 104 99
51 80 218
51 125 167
5 76 113
104 119 235
118 90 34
126 105 175
119 75 295
52 82 62
52 59 151
96 78 207
27 47 148
98 30 134
102 114 45
8 88 266
120 127 218
45 119 235
20 74 286
42 24 216
39 26 72
8 23 298
60 70 298
64 34 228
59 91 26
72 124 98
17 91 296
55 6 146
19 102 296
122 80 206
77 28 264
41 48 264
69 98 134
46 114 207
92 74 266
47 70 122
9 85 13
113 102 168
50 90 63
41 31 253
27 16 4
112 33 90
5 85 118
4 71 135
16 111 134
14 122 236
25 16 45
103 103 30
79 87 263
18 48 127
120 85 246
12 27 276
2 25 174
50 112 298
29 126 295
64 5 21
61 78 35
47 12 116
127 110 279
92 71 250
107 79 74
16 57 106
8 6 90
77 71 48
121 32 286
21 71 169
99 81 4
121 64 111
40 107 83
51 120 268
30 126 284
90 71 219
23 80 59
42 52 81
30 77 127
62 12 121
126 41 223
5 28 279
10 57 231
95 95 191
48 56 238
106 120 80
108 109 280
93 72 216
57 52 102
116 80 264
114 44 38
30 3 160
24 102 279
18 54 57
111 117 271
90 16 247
107 75 44
86 61 286
0 54 83
124 85 32
64 71 94
17 5 8
110 59 257
44 112 107
