512 2616
98 301 15
307 32 99
287 465 13
459 82 216
209 474 234
252 297 66
329 224 240
459 88 279
133 367 266
103 377 218
438 59 237
384 78 271
233 233 194
175 466 195
371 14 283
263 145 116
465 325 143
404 492 18
312 505 122
334 121 35
477 248 258
209 510 294
211 198 107
483 105 46
199 490 147
227 476 22
7 495 297
4 107 182
151 42 241
265 175 34
429 56 9
304 505 281
428 423 110
239 63 59
18 313 251
429 222 103
249 403 127
268 503 100
357 213 291
33 252 127
168 161 184
224 60 259
118 288 31
135 265 30
217 3 26
483 311 202
481 110 271
390 481 86
132 54 17
290 193 292
290 403 52
121 184 286
45 78 34
420 329 44
209 498 215
343 225 22
48 38 107
311 171 117
477 501 277
49 372 109
287 282 5
274 135 119
45 33 55
189 15 122
377 100 107
131 177 246
170 108 72
208 454 221
366 406 220
81 260 133
424 164 175
284 323 51
190 36 112
117 189 298
44 4 112
46 304 169
274 108 124
350 182 105
478 500 223
283 80 89
483 326 148
430 350 71
180 126 239
126 406 202
264 111 22
167 7 42
466 135 170
506 341 55
153 433 133
17 222 31
141 135 209
24 474 101
76 354 257
401 275 71
428 130 96
232 473 6
242 450 230
251 209 115
411 359 16
434 194 62
61 63 179
30 256 239
227 292 108
11 15 284
330 50 60
206 83 178
409 299 251
82 435 89
281 25 264
91 239 113
439 462 219
373 5 198
508 79 194
81 182 10
310 94 244
149 427 223
246 173 56
369 421 279
102 83 8
229 134 161
422 381 26
65 52 12
212 55 239
197 115 232
351 63 249
401 371 250
454 205 147
195 273 59
163 77 198
116 32 179
24 40 28
118 124 154
458 315 98
259 481 211
184 232 158
49 494 13
261 126 124
480 62 232
316 356 281
268 159 111
330 371 123
471 369 166
141 249 284
129 55 189
154 357 44
402 316 165
257 201 126
203 242 185
75 178 147
178 38 225
418 200 185
202 186 280
412 30 245
143 203 21
307 312 296
379 501 56
448 102 21
71 167 88
384 83 159
361 220 287
303 6 68
296 134 177
243 21 100
204 186 177
468 260 173
471 159 261
85 24 209
202 239 176
103 170 266
17 457 91
135 294 205
277 31 44
329 191 140
32 109 212
258 207 168
168 300 89
344 100 37
2 407 145
250 150 2
217 480 81
447 191 196
195 375 278
234 437 97
342 43 15
427 110 128
87 267 69
475 326 114
222 330 256
105 8 242
265 64 217
354 137 214
368 201 222
380 7 176
364 46 29
304 239 119
372 286 196
89 422 18
399 234 221
17 430 154
402 100 210
367 216 128
265 196 299
324 255 124
394 214 106
283 130 60
252 294 83
387 189 184
324 251 299
168 101 171
343 111 109
249 52 196
15 137 201
94 165 178
130 81 132
19 213 164
149 231 286
503 454 77
77 382 173
74 85 237
267 175 105
363 341 47
347 342 57
163 493 123
41 3 181
359 380 110
405 15 144
263 81 78
89 367 133
354 424 147
225 492 15
207 299 239
190 411 67
170 341 224
39 369 129
46 77 178
0 140 259
474 472 189
337 40 18
277 28 76
88 496 134
242 0 192
222 100 262
37 13 51
354 212 279
490 120 233
378 402 181
211 338 179
329 279 295
97 218 225
104 383 120
415 274 84
372 168 37
150 112 192
504 187 211
100 155 86
392 435 56
502 249 242
199 11 281
87 179 212
67 122 18
169 70 131
172 260 179
60 420 169
375 130 2
135 90 283
418 191 124
444 321 70
508 40 226
279 461 157
348 66 267
121 431 79
157 373 193
99 289 55
70 498 79
137 199 186
143 504 229
79 286 118
129 51 252
319 203 140
281 39 120
504 466 74
154 37 4
423 456 278
75 487 202
495 378 153
0 399 147
466 413 259
16 300 175
430 441 145
403 256 82
298 136 114
40 468 87
45 394 12
212 329 200
454 326 152
478 241 60
343 503 225
26 293 32
192 1 167
463 171 279
108 313 160
376 169 29
505 509 34
48 424 226
126 149 136
259 144 225
315 481 102
259 439 219
121 322 247
302 174 36
155 37 29
488 258 230
232 27 228
84 325 64
488 70 2
353 153 239
200 137 153
369 390 218
0 477 29
179 486 262
33 202 227
23 428 87
32 94 125
134 352 178
507 140 60
199 76 25
255 478 120
193 485 86
63 198 271
346 502 117
116 381 63
14 71 296
305 330 63
202 347 234
69 67 255
355 243 246
334 334 6
19 498 29
390 135 39
4 254 81
73 409 125
263 363 59
289 259 124
324 55 274
296 59 37
162 273 117
165 102 275
316 33 213
178 204 137
188 148 287
479 236 283
430 125 231
176 25 219
245 92 240
463 470 100
102 149 8
215 410 81
165 53 26
427 137 23
148 475 64
395 162 247
208 66 81
419 260 216
45 62 170
393 98 222
468 363 258
130 196 245
64 220 87
150 239 164
359 7 86
63 133 162
61 354 10
51 107 157
275 422 294
120 276 31
37 338 169
324 137 78
306 181 114
454 186 284
249 181 68
440 80 259
381 351 6
230 194 209
478 141 138
283 83 90
306 278 292
157 261 289
411 206 129
309 394 165
224 162 64
479 61 21
90 379 31
115 157 243
170 82 283
31 324 300
183 315 31
226 33 214
259 429 243
97 126 133
313 414 159
80 470 266
55 60 112
142 412 45
386 284 23
106 415 110
55 333 27
95 355 166
406 367 211
286 496 110
84 87 64
211 295 165
198 386 98
261 459 40
376 260 159
199 60 62
490 14 167
180 325 72
117 503 144
352 246 10
315 102 22
159 62 6
286 111 216
282 12 274
81 185 267
420 146 178
172 412 191
45 201 157
493 38 195
28 410 156
84 400 203
46 194 114
335 143 179
154 211 129
22 275 260
398 297 222
123 274 78
444 28 231
410 243 211
493 82 39
272 178 260
477 241 178
117 338 54
251 462 103
83 129 149
306 352 20
329 168 106
191 424 43
132 452 25
424 208 11
297 119 199
430 248 165
405 328 105
473 114 49
99 71 212
150 119 25
456 48 140
357 181 257
302 389 146
287 231 141
491 92 196
511 469 158
33 33 204
284 382 270
298 91 83
34 15 237
227 210 290
272 470 236
423 420 14
196 187 260
333 189 139
183 264 144
146 339 263
505 134 264
339 311 129
493 182 172
365 192 253
151 419 231
24 430 67
153 389 207
299 273 217
54 124 285
275 311 6
203 375 180
263 429 133
212 137 90
261 417 278
277 438 6
55 420 21
341 135 118
317 96 284
54 239 219
113 472 152
308 22 197
138 313 16
195 312 142
67 34 150
486 15 140
186 47 37
113 101 171
202 302 279
88 430 4
82 305 73
254 334 265
378 329 42
125 481 27
472 153 165
147 342 22
440 52 280
177 478 85
364 418 74
112 125 203
110 20 275
206 166 90
338 343 288
46 372 18
190 35 87
354 345 225
375 294 260
293 493 291
159 144 7
231 44 213
251 457 216
233 196 104
335 89 30
198 227 24
104 475 89
225 439 205
261 105 33
364 471 277
208 16 282
434 319 210
79 376 133
231 244 51
470 228 211
295 389 59
108 23 144
433 164 237
158 228 92
135 499 100
389 154 126
8 192 7
38 389 263
178 300 263
26 95 61
218 88 54
159 383 132
77 448 281
452 511 290
227 385 79
230 91 94
41 472 250
374 287 197
293 314 215
388 434 118
112 130 155
56 208 1
215 174 229
80 105 33
246 227 84
100 308 265
71 335 176
459 199 120
360 406 230
391 89 265
52 107 71
58 320 46
85 465 191
336 166 137
401 126 77
501 132 10
476 501 140
28 362 6
218 45 66
413 311 90
123 210 88
497 223 2
94 388 276
242 338 300
297 408 254
495 432 265
156 411 92
62 115 280
256 399 50
271 334 194
215 499 112
286 163 219
137 499 105
26 6 159
78 435 262
55 365 207
477 31 295
168 36 26
492 394 120
322 136 287
191 459 251
59 324 245
56 77 31
46 202 150
62 72 289
505 479 214
298 368 50
247 58 196
391 331 56
251 247 216
259 220 163
160 350 138
306 204 143
54 416 290
167 489 13
343 242 28
274 106 222
172 141 94
345 316 186
147 490 172
122 475 254
224 406 41
117 297 200
490 160 53
363 348 206
44 405 41
79 21 43
117 90 34
239 4 222
439 98 92
495 511 233
510 277 158
323 193 205
412 339 174
283 29 42
202 123 30
129 350 163
92 51 222
467 223 136
156 446 122
362 462 13
427 78 254
487 23 50
400 431 100
376 445 132
156 31 16
105 465 74
78 106 150
75 390 130
373 123 64
329 285 200
248 187 263
379 497 220
79 155 269
213 383 198
230 166 198
243 396 181
12 382 89
159 302 208
71 435 239
252 44 40
138 21 106
135 364 36
342 193 95
398 195 13
447 192 146
193 394 271
72 253 15
195 401 167
422 352 37
230 258 250
364 17 93
471 73 106
79 111 174
88 180 180
449 184 11
490 8 215
88 52 72
121 207 70
38 277 248
196 496 88
39 255 281
501 348 20
467 22 181
23 42 86
449 268 262
395 204 15
478 463 105
415 121 219
364 138 265
286 430 168
37 14 26
155 282 226
223 157 248
141 2 36
352 281 129
507 357 246
199 97 62
441 448 192
266 54 1
279 423 234
372 129 252
201 371 72
84 243 135
283 30 167
63 290 94
461 504 131
155 511 257
379 280 108
194 23 27
392 339 49
37 377 257
286 182 91
370 272 183
249 354 284
260 326 49
384 55 93
8 66 5
372 291 139
206 197 278
456 319 11
212 217 71
290 498 193
478 490 70
350 329 60
232 134 246
259 90 2
131 299 224
192 29 64
102 161 170
129 411 295
151 64 259
42 145 164
309 2 6
433 125 56
80 292 42
290 360 140
170 10 40
173 285 92
107 87 39
61 502 250
464 258 177
64 194 88
64 183 193
149 398 196
287 510 280
135 47 178
383 393 16
300 103 84
375 68 109
109 51 105
410 403 90
117 30 213
493 57 65
369 133 94
490 320 217
261 278 22
100 412 233
147 117 250
285 222 148
99 149 216
163 252 269
12 462 10
408 222 30
44 474 232
182 113 115
274 58 295
502 116 197
67 143 2
73 250 21
176 136 288
505 352 256
444 70 198
398 372 256
217 292 299
114 137 177
198 157 241
279 74 38
197 12 193
353 466 18
68 270 45
424 41 11
317 478 261
291 190 295
217 368 121
83 318 40
448 450 83
244 443 164
430 127 299
36 32 21
510 462 279
69 89 58
410 437 140
228 260 149
176 488 92
457 93 105
381 448 47
220 310 188
191 120 75
466 172 188
41 92 56
283 143 209
72 424 273
462 319 281
462 142 168
370 24 18
294 333 297
171 212 223
97 131 177
58 394 194
247 176 221
390 398 58
80 256 170
228 485 274
173 301 200
181 180 291
369 149 168
506 25 60
213 430 100
167 169 14
18 452 293
250 30 157
121 362 165
168 126 260
387 107 295
76 479 37
82 333 161
234 226 41
31 476 190
383 44 97
194 107 36
163 68 151
483 390 254
293 10 256
40 121 172
56 391 218
239 231 12
164 79 211
10 159 39
86 464 221
432 416 88
507 72 204
380 200 197
397 324 229
42 49 68
60 106 259
221 131 133
204 142 197
446 482 85
18 53 29
40 240 57
170 409 281
186 474 22
271 489 57
258 251 189
129 377 36
327 299 234
93 333 132
242 277 60
418 312 90
228 361 102
380 279 80
226 296 5
115 494 262
19 187 21
322 365 150
467 443 282
266 79 138
280 254 197
37 346 98
356 331 24
132 443 233
14 399 266
460 237 240
413 493 103
355 64 99
47 351 207
327 316 121
446 27 202
61 290 44
426 127 192
378 405 299
36 507 94
222 180 149
315 449 195
169 183 254
421 9 87
421 95 137
25 295 15
232 297 104
130 468 275
356 511 228
356 33 98
483 6 212
220 485 159
384 496 106
62 28 272
250 214 111
67 202 121
20 131 162
28 113 208
492 293 251
365 35 105
417 287 49
307 475 244
331 162 94
50 511 258
315 25 83
177 480 130
140 86 156
456 466 156
167 358 115
391 328 38
448 242 37
500 346 262
466 442 76
113 426 71
339 90 231
433 40 190
179 223 143
154 70 197
62 121 219
270 77 261
72 91 222
431 183 33
345 396 134
78 272 298
10 84 234
65 313 3
102 37 146
417 39 291
340 94 254
134 137 253
484 439 107
136 238 166
464 178 233
365 245 209
68 316 2
17 241 154
268 312 190
435 143 123
406 382 265
473 315 133
341 299 31
437 423 41
423 411 157
485 48 264
113 193 124
194 254 80
119 293 88
481 306 66
84 2 202
157 210 168
186 242 82
62 17 22
484 270 189
201 492 98
162 480 16
339 286 140
496 230 170
230 138 134
283 473 113
267 419 186
482 282 129
506 76 12
472 65 129
130 80 213
221 446 239
435 94 138
372 293 228
345 503 19
131 335 96
218 196 252
431 502 203
337 253 209
355 289 37
235 350 63
54 29 130
339 476 213
495 408 225
346 59 48
92 235 14
372 147 168
411 262 14
78 477 40
134 2 61
287 262 278
25 260 192
222 316 202
337 486 133
211 52 296
310 6 134
157 342 150
285 53 163
371 319 112
152 215 120
18 486 213
328 212 94
70 53 193
197 33 176
157 263 69
285 76 91
134 295 125
108 185 244
173 114 294
79 394 175
341 121 39
80 307 94
27 89 76
341 162 171
306 451 274
231 228 101
370 434 76
143 33 204
320 152 236
126 319 60
445 357 178
178 100 176
330 214 165
220 84 280
422 264 114
387 400 100
81 329 214
337 291 62
229 426 39
138 426 111
368 424 235
199 112 163
43 434 285
260 455 292
477 217 241
321 246 280
92 270 137
90 124 60
155 473 235
15 91 100
36 13 180
75 190 24
477 54 5
256 371 90
241 30 129
38 78 151
187 494 266
144 20 12
188 40 287
424 205 241
357 23 135
455 307 173
151 300 219
80 332 259
511 176 61
44 256 126
147 262 298
154 452 172
353 246 34
108 404 102
357 379 2
192 370 237
158 220 157
342 275 211
403 325 194
454 498 94
404 47 81
235 286 14
79 45 276
412 327 88
334 351 65
255 353 144
470 40 234
135 448 63
77 485 261
72 307 55
428 307 65
291 9 104
46 29 184
211 480 143
230 431 2
147 100 240
222 19 42
357 363 17
122 346 138
131 155 64
485 75 122
52 148 3
242 153 186
308 175 201
311 326 282
490 455 11
287 428 64
340 474 41
164 125 109
324 442 54
122 362 212
190 111 300
7 191 69
419 265 257
262 135 229
404 488 196
361 154 130
295 228 149
507 50 217
101 390 63
22 482 245
431 500 129
44 305 181
55 173 27
20 66 66
74 416 76
88 498 227
88 482 283
134 234 141
12 135 252
68 44 188
408 271 126
217 511 281
360 78 35
313 130 103
416 42 44
325 297 294
376 95 102
173 223 1
45 440 153
304 313 212
367 327 62
184 495 125
51 294 145
60 293 209
182 185 15
473 73 168
69 95 49
331 206 15
34 457 77
334 235 34
508 374 52
364 244 42
171 502 114
481 282 183
486 329 82
98 497 154
80 339 290
272 221 257
60 291 22
262 114 252
339 391 267
462 245 123
315 456 84
34 98 175
19 336 265
294 235 64
414 464 105
476 310 82
391 478 278
308 170 2
108 344 26
480 450 289
65 285 139
411 114 107
379 341 41
464 510 206
321 367 10
328 118 73
106 473 67
19 474 121
141 101 252
5 170 297
249 468 196
237 43 184
177 126 247
243 149 218
124 434 84
381 32 82
294 356 165
511 171 185
253 56 182
237 48 138
440 193 53
484 287 202
366 126 56
283 305 93
82 111 199
426 381 105
171 55 34
497 291 33
332 111 100
428 190 147
458 0 30
193 430 284
312 424 155
445 259 251
196 417 60
31 36 245
211 383 158
382 461 86
1 451 165
479 222 9
13 360 29
219 35 75
320 481 190
169 49 203
260 79 157
266 368 259
93 493 207
136 118 223
4 344 254
505 300 69
423 37 76
422 429 217
420 507 18
309 420 214
118 326 44
93 66 98
210 122 138
500 143 4
213 313 114
87 227 216
100 134 251
271 328 195
357 459 149
28 256 252
70 314 22
349 317 119
17 167 46
503 250 183
284 509 8
442 438 189
102 453 11
126 490 169
136 180 22
9 238 178
230 337 203
20 374 10
387 388 58
262 183 230
110 240 144
389 491 21
212 408 123
163 33 222
308 208 39
228 112 87
99 27 7
211 508 122
204 498 139
4 510 110
347 206 271
205 374 154
354 498 79
368 236 161
201 102 220
81 500 153
164 34 137
371 341 115
147 446 229
448 35 65
254 454 237
477 155 141
109 159 66
64 97 161
173 362 286
202 351 151
280 343 136
212 506 129
267 485 211
146 102 231
101 351 131
89 264 232
412 16 137
64 182 13
180 255 73
402 387 21
91 404 38
407 331 105
79 101 91
203 12 195
0 398 150
469 322 73
412 54 60
77 109 7
12 244 161
143 97 232
362 143 234
171 92 291
317 310 162
298 352 243
379 129 146
87 496 45
208 28 105
292 26 262
449 140 122
362 23 226
497 224 108
166 218 116
262 73 6
275 404 57
18 65 189
401 417 293
249 378 58
36 57 243
89 214 222
110 212 141
231 131 72
103 208 296
5 188 176
28 297 259
201 473 135
397 171 258
376 448 143
169 130 234
231 114 39
124 296 93
227 153 251
157 236 243
238 342 205
248 197 272
25 96 297
335 464 128
509 96 194
281 452 228
133 248 25
393 386 101
197 312 60
274 372 88
331 173 284
98 110 118
291 493 221
143 70 128
73 333 50
292 11 233
156 135 220
332 290 190
257 421 105
0 139 190
269 122 86
509 130 230
73 182 49
229 332 81
454 404 78
405 488 169
85 448 68
494 242 44
382 340 117
111 505 131
141 210 299
181 249 94
162 135 209
318 249 279
475 30 107
39 227 264
322 139 206
15 23 85
310 147 178
33 96 147
311 472 262
135 203 155
239 265 294
254 397 259
175 343 50
44 481 59
467 143 152
28 320 282
360 154 165
392 111 24
234 122 190
44 322 297
345 296 246
131 74 16
421 71 186
281 212 169
447 151 267
358 379 235
312 403 102
35 350 178
206 311 9
426 76 95
309 198 25
204 45 129
117 510 239
44 297 1
156 40 265
128 358 179
359 424 213
148 208 69
218 373 251
184 415 109
387 179 71
342 345 50
363 37 217
432 214 74
199 457 3
401 401 233
51 56 298
330 264 191
471 113 295
168 111 60
38 131 276
149 376 131
160 356 94
418 147 133
405 193 33
57 40 231
338 307 65
220 251 208
187 367 256
79 194 140
303 158 91
99 70 293
294 81 24
254 316 194
299 271 212
310 279 146
43 136 54
22 146 167
441 165 79
391 16 116
162 357 169
311 241 258
408 287 97
303 138 41
252 34 46
203 278 180
266 283 268
409 341 98
496 102 7
83 212 116
408 511 235
8 317 211
94 275 144
313 286 18
69 447 284
32 115 75
101 444 297
407 496 162
382 344 218
280 292 91
390 253 142
283 137 88
510 66 173
459 239 191
41 233 174
118 182 200
509 374 199
50 347 151
501 211 51
225 235 213
59 445 254
451 406 264
132 95 43
197 490 42
233 204 84
94 456 263
270 409 40
150 178 147
176 367 40
506 397 293
283 87 1
437 120 3
349 16 284
360 218 138
335 478 94
208 423 157
500 432 189
315 80 46
433 166 264
262 486 230
160 27 127
501 298 232
162 28 179
165 94 142
63 254 171
228 14 132
317 395 295
325 364 247
43 446 72
314 441 28
371 228 122
145 289 62
44 351 70
313 430 119
388 277 193
311 121 267
189 65 225
84 37 199
429 488 18
356 72 222
163 73 237
30 190 77
79 228 115
435 377 279
501 209 193
445 411 63
377 242 215
467 301 77
478 157 24
47 100 228
340 435 254
116 279 98
311 91 87
382 407 240
210 309 182
421 201 49
348 356 173
215 145 268
260 24 126
161 115 24
12 179 288
170 323 70
458 278 232
271 89 40
54 64 134
464 156 70
112 288 107
227 136 222
332 77 296
334 53 244
115 283 34
425 399 243
164 76 231
286 100 74
446 312 184
258 342 195
238 13 65
492 21 73
262 171 49
152 243 5
406 114 195
420 396 176
151 112 22
0 124 23
45 501 225
373 173 240
499 167 293
258 483 53
390 88 294
116 441 243
494 41 260
62 427 295
252 238 55
399 164 69
199 79 132
300 14 136
305 287 295
62 317 54
343 375 242
506 497 207
360 475 286
44 345 83
179 245 226
22 463 117
33 329 222
394 260 206
12 187 161
329 470 49
168 219 202
211 355 49
459 68 22
467 305 107
139 226 230
108 327 26
113 147 80
240 187 80
62 245 140
397 42 73
484 257 115
417 229 279
5 128 147
498 206 144
188 499 148
399 184 14
377 145 73
311 239 192
4 508 134
144 177 4
289 218 267
24 19 74
488 257 279
79 162 247
295 449 69
238 409 196
297 377 52
423 54 198
222 404 72
231 196 102
464 139 271
416 125 152
46 228 180
101 49 161
244 328 267
430 289 45
40 70 150
72 163 87
450 28 186
434 236 25
3 88 19
331 237 266
159 254 139
62 238 155
412 308 160
102 146 98
90 290 246
298 181 172
455 144 155
123 14 50
39 483 10
68 151 70
445 229 110
430 49 34
472 86 49
240 413 77
6 421 63
78 205 152
351 455 259
283 382 260
172 369 186
51 289 6
376 334 157
57 49 201
423 371 224
95 168 168
24 141 25
293 213 25
366 433 187
452 327 270
167 319 84
435 59 19
198 85 278
22 352 255
507 28 275
328 446 202
93 347 76
295 301 54
9 278 279
78 447 19
405 16 35
156 219 135
82 365 228
461 33 76
106 482 120
227 171 68
149 124 113
339 104 146
123 196 202
81 498 206
273 430 239
223 260 114
284 27 267
340 170 57
506 243 267
85 342 155
217 187 185
378 283 207
20 490 182
397 239 193
71 218 108
85 196 17
408 498 297
63 284 270
487 360 214
437 105 273
118 37 33
317 389 54
402 99 111
90 257 104
94 226 242
237 432 164
43 97 187
452 321 136
333 193 207
380 260 116
431 487 212
462 205 98
416 9 226
185 457 133
225 5 8
381 375 242
21 507 51
140 267 251
349 370 285
388 158 249
496 427 106
298 243 123
192 320 134
510 365 180
56 370 147
112 330 123
214 373 258
68 380 210
193 345 277
294 328 253
273 48 97
244 215 283
2 257 231
10 342 140
349 369 251
509 205 84
62 488 136
44 361 1
299 138 82
106 163 24
110 222 37
146 4 116
28 427 82
165 372 169
140 408 277
196 197 279
191 94 224
426 389 113
472 139 240
247 293 17
351 364 81
446 354 164
33 238 13
189 478 300
327 69 137
182 46 106
179 297 252
186 386 273
436 252 268
338 40 298
113 24 253
0 394 205
80 284 213
360 65 277
489 455 207
137 331 156
278 447 162
122 48 78
177 26 11
86 424 190
252 352 116
152 376 139
338 434 8
57 23 234
427 432 244
482 127 81
435 180 65
56 242 11
354 143 170
377 320 29
345 283 207
469 456 219
299 35 126
51 203 243
107 436 229
428 246 203
16 83 29
328 112 233
339 67 57
55 109 206
54 496 272
288 242 249
451 130 68
304 77 233
251 243 272
347 105 227
169 21 14
266 330 7
351 306 133
439 391 1
169 221 58
317 97 210
446 315 189
18 280 109
348 314 93
71 496 269
159 85 132
431 344 234
134 21 154
249 268 98
224 300 87
369 0 129
187 479 238
493 13 297
373 423 161
439 333 182
38 196 69
231 355 16
354 210 179
238 350 173
391 225 6
97 379 13
424 390 43
93 303 18
101 434 54
409 505 241
125 289 24
207 19 42
238 162 161
496 382 139
246 25 283
426 33 38
437 398 43
17 424 166
482 47 29
98 214 91
511 160 161
217 244 113
216 481 50
398 407 31
150 72 213
49 214 92
102 504 233
432 398 294
337 219 194
221 154 75
109 123 158
59 249 292
225 46 86
100 484 226
41 429 297
145 133 83
175 336 130
393 261 264
120 200 296
436 178 98
151 125 120
502 29 187
498 224 96
174 88 129
132 23 190
354 366 93
320 295 129
367 460 1
150 167 126
424 287 169
346 484 201
451 320 244
211 89 66
450 159 69
168 380 188
336 196 101
59 434 41
428 328 236
228 405 234
339 76 182
327 251 131
376 176 141
448 446 44
320 349 62
147 222 254
444 34 273
17 21 236
326 475 178
440 462 87
324 125 238
110 43 205
375 434 126
67 329 114
252 90 48
424 49 277
281 372 228
95 300 206
264 204 98
394 151 115
480 198 10
195 137 211
55 244 180
95 504 175
496 167 116
119 77 289
196 328 31
24 27 116
61 47 160
490 256 214
359 1 34
285 135 173
109 98 67
450 494 261
425 110 102
223 18 60
340 314 133
51 344 288
444 276 142
193 326 285
44 126 235
253 456 19
314 402 63
205 145 231
277 83 27
78 459 46
278 34 215
368 417 129
464 8 68
170 260 33
229 225 80
10 393 184
174 252 72
471 230 207
379 357 10
218 499 205
465 475 176
305 248 202
417 344 166
433 97 254
393 476 156
310 235 29
80 268 123
511 131 289
423 226 252
154 450 76
243 309 104
118 45 30
392 274 102
444 147 213
495 358 13
294 108 263
174 307 280
374 422 44
311 309 110
373 196 221
330 199 276
266 419 54
227 59 210
203 489 45
461 480 72
475 197 182
54 426 217
404 143 189
255 422 44
490 461 94
90 460 148
350 467 258
273 34 238
107 144 13
255 492 282
439 109 284
266 409 57
124 105 18
312 481 7
103 276 277
138 484 110
145 327 264
128 310 298
36 30 257
149 502 195
269 238 53
479 144 142
40 401 31
45 14 196
410 399 53
3 94 265
23 258 232
212 213 246
355 269 157
504 90 146
242 300 32
473 387 279
363 419 3
271 101 274
137 68 55
462 347 10
241 61 137
188 35 2
145 360 253
487 308 222
283 470 155
230 156 212
301 285 102
50 59 95
246 193 245
306 148 162
346 158 231
287 44 200
446 305 64
358 65 34
30 241 273
363 377 74
363 41 226
452 415 26
489 248 44
259 432 264
272 479 95
481 290 228
374 274 130
478 303 61
207 188 53
212 284 243
222 306 65
35 344 279
51 301 76
417 487 54
51 493 238
63 263 205
20 166 230
315 171 250
187 429 130
457 269 176
330 19 57
416 64 34
301 76 168
231 223 142
188 336 50
173 116 269
420 120 298
193 486 10
149 345 14
199 238 289
171 468 27
112 230 169
79 197 293
385 381 116
154 53 277
440 147 189
164 319 288
89 462 237
470 268 223
35 390 115
297 8 25
149 67 220
487 384 61
13 207 21
146 177 182
148 49 18
310 507 288
244 408 299
323 125 294
97 169 152
190 168 31
105 388 193
345 171 19
158 326 120
143 143 91
235 480 283
420 377 245
100 468 95
99 20 123
211 84 76
39 95 185
60 461 129
178 387 200
261 316 184
320 48 258
337 45 122
8 227 192
69 479 189
288 340 236
415 341 290
343 399 119
130 479 89
386 251 86
357 173 17
309 147 46
506 392 26
19 94 111
500 499 222
452 273 227
161 187 155
17 501 298
86 421 110
423 163 191
233 107 191
430 238 159
19 460 67
223 75 291
161 399 209
99 423 278
62 371 211
204 341 119
501 292 104
298 432 83
454 489 291
85 415 232
463 308 16
69 313 236
462 8 170
83 394 160
373 305 53
188 493 143
465 406 24
194 492 61
4 368 114
228 96 296
207 444 42
248 248 43
169 287 35
3 154 69
238 244 57
41 378 192
222 309 121
502 451 98
484 467 274
91 413 158
415 49 240
329 47 244
78 171 146
