512 26163
171 36 239
33 233 53
26 200 67
395 439 145
206 152 269
335 47 33
449 136 104
282 309 67
371 431 16
63 41 246
370 490 115
186 201 122
42 467 142
437 318 163
57 145 262
370 464 287
271 261 59
415 495 131
256 195 249
5 470 206
22 46 182
8 461 286
268 368 294
393 455 63
383 361 113
87 460 48
403 343 240
490 38 287
378 348 139
78 33 173
345 455 152
341 425 271
311 80 127
3 214 74
123 258 207
139 400 117
228 245 109
438 407 275
360 58 172
420 50 142
481 322 127
360 210 4
195 366 170
10 357 197
143 431 25
134 473 267
356 257 182
445 385 42
204 49 267
100 341 138
388 317 179
485 46 155
221 407 230
70 493 106
88 479 275
390 347 17
272 142 170
288 257 284
279 404 162
460 271 74
72 133 123
402 103 65
489 373 282
443 304 88
157 317 283
118 335 69
61 331 169
432 465 201
434 249 85
348 130 130
157 396 216
196 6 82
102 434 243
475 52 32
2 127 49
42 9 183
96 311 19
85 436 131
269 502 265
185 82 160
99 94 40
259 163 88
269 472 45
401 107 211
72 262 49
128 319 281
489 268 133
62 427 253
118 100 137
143 304 286
224 435 215
328 301 23
262 63 57
131 137 161
424 444 237
402 111 142
304 136 52
498 285 118
9 173 138
485 330 191
142 169 85
188 35 84
216 360 151
57 453 30
298 203 201
192 467 261
79 245 114
485 176 141
464 320 264
116 68 29
277 408 138
322 231 262
224 16 1
325 282 115
215 491 183
415 191 170
377 341 1
190 467 111
327 185 297
255 342 232
50 155 69
283 386 13
186 70 131
24 257 282
437 332 84
4 350 259
324 449 140
158 136 86
318 487 112
298 28 54
408 27 77
314 458 174
253 277 69
287 307 11
466 161 7
171 158 110
190 431 77
14 316 120
232 410 37
172 349 128
38 407 152
332 323 86
501 254 19
262 274 131
59 408 259
390 217 278
492 363 73
369 67 227
117 138 236
244 199 286
427 376 155
347 420 293
19 48 12
7 319 2
485 473 14
235 213 166
505 315 156
171 133 183
148 108 136
122 392 103
228 324 215
508 261 43
436 254 10
179 128 229
94 197 165
318 279 220
127 152 206
356 163 183
254 226 182
426 151 199
21 333 192
289 229 278
331 326 79
493 244 33
180 413 174
511 161 223
367 375 113
505 363 173
407 415 216
234 475 280
189 370 296
95 497 36
156 217 234
453 505 120
170 151 258
173 398 214
470 26 217
175 367 201
495 191 89
236 398 203
405 328 225
455 311 14
284 290 112
184 389 75
485 455 281
423 35 30
50 61 149
297 189 130
22 175 125
385 420 128
477 91 245
160 81 143
112 484 253
237 59 72
172 196 297
155 234 116
427 339 115
266 250 167
310 133 296
444 47 216
255 325 291
305 94 247
508 224 127
428 176 201
22 491 80
269 233 146
43 115 168
355 452 222
201 53 3
181 188 6
467 382 171
447 269 120
426 367 259
503 78 2
242 83 176
201 427 136
183 368 171
418 473 139
498 449 286
98 39 298
20 416 232
388 315 286
285 160 109
374 211 249
398 460 139
225 327 214
106 273 278
335 54 196
249 3 48
178 162 106
124 238 212
200 395 227
230 311 2
376 253 69
453 416 107
207 238 255
301 291 207
457 499 79
459 218 289
252 323 5
324 367 276
139 385 260
385 57 270
192 172 57
20 418 137
203 272 247
496 497 146
429 428 288
426 251 39
469 476 269
374 303 234
312 430 3
69 426 98
78 243 100
8 491 35
150 333 288
269 348 230
92 45 288
482 188 146
307 10 80
454 468 203
285 426 61
390 240 120
445 500 135
130 132 146
209 237 103
360 12 174
405 351 188
56 141 96
166 208 198
132 27 54
481 502 106
367 249 244
180 273 256
192 107 134
204 287 4
183 104 136
123 62 254
190 164 107
338 233 46
447 496 37
271 236 293
240 270 74
81 494 63
454 149 89
143 395 23
12 91 134
471 149 48
260 229 155
259 45 293
130 466 117
32 464 53
326 262 46
42 498 283
200 100 276
133 458 182
127 267 125
11 342 143
207 76 99
504 487 40
172 376 51
82 280 191
451 79 191
343 509 144
281 508 191
354 78 55
20 283 2
27 342 108
385 378 54
242 47 254
196 348 58
425 206 185
319 374 9
374 458 102
381 364 148
27 148 39
402 107 242
340 46 31
27 277 189
211 127 177
444 237 295
496 439 91
263 431 287
122 95 190
179 92 224
108 20 245
214 257 62
287 393 118
158 124 22
377 71 25
291 308 24
321 19 11
94 441 230
226 32 283
232 483 208
271 228 207
81 204 283
53 69 209
170 46 251
432 108 37
280 507 300
272 79 36
61 72 185
159 118 68
388 394 210
292 12 186
183 233 50
304 257 153
124 43 85
75 261 253
11 204 119
343 138 52
499 346 297
135 488 120
98 137 53
437 311 254
510 467 29
401 475 187
392 414 238
129 37 6
408 311 204
127 51 66
51 145 208
180 331 289
208 373 88
177 91 171
21 406 3
440 216 185
170 442 85
456 183 164
142 153 290
339 136 211
346 178 227
446 474 140
388 318 169
211 409 9
447 131 204
457 332 151
99 363 203
367 497 274
242 325 273
277 305 41
236 100 47
381 493 249
49 252 94
292 171 24
410 96 20
230 26 173
84 323 37
52 138 61
459 10 158
1 116 227
411 413 13
172 216 89
438 226 104
480 473 181
416 134 201
409 191 190
13 81 113
95 127 115
511 104 29
2 338 24
46 270 124
281 502 245
20 203 219
301 301 99
438 121 68
132 275 96
184 390 142
300 384 163
459 245 116
209 419 56
39 486 5
507 11 146
139 81 131
62 270 22
243 212 36
323 164 79
100 58 32
415 262 242
454 356 217
208 156 300
303 50 2
452 501 92
228 508 216
425 122 26
226 470 31
123 394 267
218 317 160
476 391 88
429 343 79
461 242 200
350 163 151
387 179 138
96 364 100
88 31 164
313 397 277
428 229 136
344 393 125
185 74 98
457 427 202
477 258 299
206 242 252
493 201 177
346 481 65
455 89 93
326 271 173
240 134 61
209 188 281
112 86 161
284 108 296
479 65 26
22 368 8
179 180 159
400 121 115
353 14 105
89 270 87
315 362 73
384 77 66
23 131 107
460 137 149
148 320 159
419 291 240
45 488 20
362 284 10
488 387 28
222 356 284
241 329 200
6 160 108
120 480 52
462 331 300
159 133 278
271 255 27
412 401 32
463 336 161
14 170 274
184 454 174
274 438 130
305 358 104
264 138 198
240 66 6
10 144 95
280 92 289
164 206 249
210 444 50
505 225 83
468 385 31
170 126 50
164 113 121
401 328 105
411 238 217
211 495 236
441 188 129
155 85 80
186 470 120
409 33 264
152 299 92
461 497 103
50 19 105
460 439 253
433 391 123
300 62 81
128 56 92
303 311 296
83 391 116
223 339 180
331 32 19
426 24 232
386 10 196
335 457 168
54 21 19
181 14 299
88 193 31
503 183 23
309 372 98
144 302 8
71 434 91
133 448 228
411 325 276
89 100 173
422 485 188
482 493 203
409 272 279
387 501 39
231 46 22
454 66 291
136 269 38
39 147 280
433 160 95
36 400 30
26 355 106
360 148 135
143 359 104
342 30 228
354 335 300
409 300 199
160 56 204
279 274 229
416 110 287
399 424 73
1 10 127
489 448 237
479 194 106
464 193 268
496 57 14
228 275 229
54 356 151
96 148 285
306 11 184
331 490 177
109 273 290
31 448 268
180 218 101
456 261 141
209 412 276
305 297 299
339 212 114
39 123 57
284 162 8
236 70 45
162 506 201
412 365 209
124 139 229
97 119 106
187 268 3
393 474 278
76 371 51
95 27 54
238 116 93
314 171 295
7 242 172
475 16 224
224 448 268
256 106 235
261 110 166
389 99 233
110 334 124
225 10 264
382 379 130
86 231 150
338 207 225
51 301 166
193 281 201
493 311 19
440 194 208
87 165 86
162 125 291
109 210 198
221 30 243
486 258 131
90 120 198
228 298 136
449 236 19
259 288 15
68 356 288
178 490 223
487 301 197
309 217 25
37 327 16
145 417 130
38 62 153
135 42 271
151 173 240
167 335 298
234 36 291
471 267 247
390 390 104
67 320 178
385 373 182
248 190 68
421 283 72
85 354 38
278 331 239
478 65 235
247 380 183
73 215 260
12 287 93
202 335 195
429 493 159
224 58 215
85 363 87
107 380 31
55 281 30
143 484 134
404 19 50
24 364 239
150 156 276
62 496 185
142 288 14
305 141 291
313 414 79
34 382 187
239 159 158
200 286 128
160 174 48
165 394 9
113 178 211
149 180 208
448 279 179
137 349 187
324 315 98
375 220 40
99 411 225
493 135 201
56 369 225
386 68 165
166 276 186
149 201 64
13 489 192
467 37 136
336 478 74
384 111 43
129 232 142
209 4 23
401 140 290
279 163 165
46 75 79
72 437 182
85 124 272
239 404 37
235 407 69
77 352 99
353 431 209
93 26 1
128 176 166
156 225 59
462 72 71
385 496 220
326 27 201
263 496 217
413 407 147
14 346 287
241 301 114
286 2 197
164 344 216
117 254 272
242 215 256
456 110 178
302 449 205
358 85 51
215 458 33
161 429 57
98 466 78
454 465 229
172 342 297
209 2 30
265 283 53
67 491 226
292 427 60
116 65 56
322 354 198
122 225 74
291 420 19
57 493 89
457 317 173
475 199 16
3 202 71
250 150 32
333 51 19
425 440 4
165 239 116
373 407 112
502 357 48
57 485 48
223 170 260
329 419 63
357 345 90
69 346 90
475 392 131
382 402 272
374 57 249
481 45 85
20 1 228
165 452 125
381 247 76
456 333 78
176 361 219
323 415 220
442 334 300
302 357 125
88 493 259
319 121 89
339 85 188
214 50 53
410 275 259
461 396 245
349 449 259
269 200 68
397 217 120
237 466 79
489 378 166
135 75 48
23 352 261
150 410 113
355 8 14
223 171 152
215 415 74
19 89 161
84 150 167
26 449 300
383 406 7
302 120 182
455 68 285
296 240 74
217 238 278
264 453 257
449 429 251
75 46 124
362 420 25
323 202 145
215 42 201
204 431 214
148 318 130
200 9 120
342 180 183
83 234 264
132 251 294
420 303 60
213 392 123
72 32 257
420 227 148
141 256 247
57 331 25
24 393 161
60 257 119
414 250 130
358 291 146
77 454 193
436 42 38
370 419 96
297 460 31
429 112 281
158 126 8
135 1 75
198 125 61
206 247 241
153 77 125
225 481 176
282 347 69
431 410 206
165 453 191
234 197 282
295 162 182
317 49 213
249 117 55
232 7 266
462 511 207
99 144 102
417 427 243
20 409 4
353 460 246
93 278 271
92 181 93
47 107 269
456 154 48
248 310 242
148 412 123
352 444 152
248 38 139
411 178 253
352 298 214
84 289 60
207 247 86
105 41 78
37 337 133
160 35 266
152 133 17
336 97 16
295 20 6
288 165 15
269 425 124
205 166 13
373 187 36
155 338 285
360 320 199
221 494 153
62 444 120
231 250 274
279 182 27
7 328 64
300 214 295
385 474 299
254 198 27
192 392 217
255 439 202
207 265 272
61 165 287
471 128 75
303 8 280
403 510 292
382 438 234
74 452 133
22 188 296
169 53 192
320 354 23
337 380 118
474 167 114
24 177 16
290 182 22
422 96 134
203 257 277
316 445 86
259 6 217
193 26 96
5 36 236
505 103 288
142 276 14
47 94 276
191 156 99
424 221 81
457 347 212
235 175 176
254 272 65
8 295 128
358 191 122
49 245 261
336 494 126
184 488 181
392 336 105
335 178 161
343 15 207
296 277 201
281 471 270
45 289 237
4 407 278
375 293 185
304 334 236
270 504 37
179 352 13
15 255 118
107 78 190
204 204 58
360 464 226
398 219 148
279 152 92
156 205 284
469 85 272
359 378 58
234 205 165
389 325 57
103 117 283
340 18 87
96 131 102
41 28 254
225 396 166
389 254 255
163 278 24
245 84 5
345 296 179
352 348 120
20 85 115
302 0 11
36 93 207
195 451 107
351 449 207
151 56 285
48 94 231
471 156 262
113 52 127
297 56 280
484 302 119
249 331 233
35 274 144
99 243 77
442 26 246
116 476 3
97 376 192
507 416 119
367 495 20
304 347 231
300 282 247
374 145 103
351 96 251
380 69 63
292 266 33
439 321 297
280 302 93
243 163 100
73 65 296
406 164 242
203 336 8
387 211 156
501 86 69
38 379 18
10 371 249
69 120 214
363 129 265
471 190 157
445 473 26
507 176 56
30 167 164
367 472 114
415 480 90
75 258 296
331 363 177
341 172 140
412 477 167
290 278 176
466 336 131
398 43 116
132 509 35
315 423 159
80 315 281
290 304 115
155 380 261
182 67 222
337 345 241
380 43 217
20 480 47
38 231 291
76 459 82
303 320 145
247 234 129
117 97 254
28 199 15
232 291 221
84 177 12
121 175 182
93 325 64
3 42 297
120 272 253
295 77 83
389 200 233
121 70 131
132 135 190
1 214 19
254 5 243
392 178 297
103 181 138
308 223 274
125 81 275
138 249 52
392 406 10
103 194 58
356 214 37
313 503 106
301 164 4
176 451 40
133 209 133
279 426 239
97 311 88
222 326 93
124 325 182
65 251 172
78 193 94
434 254 154
139 431 252
420 283 225
404 88 253
464 81 103
307 107 85
0 184 141
444 93 107
415 23 87
212 88 92
104 379 240
196 345 222
255 413 122
348 474 129
403 311 17
98 434 116
505 322 195
115 131 149
509 113 266
438 19 156
119 367 125
56 502 165
209 381 122
377 145 195
456 33 88
368 67 31
327 282 254
446 345 235
55 342 60
416 314 253
273 243 268
128 437 114
416 117 215
140 69 226
253 263 252
0 427 268
324 52 278
258 71 143
479 231 236
166 92 171
412 446 203
139 355 262
194 400 12
503 352 199
333 271 25
407 451 199
390 452 16
65 232 211
117 230 243
282 110 148
280 352 127
137 201 270
412 239 38
485 90 169
260 0 140
301 351 36
271 264 295
193 140 209
0 135 179
111 310 124
365 391 214
312 281 114
146 51 29
33 442 43
149 5 246
490 358 7
350 123 181
200 5 104
74 167 270
157 162 19
386 130 4
158 462 295
48 198 180
171 137 175
127 61 160
159 247 128
298 333 80
37 127 46
440 336 50
443 410 129
288 39 116
5 286 134
340 35 50
426 331 51
152 186 195
71 234 271
90 73 260
275 135 290
467 17 89
347 70 183
46 59 269
444 265 76
260 53 242
215 275 241
214 266 106
231 254 56
271 176 39
44 233 131
445 418 193
345 9 229
229 274 63
141 501 7
135 31 203
298 350 138
294 439 269
168 469 219
316 301 223
105 12 170
510 61 248
15 49 25
155 415 126
46 25 80
96 359 180
338 130 217
401 370 155
75 315 104
123 200 119
327 111 57
248 149 66
431 60 149
409 87 121
199 406 55
28 169 296
159 29 179
316 15 176
44 255 262
13 305 185
376 60 1
42 71 185
209 198 140
198 243 158
402 469 300
206 423 273
124 347 233
127 44 143
33 89 60
226 208 83
291 320 269
156 68 190
13 306 212
31 440 11
104 92 244
162 231 142
85 74 137
185 389 72
134 289 134
275 464 199
249 167 124
253 361 154
273 137 30
160 121 246
441 302 253
410 245 8
237 271 243
395 449 133
431 229 108
238 203 141
165 302 82
268 420 149
459 305 122
337 26 257
401 287 32
370 276 196
496 319 173
187 34 224
246 69 161
115 121 38
287 330 9
306 282 258
91 447 79
207 188 220
501 117 167
118 392 115
220 343 195
301 173 109
18 467 297
440 402 51
237 50 277
366 155 117
217 482 128
109 433 285
46 467 54
376 212 127
350 453 250
179 379 258
8 181 152
105 155 291
302 85 40
438 305 75
436 61 272
94 334 105
281 74 251
35 102 19
409 26 249
9 476 202
164 284 143
184 165 100
142 217 241
170 319 225
347 381 121
32 252 202
109 495 11
323 37 9
134 258 39
252 59 203
112 61 207
380 234 94
329 250 47
157 177 66
126 254 85
90 447 178
351 509 80
58 377 54
117 79 22
150 180 59
344 439 228
211 343 70
487 24 130
322 141 258
88 398 174
131 371 240
182 227 281
221 360 15
97 103 144
410 366 142
213 158 141
138 374 160
163 150 291
169 407 10
364 29 203
454 179 8
194 117 128
445 308 230
74 354 269
134 76 290
290 141 19
271 457 235
339 84 147
176 118 119
208 291 290
439 299 168
59 178 264
117 267 153
373 181 239
288 493 79
493 255 77
350 75 212
218 270 159
224 301 69
354 133 49
74 160 115
215 204 266
374 222 182
387 178 211
217 163 233
128 479 133
358 327 71
45 228 56
385 165 35
418 385 288
466 419 268
55 205 270
28 19 11
367 72 282
482 336 87
118 379 19
72 257 250
221 397 83
166 261 52
227 240 27
471 427 230
105 511 120
385 436 7
283 371 60
492 37 106
270 246 13
478 430 234
129 452 299
166 219 148
329 413 71
25 285 58
286 89 137
29 104 286
373 164 30
32 467 91
150 220 120
198 16 136
216 411 83
133 343 126
466 484 168
65 301 22
10 203 47
138 195 264
349 501 222
105 478 43
238 137 180
136 236 171
141 188 66
479 313 280
346 232 12
192 210 128
255 81 288
213 103 207
117 487 297
109 480 2
11 38 178
49 233 151
407 391 285
421 108 77
164 173 137
203 469 212
496 263 107
136 101 21
290 313 213
244 135 115
285 284 258
476 489 131
118 206 73
392 358 224
21 137 50
131 156 15
403 349 93
468 481 271
254 345 57
457 61 200
157 425 113
193 39 19
127 33 118
109 203 290
265 298 161
126 86 178
73 170 177
20 507 217
83 458 217
252 476 81
153 234 238
199 483 270
189 465 208
118 134 205
192 178 175
211 2 133
167 3 236
167 14 2
351 433 254
30 115 234
159 200 275
32 404 144
4 397 187
295 363 273
476 372 154
60 101 9
347 299 272
217 48 90
450 443 109
357 49 209
20 99 191
496 249 131
108 53 175
502 305 274
289 35 221
101 64 128
419 153 75
259 454 232
472 427 26
498 253 78
66 130 81
281 432 129
457 334 264
111 479 11
241 373 197
498 438 258
433 435 228
490 340 201
409 15 137
120 304 249
181 494 259
492 481 128
108 35 225
179 249 55
318 172 285
85 65 108
138 179 122
15 391 92
406 488 185
285 462 58
334 427 120
356 439 186
69 486 15
381 7 186
176 42 192
511 418 108
208 465 25
292 324 21
297 493 82
77 55 267
471 201 47
436 414 264
268 223 239
441 283 1
71 310 290
241 356 108
150 247 170
458 191 37
121 437 157
75 239 265
299 465 201
225 175 115
344 344 246
95 18 129
429 232 180
244 377 116
146 343 87
390 272 27
225 304 263
466 41 277
496 0 80
470 275 118
10 335 73
332 347 71
12 174 124
364 63 101
206 338 109
385 350 216
176 324 281
274 389 286
72 469 61
59 15 72
337 495 53
326 493 78
167 400 50
175 274 1
65 305 243
404 26 145
259 404 230
55 186 84
224 248 191
141 419 37
219 177 198
309 259 142
296 158 54
80 472 159
295 292 68
383 4 160
151 279 219
184 8 138
268 118 53
498 214 148
227 91 202
91 263 255
163 196 63
29 233 276
407 286 63
473 272 179
452 204 1
499 491 177
500 282 159
432 485 27
307 289 21
470 461 157
458 97 19
140 288 179
294 312 16
508 28 225
79 307 246
364 252 45
457 95 182
327 452 91
88 418 41
13 267 248
119 429 240
159 277 8
204 379 234
476 343 1
259 24 118
185 311 17
452 17 55
325 499 50
84 313 113
133 10 25
263 357 37
337 509 219
360 5 91
214 278 247
463 350 157
77 356 136
280 54 270
132 171 144
300 18 271
203 459 145
24 26 154
365 170 117
100 59 7
162 119 212
299 497 229
211 342 115
207 190 79
33 506 1
358 90 249
224 95 263
2 234 193
58 15 75
353 269 280
491 197 139
189 404 66
264 392 51
99 62 278
504 304 70
135 17 45
220 55 287
164 64 203
92 175 175
78 368 175
268 483 73
93 228 3
348 313 133
370 476 43
107 57 231
451 399 224
269 467 200
244 438 286
63 169 166
192 432 56
51 413 179
338 83 181
164 398 298
232 492 125
413 88 249
467 105 164
274 420 156
171 7 182
6 422 163
160 482 116
502 338 108
70 240 151
304 120 44
218 157 99
128 469 63
181 13 72
37 321 242
486 477 55
370 356 221
190 296 295
430 186 40
71 373 93
260 265 68
68 494 240
181 338 127
251 176 42
190 81 176
99 21 251
146 322 214
58 43 37
5 448 55
45 309 162
16 391 262
221 132 287
199 138 98
170 274 272
91 484 65
307 4 195
11 411 54
510 172 278
407 159 27
345 376 260
54 332 197
70 104 52
348 497 131
253 467 178
169 209 113
184 149 196
450 499 19
336 507 87
446 204 262
334 323 136
229 384 290
165 349 32
285 369 232
29 355 282
38 368 187
505 148 248
42 281 224
391 162 174
442 91 296
156 24 127
126 347 45
21 481 299
325 469 277
262 47 87
108 23 24
13 79 71
406 58 115
281 479 236
492 506 292
225 336 233
304 64 46
226 281 239
298 192 11
430 391 68
408 320 162
306 407 67
81 222 129
14 76 163
382 415 67
468 283 219
237 181 104
426 357 263
222 43 179
27 363 107
74 82 198
71 34 162
209 197 112
481 128 62
206 207 280
359 287 102
233 442 224
507 494 109
336 242 11
20 509 289
464 47 165
184 121 250
124 505 256
235 480 65
303 39 111
212 382 136
393 300 221
201 397 180
428 415 48
7 292 3
104 350 63
448 371 67
9 149 66
465 341 277
428 344 252
425 468 95
93 236 21
448 90 96
397 336 81
489 13 168
335 135 180
36 28 267
492 235 118
334 115 50
310 315 115
225 203 175
339 468 54
342 77 79
15 328 191
118 67 214
111 215 66
272 48 200
253 27 188
79 10 100
62 50 26
301 240 200
346 96 25
128 295 182
149 228 178
278 138 289
379 141 174
72 235 233
132 44 171
454 11 221
421 199 195
49 241 208
339 331 50
60 468 242
375 324 217
454 320 10
273 458 295
47 317 67
63 35 163
276 359 43
208 495 136
280 188 34
8 222 193
387 489 39
66 2 236
323 244 281
407 275 290
476 432 157
131 157 126
31 9 24
291 14 162
73 469 14
346 106 145
288 310 184
393 278 195
3 158 138
167 130 274
217 344 103
318 199 234
369 343 140
174 379 233
79 496 177
6 157 248
383 363 42
16 29 127
100 71 288
224 155 4
57 254 143
463 89 102
394 395 143
195 191 190
379 371 63
196 320 39
427 86 211
317 90 228
284 213 134
283 249 269
419 229 86
278 183 137
146 214 273
360 232 8
285 383 214
114 124 140
220 506 219
353 412 165
295 333 22
221 177 166
3 489 194
229 212 39
463 286 280
187 110 15
12 195 272
43 300 95
105 8 143
110 97 21
297 294 242
320 314 216
136 149 193
508 494 130
33 413 221
210 406 251
464 253 188
15 173 226
291 40 239
187 139 118
288 187 24
177 8 11
67 64 181
456 205 292
25 204 169
309 458 102
7 415 59
479 302 105
341 419 4
486 365 220
253 65 36
341 147 164
439 265 196
133 224 42
287 281 169
152 409 286
35 374 300
145 10 14
423 46 245
322 110 198
396 501 14
254 88 42
207 219 63
345 357 284
