256 6528
67 61 66
188 22 93
226 86 233
129 237 251
26 86 286
238 203 84
115 106 139
198 121 160
167 172 297
107 240 226
68 122 261
150 72 300
188 123 55
195 25 155
241 47 230
141 94 259
205 8 72
138 133 226
171 88 296
84 132 250
180 197 135
119 127 132
170 225 162
75 165 152
198 148 246
84 75 184
198 133 158
18 138 10
147 126 60
126 69 27
158 142 136
147 130 295
106 106 172
27 84 257
38 204 158
62 199 188
252 193 275
57 84 52
233 71 150
22 130 64
213 60 231
98 117 28
107 173 286
203 187 152
155 195 90
87 217 141
128 112 202
137 228 217
131 149 249
80 157 174
78 142 96
152 186 63
86 229 120
204 139 224
174 119 166
186 108 267
26 15 272
125 199 70
181 143 256
169 121 36
254 5 141
78 42 135
226 127 42
228 85 172
125 110 63
27 142 245
117 90 256
205 109 230
128 233 153
61 73 253
98 201 89
46 254 280
180 52 111
191 76 94
109 159 187
130 153 92
77 34 297
212 177 170
246 107 204
70 165 55
45 15 256
11 88 157
201 47 211
235 137 134
176 211 249
137 129 9
114 12 234
70 23 244
243 148 298
182 23 155
0 4 276
101 127 225
162 142 85
88 100 48
40 228 184
115 166 51
118 34 97
62 121 198
234 183 243
189 166 114
218 255 292
188 90 70
217 132 235
57 251 113
245 11 234
231 191 115
191 21 165
49 36 136
245 107 184
228 2 274
126 97 257
129 128 273
67 133 167
81 199 126
64 70 9
204 220 94
128 121 204
131 45 252
198 254 236
48 129 21
205 104 160
238 30 114
244 217 220
124 174 127
115 189 2
150 152 258
122 239 123
53 178 179
207 23 19
144 42 268
150 180 71
9 101 292
92 182 138
6 247 76
249 145 243
251 165 268
199 2 156
199 101 59
204 26 68
11 0 112
179 2 249
223 231 223
4 87 202
139 143 83
88 158 287
175 85 100
221 50 287
141 167 237
255 56 261
157 187 259
174 161 219
70 136 281
173 177 75
205 116 259
86 16 133
218 76 55
58 87 201
13 33 187
235 198 128
65 229 29
229 36 297
32 189 223
124 61 108
240 231 130
57 232 31
98 12 167
89 155 46
243 101 117
11 126 52
22 58 126
216 127 245
35 48 187
129 144 35
242 119 280
131 86 176
100 245 147
182 77 81
21 210 90
212 184 215
122 47 156
145 195 64
34 56 87
168 142 48
160 58 45
44 200 243
111 128 127
184 76 296
119 171 114
37 209 268
53 119 277
76 128 148
3 86 159
150 26 179
61 250 291
101 79 3
47 88 181
162 125 55
100 16 278
253 48 129
203 15 52
113 18 184
125 186 269
241 214 141
199 214 244
46 29 136
154 83 170
84 83 148
90 80 197
237 69 106
33 251 31
212 123 168
243 221 254
151 115 116
110 77 224
242 202 84
148 22 79
183 42 33
61 71 93
134 204 97
114 119 295
115 96 185
200 230 91
45 169 61
6 16 140
232 56 202
171 171 92
96 213 12
33 6 37
125 234 83
93 169 176
72 78 33
147 234 118
169 194 263
128 146 85
62 63 66
227 180 100
82 68 87
203 60 283
136 195 289
241 165 297
79 233 185
158 230 188
190 175 147
99 60 39
76 11 267
161 4 190
252 32 55
131 170 233
84 245 164
93 174 54
27 14 133
140 77 114
79 59 271
178 122 198
189 224 95
184 35 93
246 24 40
94 43 245
143 144 111
124 48 237
105 65 245
181 185 159
83 90 41
151 104 293
77 0 247
64 9 297
87 122 214
24 126 221
218 206 69
188 79 238
115 70 295
128 213 216
143 55 221
215 206 168
176 79 120
66 50 213
181 253 172
147 69 240
113 146 121
125 228 221
171 25 246
67 69 99
188 240 21
108 138 176
251 123 72
44 159 210
141 192 56
32 86 48
19 46 231
153 153 229
203 193 160
131 18 65
220 66 242
152 2 267
138 127 187
211 49 286
223 250 256
145 228 126
26 94 271
71 212 34
4 248 168
169 141 122
57 220 115
150 213 40
12 10 143
143 122 212
211 151 174
93 157 289
40 57 264
146 169 75
17 139 3
170 131 143
212 116 118
49 239 7
203 26 284
43 212 50
6 149 242
90 124 55
177 27 96
186 20 230
89 88 259
69 209 110
91 49 55
157 153 272
237 211 168
23 28 2
137 175 32
84 236 28
30 128 126
145 184 31
144 50 284
114 158 293
230 228 39
149 169 187
191 186 197
117 155 96
199 105 240
7 239 115
120 87 166
198 93 142
111 88 264
199 28 254
200 202 23
91 74 160
70 85 289
146 239 281
83 175 176
6 233 289
102 240 87
222 25 4
254 107 10
175 104 188
76 229 131
220 19 275
228 175 262
185 77 114
104 139 183
226 187 41
32 67 62
201 27 103
176 171 85
239 236 287
50 237 145
20 175 70
164 90 62
199 108 134
27 46 231
236 85 47
153 156 250
118 43 109
1 195 144
247 222 88
222 233 69
11 236 15
32 129 6
156 43 56
78 123 105
101 62 222
181 206 274
56 14 295
97 183 68
59 46 24
100 56 183
54 13 126
142 196 234
85 170 87
6 24 35
37 44 29
218 47 155
205 39 197
203 143 44
192 186 173
214 29 74
220 112 285
74 225 40
63 102 177
210 203 79
27 53 61
211 204 33
86 212 118
128 92 52
165 129 129
154 225 99
95 219 24
154 227 115
96 124 233
141 255 103
28 2 298
74 212 219
219 63 144
19 33 76
144 133 181
16 190 192
56 92 233
36 122 130
192 32 21
186 196 265
45 210 235
161 154 3
92 147 173
243 183 178
11 3 112
124 194 91
132 198 155
176 243 277
37 98 170
106 228 45
243 19 271
72 214 61
90 32 51
194 157 255
122 127 5
129 243 145
75 39 67
110 197 154
196 177 90
209 197 277
180 216 55
217 174 86
24 58 64
20 204 179
115 64 14
127 38 190
51 193 256
106 183 90
67 51 19
115 230 33
171 39 159
20 174 250
188 166 158
66 136 218
122 235 180
217 175 247
203 186 259
40 160 41
22 30 55
112 38 86
109 51 179
62 230 233
247 225 169
199 95 295
192 168 121
154 208 238
7 66 213
31 112 127
208 29 184
154 142 3
231 28 94
70 137 298
178 198 53
237 230 263
195 127 51
179 244 45
80 98 292
203 92 91
34 3 56
134 76 36
110 215 7
239 120 253
132 144 290
236 230 57
102 108 19
212 57 244
129 22 61
248 111 23
38 8 63
250 217 14
131 111 109
165 57 296
169 243 143
238 247 259
129 119 65
221 137 230
196 202 71
188 14 157
2 231 161
71 103 222
234 202 143
31 210 58
37 208 16
17 174 214
142 6 18
36 217 184
129 34 208
234 78 219
165 223 224
226 248 287
47 214 90
240 9 236
3 112 281
1 70 249
119 172 149
166 80 70
243 39 152
77 19 108
251 215 83
247 145 208
168 243 161
127 4 251
182 76 119
23 11 160
239 129 19
187 202 230
31 115 147
31 89 214
11 237 273
130 179 89
45 73 94
218 121 267
213 30 204
71 28 81
169 224 108
213 82 156
222 20 169
23 218 149
145 240 42
88 56 186
96 214 229
40 111 25
250 145 93
190 190 94
181 4 29
58 33 286
32 144 119
185 162 234
33 220 36
224 7 257
184 63 175
54 40 68
175 17 131
110 50 136
252 46 245
210 47 113
96 224 97
4 244 175
10 3 89
132 156 82
3 90 299
181 20 33
122 173 111
193 216 93
136 209 81
106 167 123
137 193 17
199 180 198
192 251 76
142 98 208
207 97 185
40 72 257
54 132 184
102 68 267
99 224 286
120 163 176
77 25 208
236 86 129
147 142 158
2 53 122
249 232 152
40 205 198
230 216 234
115 93 15
79 170 99
50 0 3
113 25 285
21 153 240
176 15 151
47 248 231
128 100 83
188 121 179
184 159 207
69 30 251
100 115 191
62 126 128
230 57 256
102 192 208
40 115 17
42 109 90
130 106 287
186 197 78
149 32 42
184 151 108
72 19 107
80 4 23
115 185 288
76 30 284
176 221 255
198 23 191
78 117 277
7 15 14
157 144 96
63 192 105
208 197 65
214 21 231
225 231 253
107 206 280
166 101 194
65 247 161
83 241 15
219 157 98
77 237 16
106 142 296
193 229 256
120 148 281
116 1 53
38 132 155
5 218 140
135 174 23
203 47 214
170 96 132
86 215 88
155 106 192
133 59 92
164 139 102
225 219 167
85 99 5
239 33 63
29 241 113
246 96 94
137 146 117
142 18 206
107 243 136
38 46 251
7 204 107
31 154 16
230 196 239
131 32 87
129 194 214
51 199 150
129 159 48
95 36 182
122 65 17
145 114 88
0 197 4
35 173 228
10 89 176
89 29 162
253 213 287
58 96 9
110 183 268
252 216 225
77 64 293
111 125 101
156 190 23
56 191 177
137 144 85
83 211 195
0 212 164
168 71 71
200 128 67
195 203 57
72 215 157
47 254 299
188 10 22
63 56 202
153 252 91
112 218 139
222 56 76
206 205 95
224 236 75
195 230 213
4 156 33
209 228 142
25 93 239
13 251 76
39 123 143
85 121 289
48 12 241
85 105 62
103 131 117
62 201 280
19 250 284
63 219 219
164 118 228
115 155 251
36 82 81
238 225 118
87 39 59
119 160 168
190 140 264
122 14 61
2 62 126
82 12 200
48 27 84
10 156 268
127 137 90
193 145 296
241 241 3
162 186 30
146 10 228
177 135 2
125 120 298
156 72 148
152 254 192
5 243 142
246 158 281
193 98 190
17 110 22
51 237 252
131 219 194
111 86 45
46 169 262
40 60 276
110 102 3
230 58 143
208 245 249
170 151 79
120 4 172
208 22 294
158 78 261
242 183 12
171 156 14
98 30 212
111 247 283
38 207 206
241 249 211
205 92 79
154 177 300
228 78 269
234 66 183
34 211 189
237 195 145
221 169 52
113 185 31
134 222 131
14 80 76
145 78 47
207 200 50
82 61 20
173 62 44
81 246 262
79 13 208
214 10 54
113 94 293
185 13 278
45 89 228
159 69 209
210 153 85
119 123 219
102 194 218
88 106 199
95 233 199
153 11 134
198 120 42
31 251 264
96 108 89
225 52 293
93 39 76
214 176 242
161 146 94
143 95 54
20 56 68
143 57 289
122 74 222
44 16 269
20 131 86
141 158 154
214 193 78
42 57 267
110 223 95
195 134 69
86 19 93
48 110 221
210 194 180
12 199 46
113 51 200
132 125 257
39 114 133
178 124 295
155 92 176
52 101 33
80 201 2
224 137 280
163 207 180
46 157 279
216 176 149
206 219 48
191 197 156
163 29 145
134 57 1
133 30 278
50 183 282
231 120 221
90 126 148
131 0 192
147 131 229
37 92 4
37 197 208
102 117 46
235 22 98
236 14 300
243 152 49
115 219 69
222 196 250
224 99 52
71 68 8
123 183 129
101 161 29
52 181 270
169 227 259
242 198 151
174 27 49
94 23 52
242 141 118
248 39 113
246 205 158
206 165 50
92 115 3
248 218 109
50 43 274
185 50 60
146 181 265
33 12 269
186 94 42
203 12 7
209 31 228
63 41 170
22 49 164
117 9 203
32 36 238
218 134 124
161 150 227
41 218 216
114 240 176
128 164 185
119 41 181
113 78 282
146 134 69
126 150 278
208 252 111
96 162 119
82 27 199
214 125 113
113 10 276
150 219 34
166 245 293
105 73 190
67 195 264
5 110 54
100 227 286
65 20 275
45 47 60
111 176 211
211 28 202
43 7 71
26 243 265
123 87 126
15 211 288
68 219 298
168 225 152
17 16 255
88 46 107
128 176 206
7 23 231
25 52 91
15 157 232
14 178 289
152 46 272
43 170 69
181 184 299
112 80 39
217 222 158
136 81 258
249 214 134
81 243 264
150 159 221
213 230 64
178 24 283
63 93 295
201 196 252
103 62 30
177 95 14
134 107 151
171 94 164
20 124 120
4 162 256
233 33 180
65 99 33
99 76 148
204 50 150
108 133 251
121 99 4
182 165 8
209 240 224
209 35 278
247 11 196
56 35 82
119 7 116
95 145 228
154 47 287
254 244 214
165 24 131
86 245 267
185 122 169
192 255 232
52 105 228
100 145 58
227 224 100
164 59 79
191 10 7
122 49 48
180 178 214
13 73 249
78 245 205
85 16 34
234 169 147
146 137 281
136 37 4
156 218 64
49 184 165
4 60 146
206 99 192
100 29 145
222 39 47
26 148 112
102 230 145
5 52 153
253 123 216
121 14 257
24 47 285
14 53 8
69 205 33
75 56 277
107 143 264
130 215 265
237 79 78
198 250 122
62 23 86
65 108 29
246 121 32
90 129 247
211 109 28
191 163 211
124 118 300
186 192 123
62 25 236
23 6 229
9 46 281
158 148 119
76 19 248
199 125 125
63 108 243
241 97 112
7 145 252
214 25 141
120 165 196
49 0 190
151 21 147
46 108 129
21 164 65
228 24 207
136 100 266
108 56 4
157 192 241
95 91 269
168 6 275
205 124 82
113 59 170
96 128 128
169 54 173
154 7 94
34 39 108
93 136 207
188 30 6
220 15 151
163 184 19
134 78 133
30 63 287
28 139 9
241 238 198
142 190 271
224 174 173
218 218 293
203 250 287
213 17 266
89 124 73
151 97 149
79 169 155
65 58 24
26 161 40
182 188 245
15 10 236
132 98 257
163 191 154
115 152 186
247 133 198
103 184 232
232 27 106
255 104 244
31 131 120
122 103 84
33 55 228
186 98 260
213 18 172
10 10 218
7 233 20
114 177 291
108 184 31
47 4 153
37 136 281
234 128 290
208 206 164
142 105 274
200 156 230
12 55 230
65 12 78
120 240 60
226 145 285
250 227 171
19 55 63
157 8 142
78 227 230
198 147 296
51 18 38
115 154 257
185 138 191
96 88 184
10 86 96
71 174 216
139 193 275
223 123 116
142 185 144
8 230 51
254 28 40
1 2 232
29 157 220
20 136 234
95 51 161
10 8 33
216 128 6
50 151 146
168 206 285
65 129 279
140 120 148
132 191 59
66 46 218
22 185 125
246 237 169
108 220 124
73 228 257
112 203 53
77 104 258
27 166 11
52 81 26
63 208 105
24 182 171
37 40 230
148 120 12
71 6 239
68 32 46
225 86 258
219 101 185
248 152 146
205 125 298
134 108 191
158 8 38
161 7 135
28 27 157
56 107 72
103 78 214
84 13 61
187 183 251
229 98 90
203 34 222
212 3 282
116 68 64
108 102 222
159 175 267
57 218 17
72 40 240
237 134 133
164 205 245
156 216 162
205 206 160
138 51 233
77 14 169
41 115 279
150 87 273
58 218 65
139 199 257
154 169 204
106 135 280
45 205 255
74 6 43
141 58 237
73 4 5
128 22 107
212 242 128
253 139 223
135 137 152
99 158 224
16 2 24
102 52 125
84 248 222
147 157 20
69 63 93
205 202 81
141 236 278
54 224 232
130 138 78
40 192 170
228 127 123
23 229 3
128 130 222
185 252 272
124 123 138
24 232 289
4 158 214
183 21 174
143 111 161
42 163 291
142 168 179
195 130 60
97 216 230
191 25 223
9 204 74
170 10 270
240 195 106
58 72 265
100 14 172
156 186 113
46 222 110
187 76 48
127 227 1
68 114 170
178 232 116
94 148 155
4 149 251
231 236 136
110 141 202
129 35 169
38 166 246
47 29 116
202 163 41
134 174 258
217 96 27
139 132 83
100 84 202
181 50 106
223 54 110
15 245 295
6 185 229
87 160 226
131 200 195
249 119 126
220 202 289
33 202 209
153 112 273
233 18 277
128 26 223
209 12 200
252 158 239
174 115 227
84 5 120
251 186 211
225 44 31
53 168 80
70 120 180
119 253 40
161 12 239
144 104 227
1 103 199
22 98 227
31 139 164
25 176 140
82 158 224
120 50 202
76 72 178
39 106 58
186 155 132
44 243 116
180 106 113
28 91 102
65 248 114
211 200 254
70 49 281
73 145 217
193 40 35
140 147 60
122 206 10
108 157 195
121 160 228
101 44 56
200 122 111
14 201 216
136 214 291
188 187 12
103 220 244
25 51 10
203 198 269
98 38 8
135 17 203
234 188 244
43 194 226
165 66 173
0 198 147
29 246 217
93 144 121
238 135 132
246 180 216
223 99 265
219 139 14
181 84 88
72 37 173
162 130 132
3 114 236
68 146 72
192 191 12
161 234 223
132 134 262
41 152 207
149 205 8
65 140 76
4 203 157
98 75 230
230 37 29
175 48 25
136 31 98
246 69 4
242 63 161
244 172 80
175 147 94
241 122 9
39 73 8
205 126 222
102 202 127
64 34 205
231 213 41
253 191 122
2 190 72
35 213 95
102 65 49
112 200 276
183 173 158
80 31 300
104 89 31
197 194 95
53 207 23
102 9 48
45 128 7
227 179 221
184 48 202
212 127 87
247 31 259
208 34 147
146 132 98
97 158 188
26 233 263
245 252 102
246 157 190
55 60 108
150 119 292
36 73 192
20 109 259
255 102 6
93 233 296
35 31 294
170 36 221
26 23 69
146 68 106
118 86 35
173 128 67
229 180 241
122 101 141
38 165 167
139 38 223
0 232 59
53 92 226
128 241 86
42 48 276
67 49 34
43 176 228
213 91 258
157 83 298
62 164 35
19 44 208
119 146 248
203 137 208
51 96 121
74 239 70
196 168 260
178 31 152
11 197 106
92 44 23
200 68 205
250 115 227
216 143 198
242 38 65
205 108 83
202 249 196
54 29 86
32 6 225
101 95 64
103 239 296
182 210 90
102 77 188
224 138 25
150 132 200
194 90 15
79 107 110
199 67 74
101 34 207
57 101 84
55 85 152
229 78 5
222 128 62
67 197 36
242 121 116
69 235 127
128 45 37
132 233 4
133 149 175
2 174 246
163 143 216
86 224 296
54 60 281
83 133 192
49 27 292
23 109 132
201 143 95
152 13 53
231 166 103
105 188 42
43 184 190
132 67 120
116 37 155
100 212 165
90 136 259
17 34 95
116 70 34
156 153 224
178 196 117
24 216 168
15 234 281
65 218 117
207 44 190
156 201 48
114 152 95
34 31 39
102 248 70
34 127 107
121 78 58
30 27 18
207 5 233
21 70 219
103 67 104
176 178 299
187 37 4
24 185 40
16 103 106
142 169 291
75 194 134
163 38 118
87 115 101
103 118 226
8 23 282
53 91 258
219 252 22
94 53 204
200 225 123
35 84 66
251 250 228
104 254 110
22 197 34
174 231 251
62 172 44
212 150 27
133 230 130
119 39 194
118 233 209
168 9 254
53 80 300
125 247 283
4 55 109
68 110 255
248 12 33
19 197 296
102 163 66
150 242 63
36 153 174
69 48 230
33 180 83
209 114 206
26 16 189
52 195 87
52 204 113
202 161 127
149 252 41
240 222 274
200 27 53
250 4 11
191 214 183
171 87 141
158 95 203
183 236 94
15 12 16
158 126 261
121 148 120
12 248 111
40 86 283
90 244 23
104 35 194
180 33 219
80 50 132
4 25 299
93 27 201
235 250 202
208 98 69
210 144 54
88 95 232
123 214 194
230 72 93
191 129 193
206 214 118
88 28 33
248 101 123
45 143 30
234 198 270
254 158 108
33 175 90
3 62 161
99 167 16
110 230 13
165 7 129
77 119 74
2 44 148
148 34 80
106 157 71
135 60 14
143 17 56
109 136 145
39 237 256
20 69 71
115 81 212
175 50 179
64 45 283
0 22 178
59 27 41
150 77 156
106 155 198
179 180 248
114 81 169
162 47 231
137 51 250
24 238 237
31 213 172
120 73 216
184 61 175
246 229 160
102 32 13
1 91 165
186 236 296
229 83 153
42 233 196
155 117 109
213 170 146
38 237 282
228 226 271
123 102 169
219 245 266
73 23 188
186 245 263
127 23 241
20 162 20
131 39 206
166 72 99
178 11 56
72 70 266
201 109 235
18 46 164
196 54 172
204 106 206
62 238 125
145 83 240
198 71 258
145 144 70
94 246 243
24 139 9
95 198 293
221 118 130
224 210 272
102 97 78
129 75 266
92 27 164
85 248 139
180 211 238
171 157 215
68 255 128
51 84 221
176 135 184
193 197 70
140 57 225
17 188 237
210 165 174
248 245 230
221 78 29
22 174 16
116 163 25
65 34 141
93 91 109
203 150 65
154 112 35
126 15 132
245 225 133
84 44 65
121 61 146
164 117 130
122 240 271
192 156 84
212 137 170
55 151 259
196 240 116
117 111 93
106 248 172
111 122 152
108 177 167
40 96 193
87 62 243
242 185 282
56 243 232
45 126 182
118 192 86
11 112 280
47 251 167
230 134 255
112 165 168
178 234 121
161 107 29
119 119 249
152 214 96
190 255 143
212 81 283
31 207 211
68 40 120
93 197 223
45 105 260
230 47 108
132 110 232
6 113 42
25 212 57
158 23 199
185 30 243
148 136 51
65 206 58
7 223 63
193 132 18
214 95 146
65 44 148
106 1 19
33 96 206
44 229 40
250 110 226
68 228 33
184 207 83
83 249 117
172 181 157
230 151 21
148 15 284
213 47 150
74 53 14
184 80 56
90 83 19
226 157 243
200 222 254
97 54 65
172 112 226
251 157 146
175 7 205
107 105 98
41 137 170
205 231 87
68 60 40
28 250 279
239 50 182
70 109 287
243 122 200
77 117 239
154 1 142
131 243 3
52 236 152
50 144 122
13 32 1
204 25 171
247 4 8
74 181 208
201 155 213
94 172 233
113 234 253
88 73 286
116 205 105
150 249 193
86 177 230
248 165 185
27 130 147
4 205 141
142 143 19
98 247 292
147 175 23
227 56 138
165 175 123
71 98 236
129 87 221
28 183 27
196 167 32
189 58 219
186 39 51
36 99 82
211 239 263
159 91 236
252 220 126
164 219 180
231 110 109
84 117 81
130 134 158
204 57 84
107 2 138
78 94 225
141 193 51
33 230 183
4 122 273
240 237 253
162 9 146
1 169 46
154 94 109
178 249 289
220 185 252
154 160 168
239 167 39
90 15 226
2 126 140
182 113 269
48 14 73
66 131 139
142 75 14
199 8 125
197 79 58
191 222 162
9 47 286
158 175 101
200 211 66
104 66 90
79 36 169
67 254 153
31 160 123
231 235 270
115 129 66
119 117 137
204 82 177
128 36 36
251 178 173
46 224 292
200 17 49
141 62 21
66 60 278
25 9 154
58 244 271
114 217 188
131 223 49
196 140 37
72 20 282
241 248 189
191 102 114
72 90 260
162 122 292
162 151 255
172 188 31
29 78 33
129 51 123
148 219 245
190 206 281
137 217 93
240 249 65
142 40 84
117 211 228
46 245 40
165 214 199
31 48 172
229 241 117
143 218 193
206 178 201
172 114 227
117 168 85
35 58 104
4 147 134
233 104 190
171 228 1
163 216 163
126 93 167
160 187 104
38 179 269
211 11 225
75 78 16
26 168 264
62 78 213
84 165 152
199 48 267
241 204 62
153 163 106
198 62 71
244 30 299
185 242 214
41 62 199
184 36 50
47 36 233
105 130 121
71 32 43
182 158 158
37 217 286
55 36 20
121 94 123
145 197 89
242 208 76
225 154 22
97 10 128
103 171 102
158 157 39
